"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.01",57
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.025",64
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.05",70
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.1",77.91
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.15",83
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.2",87
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.25",91
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.3",95
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.35",98
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.4",102
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.45",104.628770954424
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.5",107.098927261222
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.55",111.086922167346
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.6",114.118840729351
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.65",116.901979406315
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.7",121.386255329783
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.75",125.7927756021
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.8",130.993619495654
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.85",138
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.9",146
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.95",158
2024-12-21,"01",-1,"wk inc covid hosp",2024-12-14,"quantile","0.975",168
