"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.01",51.2678713917367
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.025",52.8934148790888
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.05",57.0594795158062
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.1",61.699543688231
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.15",65.3715299577292
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.2",68.3218531363731
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.25",73.1318875640037
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.3",74.0770152063992
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.35",75.0998159303249
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.4",76.1386035982783
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.45",76.7036200007752
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.5",78.7453192497245
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.55",81.8777777864533
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.6",83.9571166701497
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.65",87.0222622765283
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.7",90.9303847404865
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.75",95.9129463134847
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.8",103.375431129339
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.85",113.996636291252
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.9",132.654656389153
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.95",175.315574008871
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.975",227.629186847622
2024-12-07,"01",-1,"wk inc covid hosp",2024-11-30,"quantile","0.99",291.245774486956
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.01",41.32
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.025",44.11
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.05",57
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.1",62
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.15",65
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.2",68
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.25",71
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.3",73
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.35",74.8740093533996
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.4",77.3333333333333
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.45",82.4084357667771
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.5",84.8923469162292
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.55",85.4720599542497
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.6",93.4959157088559
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.65",93.947351760799
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.7",95.0030823362815
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.75",99.2274342819123
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.8",107.961575698366
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.85",120.666666666667
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.9",127.300540900041
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.95",137.528963776627
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.975",145.81336305286
2024-12-07,"01",0,"wk inc covid hosp",2024-12-07,"quantile","0.99",165.34
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.01",32
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.025",36.7
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.05",41
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.1",49.3333333333333
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.15",58.6666666666667
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.2",66
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.25",72.6531219704372
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.3",73.5273848210975
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.35",74.3995519713382
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.4",75.2128791406501
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.45",80.2082993480961
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.5",82.8464151049114
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.55",87
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.6",94.6867247161087
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.65",96.7478373262134
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.7",102
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.75",108
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.8",115
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.85",142
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.9",153.333333333333
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.95",170
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.975",183.35
2024-12-07,"01",1,"wk inc covid hosp",2024-12-14,"quantile","0.99",199.36
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.01",20
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.025",30.57
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.05",41.6333333333333
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.1",52.6123619326025
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.15",63.0020785851569
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.2",63.9451957469142
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.25",70.6950197931968
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.3",71.1162171288291
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.35",72.8866189168712
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.4",73.0468742506643
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.45",80.1854440907547
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.5",81
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.55",88
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.6",95
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.65",103
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.7",111
2024-12-07,"01",2,"wk inc covid hosp",2024-12-21,"quantile","0.75",121
