reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.01,22.09710303319833
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.025,23.48187174491641
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.05,25.12353302842888
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.1,27.179127326269096
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.15,28.486373762958426
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.2,29.494615384615386
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.25,30.32253017950285
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.3,31.31379752443867
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.35,31.99397236244964
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.4,32.527340917414776
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.45,33.13068589216545
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.5,33.773421052631576
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.55,34.46681410783455
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.6,35.10746300415386
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.65,35.74884013755036
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.7,36.596202475561334
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.75,38.097469820497146
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.8,39.19923076923077
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.85,40.65112623704158
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.9,42.740872673730905
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.95,46.610966971571116
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.975,49.49102299192569
2026-07-11,01,-1,wk inc covid hosp,2026-07-04,quantile,0.99,51.83104914071471
2026-07-11,01,0,wk inc covid hosp,2026-07-11,quantile,0.01,13.170360874405612
2026-07-11,01,0,wk inc covid hosp,2026-07-11,quantile,0.025,16.20643510093779
2026-07-11,01,0,wk inc covid hosp,2026-07-11,quantile,0.05,17.96861021511461
2026-07-11,01,0,wk inc covid hosp,2026-07-11,quantile,0.1,21.50570717369701
2026-07-11,01,0,wk inc covid hosp,2026-07-11,quantile,0.15,23.587135584588445
2026-07-11,01,0,wk inc covid hosp,2026-07-11,quantile,0.2,24.803333025630323
2026-07-11,01,0,wk inc covid hosp,2026-07-11,quantile,0.25,26.70578635731819
2026-07-11,01,0,wk inc covid hosp,2026-07-11,quantile,0.3,27.67802346724276
