reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.01,20.085925983443964
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.025,21.671989059701403
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.05,23.697805682432424
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.1,25.697578847509345
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.15,27.048067669494273
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.2,28.022579211641233
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.25,29.07105606837501
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.3,29.896646467845095
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.35,30.447369598694603
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.4,31.0043868826894
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.45,31.64110600326354
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.5,32.233421052631584
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.55,32.86528288562535
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.6,33.54227978397727
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.65,34.1601304013054
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.7,34.90035353215491
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.75,36.26394393162499
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.8,37.544343865281846
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.85,38.968182330505726
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.9,41.045602970672476
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.95,44.22219431756758
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.975,47.459589887667015
2026-07-04,01,-1,wk inc covid hosp,2026-06-27,quantile,0.99,49.947660973077774
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.01,12.663932264373447
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.025,15
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.05,17.030717916134282
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.1,20
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.15,22.06207893946459
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.2,23.74475406190586
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.25,25.413962143989686
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.3,26.759578376954302
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.35,27.82221112134434
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.4,28.96860399556524
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.45,29.59354231759987
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.5,30.79042334152013
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.55,31.511928895038057
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.6,32.46267010855162
2026-07-04,01,0,wk inc covid hosp,2026-07-04,quantile,0.65,34.44136544643239
