reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.01,31.770751
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.025,34.84277
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.05,36.996059
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.1,39.882624
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.15,41.505454
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.2,43.27372
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.25,44.845593
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.3,46.331068
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.35,47.46585
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.4,48.826056
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.45,50.075202
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.5,51.176517
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.55,52.561089
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.6,53.992416
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.65,55.634651
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.7,56.813517
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.75,58.429905
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.8,60.271228
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.85,62.212628
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.9,66.4
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.95,69.18
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.975,72.004672
2026-04-25,01,-1,wk inc covid hosp,2026-04-18,quantile,0.99,76.918623
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.01,21.269293
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.025,25
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.05,28
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.1,31
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.15,33.10385494006298
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.2,35.06695141503516
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.25,37
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.3,38
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.35,40
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.4,41
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.45,42.821048289255344
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.5,45.12864235238094
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.55,45.225959225030365
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.6,49.46030673412851
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.65,51.12844819424028
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.7,53
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.75,55
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.8,56
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.85,58
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.9,61
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.95,65.80193308732701
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.975,70.09196552926701
2026-04-25,01,0,wk inc covid hosp,2026-04-25,quantile,0.99,82.11555555555555
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.01,15.494946429470723
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.025,18.0928627928066
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.05,21.810940000000002
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.1,26.254442289928576
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.15,29.533651304917598
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.2,32.261961446892904
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.25,34.5
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.3,36
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.35,38
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.4,40.77683697790474
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.45,41.27683697790479
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.5,43.45081397619049
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.55,44.9332343078095
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.6,46.5
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.65,50.341464541238096
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.7,52.91512024752379
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.75,55.334495965079384
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.8,58.95
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.85,62.2
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.9,64.89349211727468
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.95,71.21675461481522
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.975,81.5
2026-04-25,01,1,wk inc covid hosp,2026-05-02,quantile,0.99,96.55167373302568
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.01,8.6025936
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.025,13.410021
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.05,17
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.1,22.58789713218959
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.15,26.872409091860703
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.2,29
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.25,31
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.3,33
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.35,34
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.4,36
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.45,38
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.5,40
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.55,42
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.6,44
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.65,47
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.7,52.97204499163168
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.75,56.05
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.8,58.44
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.85,64
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.9,71
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.95,74.65664948068394
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.975,88.81502438065719
2026-04-25,01,2,wk inc covid hosp,2026-05-09,quantile,0.99,107.7969936191387
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.01,6.665555555555556
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.025,10
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.05,13.613216389700792
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.1,20.30085207243311
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.15,25
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.2,27
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.25,29
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.3,31
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.35,33
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.4,37.93056022821261
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.45,40.66392888615934
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.5,41.86689037569755
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.55,42.65398882812639
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.6,45.38735748607312
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.65,49.09
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.7,51.11
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.75,53.37
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.8,56
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.85,63
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.9,73
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.95,88
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.975,99.50555117668345
2026-04-25,01,3,wk inc covid hosp,2026-05-16,quantile,0.99,119.1813134066963
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.01,1.4656829301742116
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.025,2.1211943226187726
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.05,2.6540895526232657
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.1,3.9095385514128393
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.15,4.5920977311498765
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.2,5.142445272430421
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.25,5.434327501827589
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.3,5.55
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.35,5.62
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.4,5.69
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.45,5.75
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.5,5.82
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.55,5.88
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.6,5.95
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.65,6.02
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.7,6.09
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.75,6.17
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.8,6.2941451
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.85,6.9321965
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.9,7.7192918
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.95,8.7557743
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.975,10.073679
2026-04-25,02,-1,wk inc covid hosp,2026-04-18,quantile,0.99,11.215565
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.01,0.79357333
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.025,1
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.05,1
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.1,1.3333333333333333
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.15,1.7777777777777777
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.2,2.3333333333333335
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.25,2.4444444444444446
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.3,2.9335751340685428
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.35,3.058098974503727
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.4,3.344475032661882
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.45,3.519059816700354
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.5,3.5969367720041725
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.55,3.888888888888889
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.6,4.47121234236501
2026-04-25,02,0,wk inc covid hosp,2026-04-25,quantile,0.65,5
