week_ending_date,location,location_name,value
2024-11-09,34,New Jersey,184
2024-11-16,34,New Jersey,193
2024-11-23,34,New Jersey,210
2024-11-30,34,New Jersey,187
2024-11-09,35,New Mexico,89
2024-11-16,35,New Mexico,78
2024-11-23,35,New Mexico,116
2024-11-30,35,New Mexico,115
2024-11-09,32,Nevada,43
2024-11-16,32,Nevada,47
2024-11-23,32,Nevada,31
2024-11-30,32,Nevada,64
2024-11-09,36,New York,417
2024-11-16,36,New York,372
2024-11-23,36,New York,402
2024-11-30,36,New York,352
2024-11-09,39,Ohio,393
2024-11-16,39,Ohio,332
2024-11-23,39,Ohio,322
2024-11-30,39,Ohio,328
2024-11-09,40,Oklahoma,59
2024-11-16,40,Oklahoma,71
2024-11-23,40,Oklahoma,70
2024-11-30,40,Oklahoma,97
2024-11-09,41,Oregon,76
2024-11-16,41,Oregon,71
2024-11-23,41,Oregon,57
2024-11-30,41,Oregon,43
2024-11-09,42,Pennsylvania,892
2024-11-16,42,Pennsylvania,1010
2024-11-23,42,Pennsylvania,1027
2024-11-30,42,Pennsylvania,638
2024-11-09,72,Puerto Rico,9
2024-11-16,72,Puerto Rico,18
2024-11-23,72,Puerto Rico,24
2024-11-30,72,Puerto Rico,78
2024-11-09,44,Rhode Island,28
2024-11-16,44,Rhode Island,20
2024-11-23,44,Rhode Island,30
2024-11-30,44,Rhode Island,21
2024-11-09,45,South Carolina,75
2024-11-16,45,South Carolina,69
2024-11-23,45,South Carolina,72
2024-11-30,45,South Carolina,67
2024-11-09,46,South Dakota,30
2024-11-16,46,South Dakota,35
2024-11-23,46,South Dakota,31
2024-11-30,46,South Dakota,19
2024-11-09,47,Tennessee,113
2024-11-16,47,Tennessee,148
2024-11-23,47,Tennessee,98
2024-11-30,47,Tennessee,141
2024-11-09,48,Texas,341
2024-11-16,48,Texas,228
2024-11-23,48,Texas,257
2024-11-30,48,Texas,278
2024-11-09,US,US,7703
2024-11-16,US,US,7585
2024-11-23,US,US,7818
2024-11-30,US,US,7368
2024-11-09,49,Utah,41
2024-11-16,49,Utah,46
2024-11-23,49,Utah,59
2024-11-30,49,Utah,55
2024-11-09,51,Virginia,126
2024-11-16,51,Virginia,102
2024-11-23,51,Virginia,116
2024-11-30,51,Virginia,98
2024-11-09,50,Vermont,19
2024-11-16,50,Vermont,9
2024-11-23,50,Vermont,21
2024-11-30,50,Vermont,12
2024-11-09,53,Washington,93
2024-11-16,53,Washington,81
2024-11-23,53,Washington,88
2024-11-30,53,Washington,71
2024-11-09,55,Wisconsin,155
2024-11-16,55,Wisconsin,147
2024-11-23,55,Wisconsin,148
2024-11-30,55,Wisconsin,127
2024-11-09,54,West Virginia,60
2024-11-16,54,West Virginia,59
2024-11-23,54,West Virginia,150
2024-11-30,54,West Virginia,151
2024-11-09,56,Wyoming,59
2024-11-16,56,Wyoming,48
2024-11-23,56,Wyoming,31
2024-11-30,56,Wyoming,47
