location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_fullnames
South Dakota,SD,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,17,34,48,67,113,17,34,48,67,113,CEPH Lab at Indiana University,Rtrend COVID
Tennessee,TN,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,56,89,114,144,218,56,89,114,144,218,CEPH Lab at Indiana University,Rtrend COVID
Tennessee,TN,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,42,83,117,164,293,42,83,117,164,293,CEPH Lab at Indiana University,Rtrend COVID
Tennessee,TN,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,32,75,119,181,367,32,75,119,181,367,CEPH Lab at Indiana University,Rtrend COVID
Tennessee,TN,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,24,68,117,194,428,24,68,117,194,428,CEPH Lab at Indiana University,Rtrend COVID
Texas,TX,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,58,157,255,406,861,58,157,255,406,861,CEPH Lab at Indiana University,Rtrend COVID
Texas,TX,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,29,128,258,496,1403,29,128,258,496,1403,CEPH Lab at Indiana University,Rtrend COVID
Texas,TX,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,14,101,255,580,2014,14,101,255,580,2014,CEPH Lab at Indiana University,Rtrend COVID
Texas,TX,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,6,81,246,649,2417,6,81,246,649,2417,CEPH Lab at Indiana University,Rtrend COVID
Utah,UT,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,25,41,52,67,104,25,41,52,67,104,CEPH Lab at Indiana University,Rtrend COVID
Utah,UT,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,20,39,57,81,151,20,39,57,81,151,CEPH Lab at Indiana University,Rtrend COVID
Utah,UT,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,15,37,61,96,207,15,37,61,96,207,CEPH Lab at Indiana University,Rtrend COVID
Utah,UT,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,11,35,64,111,277,11,35,64,111,277,CEPH Lab at Indiana University,Rtrend COVID
Vermont,VT,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,6,11,16,22,41,6,11,16,22,41,CEPH Lab at Indiana University,Rtrend COVID
Vermont,VT,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,3,10,16,26,58,3,10,16,26,58,CEPH Lab at Indiana University,Rtrend COVID
Vermont,VT,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,2,8,15,29,75,2,8,15,29,75,CEPH Lab at Indiana University,Rtrend COVID
Vermont,VT,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,1,7,15,31,87,1,7,15,31,87,CEPH Lab at Indiana University,Rtrend COVID
Virginia,VA,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,34,71,102,145,262,34,71,102,145,262,CEPH Lab at Indiana University,Rtrend COVID
Virginia,VA,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,18,53,89,148,339,18,53,89,148,339,CEPH Lab at Indiana University,Rtrend COVID
Virginia,VA,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,8,39,76,146,416,8,39,76,146,416,CEPH Lab at Indiana University,Rtrend COVID
Virginia,VA,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,5,27,65,143,468,5,27,65,143,468,CEPH Lab at Indiana University,Rtrend COVID
Washington,WA,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,43,83,117,163,280,43,83,117,163,280,CEPH Lab at Indiana University,Rtrend COVID
Washington,WA,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,33,86,138,216,440,33,86,138,216,440,CEPH Lab at Indiana University,Rtrend COVID
Washington,WA,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,26,86,153,258,553,26,86,153,258,553,CEPH Lab at Indiana University,Rtrend COVID
Washington,WA,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,20,82,160,277,555,20,82,160,277,555,CEPH Lab at Indiana University,Rtrend COVID
West Virginia,WV,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,47,60,69,79,99,47,60,69,79,99,CEPH Lab at Indiana University,Rtrend COVID
West Virginia,WV,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,44,63,77,93,128,44,63,77,93,128,CEPH Lab at Indiana University,Rtrend COVID
West Virginia,WV,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,41,65,83,106,159,41,65,83,106,159,CEPH Lab at Indiana University,Rtrend COVID
West Virginia,WV,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,38,65,88,117,187,38,65,88,117,187,CEPH Lab at Indiana University,Rtrend COVID
Wisconsin,WI,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,74,112,140,175,255,74,112,140,175,255,CEPH Lab at Indiana University,Rtrend COVID
Wisconsin,WI,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,57,105,145,198,339,57,105,145,198,339,CEPH Lab at Indiana University,Rtrend COVID
Wisconsin,WI,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,44,97,147,220,435,44,97,147,220,435,CEPH Lab at Indiana University,Rtrend COVID
Wisconsin,WI,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,33,89,148,240,534,33,89,148,240,534,CEPH Lab at Indiana University,Rtrend COVID
Wyoming,WY,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,33,46,55,66,89,33,46,55,66,89,CEPH Lab at Indiana University,Rtrend COVID
Wyoming,WY,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,26,42,55,70,106,26,42,55,70,106,CEPH Lab at Indiana University,Rtrend COVID
Wyoming,WY,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,21,38,52,71,117,21,38,52,71,117,CEPH Lab at Indiana University,Rtrend COVID
Wyoming,WY,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,16,33,48,68,119,16,33,48,68,119,CEPH Lab at Indiana University,Rtrend COVID
Puerto Rico,PR,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,2,7,13,21,49,2,7,13,21,49,CEPH Lab at Indiana University,Rtrend COVID
Puerto Rico,PR,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,1,7,15,31,94,1,7,15,31,94,CEPH Lab at Indiana University,Rtrend COVID
Puerto Rico,PR,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,1,6,17,42,141,1,6,17,42,141,CEPH Lab at Indiana University,Rtrend COVID
Puerto Rico,PR,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,0,6,19,51,156,0,6,19,51,156,CEPH Lab at Indiana University,Rtrend COVID
United States,US,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,4347,6495,8121,10119,14884,4347,6495,8121,10119,14884,CEPH Lab at Indiana University,Rtrend COVID
United States,US,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,3734,6549,8938,12159,20815,3734,6549,8938,12159,20815,CEPH Lab at Indiana University,Rtrend COVID
United States,US,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,3192,6451,9527,13929,26775,3192,6451,9527,13929,26775,CEPH Lab at Indiana University,Rtrend COVID
United States,US,3,2024-11-23,2024-12-14,CEPH-Rtrend_covid,2705,6208,9770,15152,31284,2705,6208,9770,15152,31284,CEPH Lab at Indiana University,Rtrend COVID
Alaska,AK,-1,2024-11-23,2024-11-16,CMU-TimeSeries,2.456046245017489,12.675007055313362,18.411333947916997,26.56803380017031,47.71467987611476,2,13,18,27,48,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alaska,AK,-1,2024-11-23,2024-11-16,CMU-TimeSeries,2.456046245017489,12.675007055313362,18.411333947916997,26.56803380017031,47.71467987611476,2,13,18,27,48,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alaska,AK,0,2024-11-23,2024-11-23,CMU-TimeSeries,2.17707851423424,12.41913449269395,19.65154224151723,29.335210588588527,52.95156512679571,2,12,20,29,53,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alaska,AK,0,2024-11-23,2024-11-23,CMU-TimeSeries,2.17707851423424,12.41913449269395,19.65154224151723,29.335210588588527,52.95156512679571,2,12,20,29,53,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alaska,AK,1,2024-11-23,2024-11-30,CMU-TimeSeries,2.17707851423424,12.244990100581855,20.28802623436755,30.565102278514374,57.47567303754868,2,12,20,31,57,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alaska,AK,1,2024-11-23,2024-11-30,CMU-TimeSeries,2.17707851423424,12.244990100581855,20.28802623436755,30.565102278514374,57.47567303754868,2,12,20,31,57,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alaska,AK,2,2024-11-23,2024-12-07,CMU-TimeSeries,2.10223351329239,12.144950234384533,21.002667748167205,31.209635440949036,60.10578655277275,2,12,21,31,60,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alaska,AK,2,2024-11-23,2024-12-07,CMU-TimeSeries,2.10223351329239,12.144950234384533,21.002667748167205,31.209635440949036,60.10578655277275,2,12,21,31,60,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alaska,AK,3,2024-11-23,2024-12-14,CMU-TimeSeries,2.0200209801105036,10.946091744720928,21.37512121910732,34.08838978421343,63.08472588746351,2,11,21,34,63,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alaska,AK,3,2024-11-23,2024-12-14,CMU-TimeSeries,2.0200209801105036,10.946091744720928,21.37512121910732,34.08838978421343,63.08472588746351,2,11,21,34,63,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alabama,AL,-1,2024-11-23,2024-11-16,CMU-TimeSeries,21.89408729112919,153.16174525976635,194.9054271684633,230.28519819379207,382.21648551931776,22,153,195,230,382,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alabama,AL,-1,2024-11-23,2024-11-16,CMU-TimeSeries,21.89408729112919,153.16174525976635,194.9054271684633,230.28519819379207,382.21648551931776,22,153,195,230,382,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alabama,AL,0,2024-11-23,2024-11-23,CMU-TimeSeries,27.323751904910612,158.02565568181433,204.9735718759406,277.69794967378635,476.2533355582228,27,158,205,278,476,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alabama,AL,0,2024-11-23,2024-11-23,CMU-TimeSeries,27.323751904910612,158.02565568181433,204.9735718759406,277.69794967378635,476.2533355582228,27,158,205,278,476,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alabama,AL,1,2024-11-23,2024-11-30,CMU-TimeSeries,33.708415542556224,170.95428124331033,222.04381495107242,336.4619103374957,561.576249845752,34,171,222,336,562,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alabama,AL,1,2024-11-23,2024-11-30,CMU-TimeSeries,33.708415542556224,170.95428124331033,222.04381495107242,336.4619103374957,561.576249845752,34,171,222,336,562,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alabama,AL,2,2024-11-23,2024-12-07,CMU-TimeSeries,18.652322989454085,177.11403724199545,263.39949572750936,380.1119988853759,658.7777900983771,19,177,263,380,659,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alabama,AL,2,2024-11-23,2024-12-07,CMU-TimeSeries,18.652322989454085,177.11403724199545,263.39949572750936,380.1119988853759,658.7777900983771,19,177,263,380,659,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alabama,AL,3,2024-11-23,2024-12-14,CMU-TimeSeries,13.38337410539687,151.84791130582866,296.1609314862268,402.48517208553193,663.4631550159468,13,152,296,402,663,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Alabama,AL,3,2024-11-23,2024-12-14,CMU-TimeSeries,13.38337410539687,151.84791130582866,296.1609314862268,402.48517208553193,663.4631550159468,13,152,296,402,663,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arkansas,AR,-1,2024-11-23,2024-11-16,CMU-TimeSeries,15.749851118293938,84.33683631835234,110.1510747966184,146.0203952029003,252.22923251458312,16,84,110,146,252,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arkansas,AR,-1,2024-11-23,2024-11-16,CMU-TimeSeries,15.749851118293938,84.33683631835234,110.1510747966184,146.0203952029003,252.22923251458312,16,84,110,146,252,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arkansas,AR,0,2024-11-23,2024-11-23,CMU-TimeSeries,14.150889734536262,85.91916537353357,122.40275732500525,177.30805414024178,284.73011522620453,14,86,122,177,285,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arkansas,AR,0,2024-11-23,2024-11-23,CMU-TimeSeries,14.150889734536262,85.91916537353357,122.40275732500525,177.30805414024178,284.73011522620453,14,86,122,177,285,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arkansas,AR,1,2024-11-23,2024-11-30,CMU-TimeSeries,11.674200612460513,88.17351837482533,138.0050918642682,216.24445924153088,335.17810784793306,12,88,138,216,335,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arkansas,AR,1,2024-11-23,2024-11-30,CMU-TimeSeries,11.674200612460513,88.17351837482533,138.0050918642682,216.24445924153088,335.17810784793306,12,88,138,216,335,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arkansas,AR,2,2024-11-23,2024-12-07,CMU-TimeSeries,9.643056788657127,102.12861802517347,172.67836468900148,227.8122878414724,372.64021399558857,10,102,173,228,373,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arkansas,AR,2,2024-11-23,2024-12-07,CMU-TimeSeries,9.643056788657127,102.12861802517347,172.67836468900148,227.8122878414724,372.64021399558857,10,102,173,228,373,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arkansas,AR,3,2024-11-23,2024-12-14,CMU-TimeSeries,9.548459613684113,82.13352829278648,180.4465105029254,238.8530454455975,379.3821863581097,10,82,180,239,379,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arkansas,AR,3,2024-11-23,2024-12-14,CMU-TimeSeries,9.548459613684113,82.13352829278648,180.4465105029254,238.8530454455975,379.3821863581097,10,82,180,239,379,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arizona,AZ,-1,2024-11-23,2024-11-16,CMU-TimeSeries,307.3699581580804,410.91641445623907,505.78936688432304,706.6782164600722,1207.246460355747,307,411,506,707,1207,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arizona,AZ,-1,2024-11-23,2024-11-16,CMU-TimeSeries,307.3699581580804,410.91641445623907,505.78936688432304,706.6782164600722,1207.246460355747,307,411,506,707,1207,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arizona,AZ,0,2024-11-23,2024-11-23,CMU-TimeSeries,365.09325031602054,446.23583027513035,520.505871432144,867.4334089710761,1334.7118522842534,365,446,521,867,1335,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arizona,AZ,0,2024-11-23,2024-11-23,CMU-TimeSeries,365.09325031602054,446.23583027513035,520.505871432144,867.4334089710761,1334.7118522842534,365,446,521,867,1335,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arizona,AZ,1,2024-11-23,2024-11-30,CMU-TimeSeries,368.4948940786326,464.99761210297504,544.6830018165207,876.2403928332473,1332.7914382742938,368,465,545,876,1333,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arizona,AZ,1,2024-11-23,2024-11-30,CMU-TimeSeries,368.4948940786326,464.99761210297504,544.6830018165207,876.2403928332473,1332.7914382742938,368,465,545,876,1333,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arizona,AZ,2,2024-11-23,2024-12-07,CMU-TimeSeries,362.81253528923696,471.0802486468265,595.1303588316765,882.2724078979011,1314.6031613228984,363,471,595,882,1315,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arizona,AZ,2,2024-11-23,2024-12-07,CMU-TimeSeries,362.81253528923696,471.0802486468265,595.1303588316765,882.2724078979011,1314.6031613228984,363,471,595,882,1315,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arizona,AZ,3,2024-11-23,2024-12-14,CMU-TimeSeries,360.7664141635696,456.9270374356313,587.9330960308314,882.1351808758599,1321.005376932143,361,457,588,882,1321,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Arizona,AZ,3,2024-11-23,2024-12-14,CMU-TimeSeries,360.7664141635696,456.9270374356313,587.9330960308314,882.1351808758599,1321.005376932143,361,457,588,882,1321,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
California,CA,-1,2024-11-23,2024-11-16,CMU-TimeSeries,289.82455363682334,1146.975279100813,1515.804369388515,2001.9667579397615,3689.3632335634893,290,1147,1516,2002,3689,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
California,CA,-1,2024-11-23,2024-11-16,CMU-TimeSeries,289.82455363682334,1146.975279100813,1515.804369388515,2001.9667579397615,3689.3632335634893,290,1147,1516,2002,3689,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
California,CA,0,2024-11-23,2024-11-23,CMU-TimeSeries,230.14552613379502,1174.3190803932525,1703.9799393898047,2237.47729064156,3933.591519134641,230,1174,1704,2237,3934,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
California,CA,0,2024-11-23,2024-11-23,CMU-TimeSeries,230.14552613379502,1174.3190803932525,1703.9799393898047,2237.47729064156,3933.591519134641,230,1174,1704,2237,3934,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
California,CA,1,2024-11-23,2024-11-30,CMU-TimeSeries,217.17165133387263,1222.5328020521201,1913.7914545641745,2648.1809339386414,4393.254735357091,217,1223,1914,2648,4393,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
California,CA,1,2024-11-23,2024-11-30,CMU-TimeSeries,217.17165133387263,1222.5328020521201,1913.7914545641745,2648.1809339386414,4393.254735357091,217,1223,1914,2648,4393,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
California,CA,2,2024-11-23,2024-12-07,CMU-TimeSeries,306.9353358434375,1345.5436007367923,2074.0665604322153,3320.9494150052133,5048.239469907104,307,1346,2074,3321,5048,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
California,CA,2,2024-11-23,2024-12-07,CMU-TimeSeries,306.9353358434375,1345.5436007367923,2074.0665604322153,3320.9494150052133,5048.239469907104,307,1346,2074,3321,5048,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
California,CA,3,2024-11-23,2024-12-14,CMU-TimeSeries,215.92968739825298,1020.8578401769507,2254.3937890471757,3386.846918156641,5009.238053270739,216,1021,2254,3387,5009,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
California,CA,3,2024-11-23,2024-12-14,CMU-TimeSeries,215.92968739825298,1020.8578401769507,2254.3937890471757,3386.846918156641,5009.238053270739,216,1021,2254,3387,5009,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Colorado,CO,-1,2024-11-23,2024-11-16,CMU-TimeSeries,29.56029906357519,255.76117379180099,339.69260919995423,418.7721247713732,629.1218999294341,30,256,340,419,629,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Colorado,CO,-1,2024-11-23,2024-11-16,CMU-TimeSeries,29.56029906357519,255.76117379180099,339.69260919995423,418.7721247713732,629.1218999294341,30,256,340,419,629,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Colorado,CO,0,2024-11-23,2024-11-23,CMU-TimeSeries,39.43853512312941,284.5996633070462,361.86731093160324,438.57652244889385,671.6209036472757,39,285,362,439,672,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Colorado,CO,0,2024-11-23,2024-11-23,CMU-TimeSeries,39.43853512312941,284.5996633070462,361.86731093160324,438.57652244889385,671.6209036472757,39,285,362,439,672,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Colorado,CO,1,2024-11-23,2024-11-30,CMU-TimeSeries,36.86658872712772,294.2476279100806,381.44358672486464,459.8621391143848,718.8351397849934,37,294,381,460,719,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Colorado,CO,1,2024-11-23,2024-11-30,CMU-TimeSeries,36.86658872712772,294.2476279100806,381.44358672486464,459.8621391143848,718.8351397849934,37,294,381,460,719,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Colorado,CO,2,2024-11-23,2024-12-07,CMU-TimeSeries,36.642053724302144,304.94564097824946,398.135167550381,477.7243244601993,747.8794894370949,37,305,398,478,748,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Colorado,CO,2,2024-11-23,2024-12-07,CMU-TimeSeries,36.642053724302144,304.94564097824946,398.135167550381,477.7243244601993,747.8794894370949,37,305,398,478,748,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Colorado,CO,3,2024-11-23,2024-12-14,CMU-TimeSeries,20.96871715117082,240.51626820788343,402.63282945176184,485.68154039575404,762.4012395799,21,241,403,486,762,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Colorado,CO,3,2024-11-23,2024-12-14,CMU-TimeSeries,20.96871715117082,240.51626820788343,402.63282945176184,485.68154039575404,762.4012395799,21,241,403,486,762,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Connecticut,CT,-1,2024-11-23,2024-11-16,CMU-TimeSeries,29.167366279902616,126.29276408825866,214.1921853574527,275.7869667437071,389.25050120392336,29,126,214,276,389,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Connecticut,CT,-1,2024-11-23,2024-11-16,CMU-TimeSeries,29.167366279902616,126.29276408825866,214.1921853574527,275.7869667437071,389.25050120392336,29,126,214,276,389,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Connecticut,CT,0,2024-11-23,2024-11-23,CMU-TimeSeries,29.167366279902616,119.70434301661629,215.9190843172954,275.95768827775913,443.25764011704064,29,120,216,276,443,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Connecticut,CT,0,2024-11-23,2024-11-23,CMU-TimeSeries,29.167366279902616,119.70434301661629,215.9190843172954,275.95768827775913,443.25764011704064,29,120,216,276,443,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Connecticut,CT,1,2024-11-23,2024-11-30,CMU-TimeSeries,29.167366279902616,123.31474989029732,221.86519305753723,280.3357287231409,473.69947311554705,29,123,222,280,474,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Connecticut,CT,1,2024-11-23,2024-11-30,CMU-TimeSeries,29.167366279902616,123.31474989029732,221.86519305753723,280.3357287231409,473.69947311554705,29,123,222,280,474,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Connecticut,CT,2,2024-11-23,2024-12-07,CMU-TimeSeries,29.167366279902616,143.7082996391589,237.44558745675508,322.88912704276885,556.5970278245289,29,144,237,323,557,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Connecticut,CT,2,2024-11-23,2024-12-07,CMU-TimeSeries,29.167366279902616,143.7082996391589,237.44558745675508,322.88912704276885,556.5970278245289,29,144,237,323,557,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Connecticut,CT,3,2024-11-23,2024-12-14,CMU-TimeSeries,29.054097345133744,111.55203050780207,234.09350835954186,326.2462778299255,557.8296869978271,29,112,234,326,558,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Connecticut,CT,3,2024-11-23,2024-12-14,CMU-TimeSeries,29.054097345133744,111.55203050780207,234.09350835954186,326.2462778299255,557.8296869978271,29,112,234,326,558,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
District of Columbia,DC,-1,2024-11-23,2024-11-16,CMU-TimeSeries,24.50400736920235,49.684568273080984,57.42939458912972,81.19695279598201,120.36731252346834,25,50,57,81,120,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
District of Columbia,DC,-1,2024-11-23,2024-11-16,CMU-TimeSeries,24.50400736920235,49.684568273080984,57.42939458912972,81.19695279598201,120.36731252346834,25,50,57,81,120,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
District of Columbia,DC,0,2024-11-23,2024-11-23,CMU-TimeSeries,30.45926035025351,58.50203542632444,66.98225269321141,95.94206112186336,136.91108533027358,30,59,67,96,137,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
District of Columbia,DC,0,2024-11-23,2024-11-23,CMU-TimeSeries,30.45926035025351,58.50203542632444,66.98225269321141,95.94206112186336,136.91108533027358,30,59,67,96,137,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
