location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
US,0,2.6362785517636302,4.149432171184356,5.979569450391244,8775.5158408848,13812.428024552,19904.5,2.64,4.15,5.98,8776,13812,19904,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
US,1,2.426663491458931,4.399635682841221,6.431240312189492,8077.7594217229,14645.2933067586,21408,2.43,4.4,6.43,8078,14645,21408,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
US,2,2.249191714189216,4.647435871581932,8.071855238116417,7487,15470.1585245155,26869.1991823217,2.25,4.65,8.07,7487,15470,26869,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Alabama,0,3.1854723769524704,4.629643792759196,6.404000664873955,156.189603765877,227,314,3.19,4.63,6.4,156,227,314,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Alabama,1,2.9418770786565878,5.071041938335184,7.49572038329343,144.245675639128,248.64256766416,367.529037475586,2.94,5.07,7.5,144,249,368,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Alabama,2,2.848885231105108,5.745190815552564,8.582714505760194,139.686113318761,281.697334289551,420.826370239258,2.85,5.75,8.58,140,282,421,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Alaska,0,0.5467879624630064,1.6403638873890192,3.2807277747780383,4,12,24,0.55,1.64,3.28,4,12,24,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Alaska,1,0.49166220513907277,1.7770608780047705,3.8074437899037794,3.59673027858463,13,27.8531646728516,0.49,1.78,3.81,4,13,28,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Alaska,2,0.5467879624630064,1.9137578686205223,5.489549839622661,4,14,40.1585273742676,0.55,1.91,5.49,4,14,40,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Arizona,0,7.029283972035057,10.677707122311418,14.583988494161538,511.641687450791,777.200083521892,1061.52724980258,7.03,10.68,14.58,512,777,1062,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Arizona,1,7.131129840317299,10.620423084084132,15.607146149520583,519.054759979248,773.030540493156,1136,7.13,10.62,15.61,519,773,1136,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Arizona,2,6.615369647550744,10.504619474158908,17.99767733791546,481.514035149116,764.601523450915,1310,6.62,10.5,18,482,765,1310,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Arkansas,0,2.187020760791622,3.941595912199931,6.660472316956304,66,118.949639102206,201,2.19,3.94,6.66,66,119,201,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Arkansas,1,2.0876107262101846,4.51811854167146,8.762902086965854,63,136.347962075303,264.447209696539,2.09,4.52,8.76,63,136,264,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Arkansas,2,1.6236972314968103,4.600475489240952,10.499908763679384,49,138.833333333333,316.866666666667,1.62,4.6,10.5,49,139,317,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
California,0,1.407159500997957,2.2405998177714728,3.7203677454442388,556,885.310796535458,1470,1.41,2.24,3.72,556,885,1470,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
California,1,1.1169426113811416,2.398519192284182,4.326573553264771,441.32885539094,947.708251953125,1709.525390625,1.12,2.4,4.33,441,948,1710,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
California,2,1.1115612204673553,2.463737063919699,4.451420266936284,439.202548212583,973.477282829604,1758.85510253906,1.11,2.46,4.45,439,973,1759,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Colorado,0,3.4512329301858604,5.0539241809820075,6.9846814158695425,198.747393194468,291.042151222916,402.229363180989,3.45,5.05,6.98,199,291,402,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Colorado,1,3.0935908628574915,5.328099440159507,7.397456664101289,178.151730712085,306.831180576264,426,3.09,5.33,7.4,178,307,426,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Colorado,2,2.813117322968096,5.745053836823011,8.508811655891154,162,330.842483520508,490,2.81,5.75,8.51,162,331,490,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Connecticut,0,2.3392226207876115,4.431620792379407,6.840403030667656,83.4,158,243.88,2.34,4.43,6.84,83,158,244,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Connecticut,1,2.342307926402559,4.992585449642624,8.69495218757985,83.51,178,310,2.34,4.99,8.69,84,178,310,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Connecticut,2,2.290988638879751,4.8189300132845965,10.389529641866616,81.6803201134567,171.808685302734,370.416549682617,2.29,4.82,10.39,82,172,370,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Delaware,0,2.3922788510071844,4.604975625776369,7.851608797977948,23.2951502307216,44.841594852585,76.456139895542,2.39,4.6,7.85,23,45,76,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Delaware,1,2.361968608410251,5.0758808275495495,9.30351582850818,23,49.4271001815796,90.5942878723144,2.36,5.08,9.3,23,49,91,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Delaware,2,2.567357183054621,5.748909993568627,11.604454467406887,25,55.9808159097736,113,2.57,5.75,11.6,25,56,113,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
District of Columbia,0,0.9918540444265596,2.6921752634435188,4.987271158932227,7,19,35.1976163314526,0.99,2.69,4.99,7,19,35,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
District of Columbia,1,0.8501606095084796,2.6073733285235683,6.390373914805406,6,18.4015111923218,45.1,0.85,2.61,6.39,6,18,45,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
District of Columbia,2,0.6847072649885484,2.7210513245729007,7.532423000245129,4.83231467558403,19.20379251266,53.16,0.68,2.72,7.53,5,19,53,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Florida,0,1.140716081959659,2.1883124837593457,4.285392108558891,245,470,920.405246495033,1.14,2.19,4.29,245,470,920,wk inc covid hosp,2025-01-04,2025-01-04,2025-01-02,"January 04, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Florida,1,1.0289724657676924,2.498848450968726,5.5193453613310375,221,536.696098327637,1185.43048082838,1.03,2.5,5.52,221,537,1185,wk inc covid hosp,2025-01-11,2025-01-04,2025-01-02,"January 11, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
Florida,2,0.8910584274799109,2.518887348327247,7.519415035528371,191.379185570471,541,1615.00018526924,0.89,2.52,7.52,191,541,1615,wk inc covid hosp,2025-01-18,2025-01-04,2025-01-02,"January 18, 2025","January 02, 2025","January 04, 2025",CovidHub-ensemble
