week_ending_date,location,location_name,value
2024-03-30,09,Connecticut,69
2024-04-06,09,Connecticut,89
2024-04-13,09,Connecticut,59
2024-04-20,09,Connecticut,55
2024-04-27,09,Connecticut,44
2024-05-04,09,Connecticut,60
2024-05-11,09,Connecticut,69
2024-05-18,09,Connecticut,48
2024-05-25,09,Connecticut,66
2024-06-01,09,Connecticut,86
2024-06-08,09,Connecticut,74
2024-06-15,09,Connecticut,72
2024-06-22,09,Connecticut,72
2024-06-29,09,Connecticut,72
2024-07-06,09,Connecticut,116
2024-07-13,09,Connecticut,136
2024-07-20,09,Connecticut,155
2024-07-27,09,Connecticut,155
2024-08-03,09,Connecticut,158
2024-08-10,09,Connecticut,199
2024-08-17,09,Connecticut,216
2024-08-24,09,Connecticut,211
2024-08-31,09,Connecticut,208
2024-09-07,09,Connecticut,162
2024-09-14,09,Connecticut,195
2024-09-21,09,Connecticut,228
2024-09-28,09,Connecticut,172
2024-10-05,09,Connecticut,183
2024-10-12,09,Connecticut,0
2024-10-19,09,Connecticut,109
2024-10-26,09,Connecticut,102
2024-11-02,09,Connecticut,102
2024-11-09,09,Connecticut,79
2024-11-16,09,Connecticut,68
2024-11-23,09,Connecticut,79
2020-08-08,11,District of Columbia,102
2020-08-15,11,District of Columbia,104
2020-08-22,11,District of Columbia,89
2020-08-29,11,District of Columbia,69
2020-09-05,11,District of Columbia,81
2020-09-12,11,District of Columbia,89
2020-09-19,11,District of Columbia,56
2020-09-26,11,District of Columbia,81
2020-10-03,11,District of Columbia,68
2020-10-10,11,District of Columbia,78
2020-10-17,11,District of Columbia,55
2020-10-24,11,District of Columbia,83
2020-10-31,11,District of Columbia,87
2020-11-07,11,District of Columbia,72
2020-11-14,11,District of Columbia,125
2020-11-21,11,District of Columbia,132
2020-11-28,11,District of Columbia,128
2020-12-05,11,District of Columbia,193
2020-12-12,11,District of Columbia,201
2020-12-19,11,District of Columbia,216
2020-12-26,11,District of Columbia,188
2021-01-02,11,District of Columbia,226
2021-01-09,11,District of Columbia,262
2021-01-16,11,District of Columbia,257
2021-01-23,11,District of Columbia,218
2021-01-30,11,District of Columbia,214
2021-02-06,11,District of Columbia,217
2021-02-13,11,District of Columbia,166
2021-02-20,11,District of Columbia,160
2021-02-27,11,District of Columbia,145
2021-03-06,11,District of Columbia,113
2021-03-13,11,District of Columbia,122
2021-03-20,11,District of Columbia,126
2021-03-27,11,District of Columbia,125
2021-04-03,11,District of Columbia,126
2021-04-10,11,District of Columbia,142
2021-04-17,11,District of Columbia,118
2021-04-24,11,District of Columbia,133
2021-05-01,11,District of Columbia,96
2021-05-08,11,District of Columbia,86
2021-05-15,11,District of Columbia,74
2021-05-22,11,District of Columbia,51
2021-05-29,11,District of Columbia,52
2021-06-05,11,District of Columbia,53
2021-06-12,11,District of Columbia,37
2021-06-19,11,District of Columbia,34
2021-06-26,11,District of Columbia,29
2021-07-03,11,District of Columbia,34
2021-07-10,11,District of Columbia,13
2021-07-17,11,District of Columbia,25
2021-07-24,11,District of Columbia,21
2021-07-31,11,District of Columbia,25
2021-08-07,11,District of Columbia,47
2021-08-14,11,District of Columbia,88
2021-08-21,11,District of Columbia,111
2021-08-28,11,District of Columbia,137
2021-09-04,11,District of Columbia,94
2021-09-11,11,District of Columbia,143
2021-09-18,11,District of Columbia,99
2021-09-25,11,District of Columbia,103
2021-10-02,11,District of Columbia,86
2021-10-09,11,District of Columbia,79
2021-10-16,11,District of Columbia,83
2021-10-23,11,District of Columbia,47
2021-10-30,11,District of Columbia,47
2021-11-06,11,District of Columbia,30
2021-11-13,11,District of Columbia,39
2021-11-20,11,District of Columbia,47
2021-11-27,11,District of Columbia,47
2021-12-04,11,District of Columbia,69
2021-12-11,11,District of Columbia,96
2021-12-18,11,District of Columbia,143
2021-12-25,11,District of Columbia,280
2022-01-01,11,District of Columbia,589
2022-01-08,11,District of Columbia,594
2022-01-15,11,District of Columbia,580
2022-01-22,11,District of Columbia,324
2022-01-29,11,District of Columbia,240
2022-02-05,11,District of Columbia,136
2022-02-12,11,District of Columbia,99
2022-02-19,11,District of Columbia,91
2022-02-26,11,District of Columbia,58
2022-03-05,11,District of Columbia,65
2022-03-12,11,District of Columbia,50
2022-03-19,11,District of Columbia,25
2022-03-26,11,District of Columbia,16
2022-04-02,11,District of Columbia,18
2022-04-09,11,District of Columbia,29
2022-04-16,11,District of Columbia,25
2022-04-23,11,District of Columbia,31
2022-04-30,11,District of Columbia,64
2022-05-07,11,District of Columbia,68
2022-05-14,11,District of Columbia,65
2022-05-21,11,District of Columbia,94
2022-05-28,11,District of Columbia,104
2022-06-04,11,District of Columbia,88
2022-06-11,11,District of Columbia,106
2022-06-18,11,District of Columbia,111
2022-06-25,11,District of Columbia,110
2022-07-02,11,District of Columbia,131
2022-07-09,11,District of Columbia,125
2022-07-16,11,District of Columbia,140
2022-07-23,11,District of Columbia,127
2022-07-30,11,District of Columbia,149
2022-08-06,11,District of Columbia,140
2022-08-13,11,District of Columbia,149
2022-08-20,11,District of Columbia,147
2022-08-27,11,District of Columbia,143
2022-09-03,11,District of Columbia,102
2022-09-10,11,District of Columbia,104
2022-09-17,11,District of Columbia,95
2022-09-24,11,District of Columbia,85
2022-10-01,11,District of Columbia,88
2022-10-08,11,District of Columbia,69
2022-10-15,11,District of Columbia,71
2022-10-22,11,District of Columbia,76
2022-10-29,11,District of Columbia,69
2022-11-05,11,District of Columbia,100
2022-11-12,11,District of Columbia,91
2022-11-19,11,District of Columbia,78
2022-11-26,11,District of Columbia,75
2022-12-03,11,District of Columbia,118
2022-12-10,11,District of Columbia,134
2022-12-17,11,District of Columbia,132
2022-12-24,11,District of Columbia,161
2022-12-31,11,District of Columbia,157
2023-01-07,11,District of Columbia,191
2023-01-14,11,District of Columbia,166
2023-01-21,11,District of Columbia,157
2023-01-28,11,District of Columbia,102
2023-02-04,11,District of Columbia,110
2023-02-11,11,District of Columbia,105
2023-02-18,11,District of Columbia,66
2023-02-25,11,District of Columbia,72
2023-03-04,11,District of Columbia,73
2023-03-11,11,District of Columbia,43
2023-03-18,11,District of Columbia,52
2023-03-25,11,District of Columbia,46
2023-04-01,11,District of Columbia,50
2023-04-08,11,District of Columbia,31
2023-04-15,11,District of Columbia,42
2023-04-22,11,District of Columbia,27
2023-04-29,11,District of Columbia,13
2023-05-06,11,District of Columbia,19
2023-05-13,11,District of Columbia,18
2023-05-20,11,District of Columbia,22
2023-05-27,11,District of Columbia,16
2023-06-03,11,District of Columbia,15
2023-06-10,11,District of Columbia,19
2023-06-17,11,District of Columbia,16
2023-06-24,11,District of Columbia,15
2023-07-01,11,District of Columbia,18
2023-07-08,11,District of Columbia,14
2023-07-15,11,District of Columbia,32
2023-07-22,11,District of Columbia,28
2023-07-29,11,District of Columbia,15
2023-08-05,11,District of Columbia,29
2023-08-12,11,District of Columbia,41
2023-08-19,11,District of Columbia,35
2023-08-26,11,District of Columbia,41
2023-09-02,11,District of Columbia,78
2023-09-09,11,District of Columbia,71
2023-09-16,11,District of Columbia,68
2023-09-23,11,District of Columbia,74
2023-09-30,11,District of Columbia,61
2023-10-07,11,District of Columbia,50
2023-10-14,11,District of Columbia,50
2023-10-21,11,District of Columbia,55
2023-10-28,11,District of Columbia,48
2023-11-04,11,District of Columbia,39
2023-11-11,11,District of Columbia,51
2023-11-18,11,District of Columbia,34
2023-11-25,11,District of Columbia,40
2023-12-02,11,District of Columbia,43
2023-12-09,11,District of Columbia,42
2023-12-16,11,District of Columbia,48
2023-12-23,11,District of Columbia,76
2023-12-30,11,District of Columbia,75
2024-01-06,11,District of Columbia,86
2024-01-13,11,District of Columbia,110
2024-01-20,11,District of Columbia,83
2024-01-27,11,District of Columbia,59
2024-02-03,11,District of Columbia,52
2024-02-10,11,District of Columbia,68
2024-02-17,11,District of Columbia,69
2024-02-24,11,District of Columbia,59
2024-03-02,11,District of Columbia,49
2024-03-09,11,District of Columbia,55
2024-03-16,11,District of Columbia,35
2024-03-23,11,District of Columbia,56
2024-03-30,11,District of Columbia,23
2024-04-06,11,District of Columbia,18
2024-04-13,11,District of Columbia,25
2024-04-20,11,District of Columbia,14
2024-04-27,11,District of Columbia,10
2024-05-04,11,District of Columbia,12
2024-05-11,11,District of Columbia,9
2024-05-18,11,District of Columbia,8
2024-05-25,11,District of Columbia,9
2024-06-01,11,District of Columbia,5
2024-06-08,11,District of Columbia,8
2024-06-15,11,District of Columbia,11
2024-06-22,11,District of Columbia,9
2024-06-29,11,District of Columbia,16
2024-07-06,11,District of Columbia,31
2024-07-13,11,District of Columbia,56
2024-07-20,11,District of Columbia,52
2024-07-27,11,District of Columbia,48
2024-08-03,11,District of Columbia,59
2024-08-10,11,District of Columbia,44
2024-08-17,11,District of Columbia,49
2024-08-24,11,District of Columbia,38
2024-08-31,11,District of Columbia,44
2024-09-07,11,District of Columbia,35
2024-09-14,11,District of Columbia,46
2024-09-21,11,District of Columbia,31
2024-09-28,11,District of Columbia,27
2024-10-05,11,District of Columbia,15
2024-10-12,11,District of Columbia,0
2024-10-19,11,District of Columbia,0
2024-10-26,11,District of Columbia,0
2024-11-02,11,District of Columbia,5
2024-11-09,11,District of Columbia,8
2024-11-16,11,District of Columbia,17
2024-11-23,11,District of Columbia,24
2020-08-08,10,Delaware,7
2020-08-15,10,Delaware,30
2020-08-22,10,Delaware,47
2020-08-29,10,Delaware,58
2020-09-05,10,Delaware,66
2020-09-12,10,Delaware,51
2020-09-19,10,Delaware,33
2020-09-26,10,Delaware,49
2020-10-03,10,Delaware,63
2020-10-10,10,Delaware,90
2020-10-17,10,Delaware,91
2020-10-24,10,Delaware,85
2020-10-31,10,Delaware,77
2020-11-07,10,Delaware,92
2020-11-14,10,Delaware,144
2020-11-21,10,Delaware,161
2020-11-28,10,Delaware,226
2020-12-05,10,Delaware,349
2020-12-12,10,Delaware,358
2020-12-19,10,Delaware,358
2020-12-26,10,Delaware,322
2021-01-02,10,Delaware,319
2021-01-09,10,Delaware,379
2021-01-16,10,Delaware,373
2021-01-23,10,Delaware,342
2021-01-30,10,Delaware,266
2021-02-06,10,Delaware,243
2021-02-13,10,Delaware,189
2021-02-20,10,Delaware,132
2021-02-27,10,Delaware,145
2021-03-06,10,Delaware,90
2021-03-13,10,Delaware,77
2021-03-20,10,Delaware,101
2021-03-27,10,Delaware,110
2021-04-03,10,Delaware,134
2021-04-10,10,Delaware,131
2021-04-17,10,Delaware,154
2021-04-24,10,Delaware,160
2021-05-01,10,Delaware,148
2021-05-08,10,Delaware,89
2021-05-15,10,Delaware,84
2021-05-22,10,Delaware,67
2021-05-29,10,Delaware,60
2021-06-05,10,Delaware,38
2021-06-12,10,Delaware,24
2021-06-19,10,Delaware,17
2021-06-26,10,Delaware,13
2021-07-03,10,Delaware,9
2021-07-10,10,Delaware,20
2021-07-17,10,Delaware,18
2021-07-24,10,Delaware,26
2021-07-31,10,Delaware,17
2021-08-07,10,Delaware,64
2021-08-14,10,Delaware,106
2021-08-21,10,Delaware,174
2021-08-28,10,Delaware,172
2021-09-04,10,Delaware,194
2021-09-11,10,Delaware,190
2021-09-18,10,Delaware,199
2021-09-25,10,Delaware,191
2021-10-02,10,Delaware,184
2021-10-09,10,Delaware,176
2021-10-16,10,Delaware,193
2021-10-23,10,Delaware,136
2021-10-30,10,Delaware,124
2021-11-06,10,Delaware,127
2021-11-13,10,Delaware,121
2021-11-20,10,Delaware,138
2021-11-27,10,Delaware,155
2021-12-04,10,Delaware,205
2021-12-11,10,Delaware,243
2021-12-18,10,Delaware,303
2021-12-25,10,Delaware,275
2022-01-01,10,Delaware,418
2022-01-08,10,Delaware,655
2022-01-15,10,Delaware,656
2022-01-22,10,Delaware,489
2022-01-29,10,Delaware,405
2022-02-05,10,Delaware,300
2022-02-12,10,Delaware,168
2022-02-19,10,Delaware,115
2022-02-26,10,Delaware,89
2022-03-05,10,Delaware,68
2022-03-12,10,Delaware,55
2022-03-19,10,Delaware,43
2022-03-26,10,Delaware,47
2022-04-02,10,Delaware,42
2022-04-09,10,Delaware,45
2022-04-16,10,Delaware,36
2022-04-23,10,Delaware,48
2022-04-30,10,Delaware,65
2022-05-07,10,Delaware,99
2022-05-14,10,Delaware,125
2022-05-21,10,Delaware,151
2022-05-28,10,Delaware,147
2022-06-04,10,Delaware,136
2022-06-11,10,Delaware,106
2022-06-18,10,Delaware,122
2022-06-25,10,Delaware,103
2022-07-02,10,Delaware,105
2022-07-09,10,Delaware,102
2022-07-16,10,Delaware,143
2022-07-23,10,Delaware,140
2022-07-30,10,Delaware,136
2022-08-06,10,Delaware,154
2022-08-13,10,Delaware,160
2022-08-20,10,Delaware,141
2022-08-27,10,Delaware,132
2022-09-03,10,Delaware,140
2022-09-10,10,Delaware,110
2022-09-17,10,Delaware,94
2022-09-24,10,Delaware,107
2022-10-01,10,Delaware,124
2022-10-08,10,Delaware,114
2022-10-15,10,Delaware,95
2022-10-22,10,Delaware,83
2022-10-29,10,Delaware,70
2022-11-05,10,Delaware,85
2022-11-12,10,Delaware,70
2022-11-19,10,Delaware,78
2022-11-26,10,Delaware,99
2022-12-03,10,Delaware,118
2022-12-10,10,Delaware,100
2022-12-17,10,Delaware,114
2022-12-24,10,Delaware,104
2022-12-31,10,Delaware,159
2023-01-07,10,Delaware,168
2023-01-14,10,Delaware,140
2023-01-21,10,Delaware,113
2023-01-28,10,Delaware,103
2023-02-04,10,Delaware,130
2023-02-11,10,Delaware,112
2023-02-18,10,Delaware,108
2023-02-25,10,Delaware,94
2023-03-04,10,Delaware,61
2023-03-11,10,Delaware,65
2023-03-18,10,Delaware,89
2023-03-25,10,Delaware,57
2023-04-01,10,Delaware,62
2023-04-08,10,Delaware,63
2023-04-15,10,Delaware,52
2023-04-22,10,Delaware,40
2023-04-29,10,Delaware,31
2023-05-06,10,Delaware,20
2023-05-13,10,Delaware,14
2023-05-20,10,Delaware,18
2023-05-27,10,Delaware,19
2023-06-03,10,Delaware,12
2023-06-10,10,Delaware,12
2023-06-17,10,Delaware,26
2023-06-24,10,Delaware,10
2023-07-01,10,Delaware,15
2023-07-08,10,Delaware,21
2023-07-15,10,Delaware,22
2023-07-22,10,Delaware,16
2023-07-29,10,Delaware,16
2023-08-05,10,Delaware,24
2023-08-12,10,Delaware,30
2023-08-19,10,Delaware,31
2023-08-26,10,Delaware,36
2023-09-02,10,Delaware,27
2023-09-09,10,Delaware,44
2023-09-16,10,Delaware,44
2023-09-23,10,Delaware,58
2023-09-30,10,Delaware,70
2023-10-07,10,Delaware,57
2023-10-14,10,Delaware,63
2023-10-21,10,Delaware,46
2023-10-28,10,Delaware,38
2023-11-04,10,Delaware,48
2023-11-11,10,Delaware,44
2023-11-18,10,Delaware,48
2023-11-25,10,Delaware,61
2023-12-02,10,Delaware,76
2023-12-09,10,Delaware,64
2023-12-16,10,Delaware,63
2023-12-23,10,Delaware,102
2023-12-30,10,Delaware,107
2024-01-06,10,Delaware,110
2024-01-13,10,Delaware,109
2024-01-20,10,Delaware,79
2024-01-27,10,Delaware,62
2024-02-03,10,Delaware,51
2024-02-10,10,Delaware,74
2024-02-17,10,Delaware,63
2024-02-24,10,Delaware,74
2024-03-02,10,Delaware,79
2024-03-09,10,Delaware,50
2024-03-16,10,Delaware,30
2024-03-23,10,Delaware,32
2024-03-30,10,Delaware,37
2024-04-06,10,Delaware,25
2024-04-13,10,Delaware,34
2024-04-20,10,Delaware,20
2024-04-27,10,Delaware,25
2024-05-04,10,Delaware,26
2024-05-11,10,Delaware,15
2024-05-18,10,Delaware,17
2024-05-25,10,Delaware,12
2024-06-01,10,Delaware,12
2024-06-08,10,Delaware,16
2024-06-15,10,Delaware,14
2024-06-22,10,Delaware,18
2024-06-29,10,Delaware,21
2024-07-06,10,Delaware,26
2024-07-13,10,Delaware,41
2024-07-20,10,Delaware,41
2024-07-27,10,Delaware,53
2024-08-03,10,Delaware,49
2024-08-10,10,Delaware,62
2024-08-17,10,Delaware,70
2024-08-24,10,Delaware,58
2024-08-31,10,Delaware,72
2024-09-07,10,Delaware,57
2024-09-14,10,Delaware,53
2024-09-21,10,Delaware,58
2024-09-28,10,Delaware,57
2024-10-05,10,Delaware,59
2024-10-12,10,Delaware,7
2024-10-19,10,Delaware,13
2024-10-26,10,Delaware,8
2024-11-02,10,Delaware,10
2024-11-09,10,Delaware,19
2024-11-16,10,Delaware,18
2024-11-23,10,Delaware,20
2020-08-08,12,Florida,6733
2020-08-15,12,Florida,5817
2020-08-22,12,Florida,5040
2020-08-29,12,Florida,4269
2020-09-05,12,Florida,3526
2020-09-12,12,Florida,2922
2020-09-19,12,Florida,2441
2020-09-26,12,Florida,2099
2020-10-03,12,Florida,1984
2020-10-10,12,Florida,2156
2020-10-17,12,Florida,2144
2020-10-24,12,Florida,2441
2020-10-31,12,Florida,3177
2020-11-07,12,Florida,2801
2020-11-14,12,Florida,3344
2020-11-21,12,Florida,3634
2020-11-28,12,Florida,4016
2020-12-05,12,Florida,4600
2020-12-12,12,Florida,4878
2020-12-19,12,Florida,5607
2020-12-26,12,Florida,5948
2021-01-02,12,Florida,7184
2021-01-09,12,Florida,8108
2021-01-16,12,Florida,7724
2021-01-23,12,Florida,7203
2021-01-30,12,Florida,6556
2021-02-06,12,Florida,5809
2021-02-13,12,Florida,5109
2021-02-20,12,Florida,4747
2021-02-27,12,Florida,4192
2021-03-06,12,Florida,3867
2021-03-13,12,Florida,3404
2021-03-20,12,Florida,3218
2021-03-27,12,Florida,3169
2021-04-03,12,Florida,3291
2021-04-10,12,Florida,3495
2021-04-17,12,Florida,3762
2021-04-24,12,Florida,3759
2021-05-01,12,Florida,3547
2021-05-08,12,Florida,3081
2021-05-15,12,Florida,2907
2021-05-22,12,Florida,2370
2021-05-29,12,Florida,2294
2021-06-05,12,Florida,1873
2021-06-12,12,Florida,1745
2021-06-19,12,Florida,1728
2021-06-26,12,Florida,1757
2021-07-03,12,Florida,2088
2021-07-10,12,Florida,3059
2021-07-17,12,Florida,4571
2021-07-24,12,Florida,7545
2021-07-31,12,Florida,10917
2021-08-07,12,Florida,14255
2021-08-14,12,Florida,15579
2021-08-21,12,Florida,15956
2021-08-28,12,Florida,13734
2021-09-04,12,Florida,11713
2021-09-11,12,Florida,9474
2021-09-18,12,Florida,7294
2021-09-25,12,Florida,5454
2021-10-02,12,Florida,4088
2021-10-09,12,Florida,3215
2021-10-16,12,Florida,2549
2021-10-23,12,Florida,2039
2021-10-30,12,Florida,1669
2021-11-06,12,Florida,1424
2021-11-13,12,Florida,1303
2021-11-20,12,Florida,1306
2021-11-27,12,Florida,1174
2021-12-04,12,Florida,1247
2021-12-11,12,Florida,1365
2021-12-18,12,Florida,1650
2021-12-25,12,Florida,3186
2022-01-01,12,Florida,7804
2022-01-08,12,Florida,13049
2022-01-15,12,Florida,14598
2022-01-22,12,Florida,13088
2022-01-29,12,Florida,10590
2022-02-05,12,Florida,8363
2022-02-12,12,Florida,6136
2022-02-19,12,Florida,4318
2022-02-26,12,Florida,2896
2022-03-05,12,Florida,1953
2022-03-12,12,Florida,1391
2022-03-19,12,Florida,1113
2022-03-26,12,Florida,814
2022-04-02,12,Florida,711
2022-04-09,12,Florida,693
2022-04-16,12,Florida,964
2022-04-23,12,Florida,923
2022-04-30,12,Florida,1169
2022-05-07,12,Florida,1477
2022-05-14,12,Florida,1761
2022-05-21,12,Florida,2184
2022-05-28,12,Florida,2867
2022-06-04,12,Florida,3318
2022-06-11,12,Florida,3836
2022-06-18,12,Florida,4144
2022-06-25,12,Florida,4346
2022-07-02,12,Florida,4638
2022-07-09,12,Florida,4907
2022-07-16,12,Florida,5140
2022-07-23,12,Florida,5321
2022-07-30,12,Florida,5255
2022-08-06,12,Florida,6006
2022-08-13,12,Florida,4693
2022-08-20,12,Florida,4204
2022-08-27,12,Florida,3831
2022-09-03,12,Florida,3451
2022-09-10,12,Florida,2929
2022-09-17,12,Florida,2536
2022-09-24,12,Florida,2150
2022-10-01,12,Florida,2272
2022-10-08,12,Florida,1456
2022-10-15,12,Florida,1365
2022-10-22,12,Florida,1201
2022-10-29,12,Florida,1278
2022-11-05,12,Florida,2008
2022-11-12,12,Florida,5614
2022-11-19,12,Florida,1283
2022-11-26,12,Florida,1294
2022-12-03,12,Florida,1702
2022-12-10,12,Florida,1803
2022-12-17,12,Florida,2157
2022-12-24,12,Florida,2461
2022-12-31,12,Florida,2983
2023-01-07,12,Florida,3643
2023-01-14,12,Florida,3160
2023-01-21,12,Florida,2788
2023-01-28,12,Florida,2511
2023-02-04,12,Florida,2286
2023-02-11,12,Florida,2062
2023-02-18,12,Florida,1762
2023-02-25,12,Florida,1721
2023-03-04,12,Florida,1552
2023-03-11,12,Florida,1446
2023-03-18,12,Florida,1282
2023-03-25,12,Florida,1295
2023-04-01,12,Florida,1265
2023-04-08,12,Florida,1202
2023-04-15,12,Florida,1106
2023-04-22,12,Florida,1024
2023-04-29,12,Florida,911
2023-05-06,12,Florida,909
2023-05-13,12,Florida,859
2023-05-20,12,Florida,790
2023-05-27,12,Florida,807
2023-06-03,12,Florida,835
2023-06-10,12,Florida,895
2023-06-17,12,Florida,817
2023-06-24,12,Florida,877
2023-07-01,12,Florida,977
2023-07-08,12,Florida,1016
2023-07-15,12,Florida,1130
2023-07-22,12,Florida,1223
2023-07-29,12,Florida,1521
2023-08-05,12,Florida,1753
2023-08-12,12,Florida,1969
2023-08-19,12,Florida,2819
2023-08-26,12,Florida,3563
2023-09-02,12,Florida,3208
2023-09-09,12,Florida,2940
2023-09-16,12,Florida,2631
2023-09-23,12,Florida,1669
2023-09-30,12,Florida,1375
2023-10-07,12,Florida,1160
2023-10-14,12,Florida,1578
2023-10-21,12,Florida,947
2023-10-28,12,Florida,829
2023-11-04,12,Florida,857
2023-11-11,12,Florida,742
2023-11-18,12,Florida,753
2023-11-25,12,Florida,737
2023-12-02,12,Florida,811
2023-12-09,12,Florida,906
2023-12-16,12,Florida,1178
2023-12-23,12,Florida,1453
2023-12-30,12,Florida,1786
2024-01-06,12,Florida,2143
2024-01-13,12,Florida,2124
2024-01-20,12,Florida,2060
2024-01-27,12,Florida,2100
2024-02-03,12,Florida,2038
2024-02-10,12,Florida,1951
2024-02-17,12,Florida,1851
2024-02-24,12,Florida,1548
2024-03-02,12,Florida,1452
2024-03-09,12,Florida,1198
2024-03-16,12,Florida,925
2024-03-23,12,Florida,792
2024-03-30,12,Florida,680
2024-04-06,12,Florida,577
2024-04-13,12,Florida,473
2024-04-20,12,Florida,420
2024-04-27,12,Florida,428
2024-05-04,12,Florida,312
2024-05-11,12,Florida,161
2024-05-18,12,Florida,196
2024-05-25,12,Florida,202
2024-06-01,12,Florida,252
2024-06-08,12,Florida,283
2024-06-15,12,Florida,325
2024-06-22,12,Florida,487
2024-06-29,12,Florida,561
2024-07-06,12,Florida,717
2024-07-13,12,Florida,830
2024-07-20,12,Florida,999
2024-07-27,12,Florida,994
2024-08-03,12,Florida,950
2024-08-10,12,Florida,826
2024-08-17,12,Florida,762
2024-08-24,12,Florida,588
2024-08-31,12,Florida,516
2024-09-07,12,Florida,526
2024-09-14,12,Florida,422
2024-09-21,12,Florida,357
2024-09-28,12,Florida,283
2024-10-05,12,Florida,240
2024-10-12,12,Florida,12
2024-10-19,12,Florida,146
2024-10-26,12,Florida,97
2024-11-02,12,Florida,122
2024-11-09,12,Florida,401
2024-11-16,12,Florida,318
2024-11-23,12,Florida,252
2020-08-08,13,Georgia,1316
2020-08-15,13,Georgia,1548
2020-08-22,13,Georgia,2427
2020-08-29,13,Georgia,1458
2020-09-05,13,Georgia,1548
2020-09-12,13,Georgia,1266
2020-09-19,13,Georgia,1222
2020-09-26,13,Georgia,1104
2020-10-03,13,Georgia,3653
2020-10-10,13,Georgia,3752
2020-10-17,13,Georgia,3576
2020-10-24,13,Georgia,3322
2020-10-31,13,Georgia,3625
2020-11-07,13,Georgia,3669
2020-11-14,13,Georgia,3933
2020-11-21,13,Georgia,3744
2020-11-28,13,Georgia,3923
2020-12-05,13,Georgia,4854
2020-12-12,13,Georgia,5282
2020-12-19,13,Georgia,5687
2020-12-26,13,Georgia,6951
2021-01-02,13,Georgia,7954
2021-01-09,13,Georgia,9157
2021-01-16,13,Georgia,9096
2021-01-23,13,Georgia,8468
2021-01-30,13,Georgia,7139
2021-02-06,13,Georgia,6255
2021-02-13,13,Georgia,5141
2021-02-20,13,Georgia,4292
2021-02-27,13,Georgia,3067
2021-03-06,13,Georgia,2295
2021-03-13,13,Georgia,3387
2021-03-20,13,Georgia,2891
2021-03-27,13,Georgia,2756
2021-04-03,13,Georgia,2562
2021-04-10,13,Georgia,2685
2021-04-17,13,Georgia,2807
2021-04-24,13,Georgia,2774
2021-05-01,13,Georgia,2749
2021-05-08,13,Georgia,2576
2021-05-15,13,Georgia,2171
2021-05-22,13,Georgia,2134
2021-05-29,13,Georgia,1980
2021-06-05,13,Georgia,1609
2021-06-12,13,Georgia,1577
2021-06-19,13,Georgia,1321
2021-06-26,13,Georgia,1165
2021-07-03,13,Georgia,1183
2021-07-10,13,Georgia,1643
2021-07-17,13,Georgia,2070
2021-07-24,13,Georgia,2777
2021-07-31,13,Georgia,4512
2021-08-07,13,Georgia,6215
2021-08-14,13,Georgia,7698
2021-08-21,13,Georgia,8825
2021-08-28,13,Georgia,9805
2021-09-04,13,Georgia,9442
2021-09-11,13,Georgia,8402
2021-09-18,13,Georgia,7012
2021-09-25,13,Georgia,5152
2021-10-02,13,Georgia,4228
2021-10-09,13,Georgia,3123
2021-10-16,13,Georgia,2336
2021-10-23,13,Georgia,2350
2021-10-30,13,Georgia,2369
2021-11-06,13,Georgia,1940
2021-11-13,13,Georgia,1937
2021-11-20,13,Georgia,1902
2021-11-27,13,Georgia,1698
2021-12-04,13,Georgia,1907
2021-12-11,13,Georgia,2079
2021-12-18,13,Georgia,2115
2021-12-25,13,Georgia,2870
2022-01-01,13,Georgia,6072
2022-01-08,13,Georgia,8849
2022-01-15,13,Georgia,8603
2022-01-22,13,Georgia,7971
2022-01-29,13,Georgia,7263
2022-02-05,13,Georgia,5749
2022-02-12,13,Georgia,4212
2022-02-19,13,Georgia,3055
2022-02-26,13,Georgia,2141
2022-03-05,13,Georgia,1686
2022-03-12,13,Georgia,1504
2022-03-19,13,Georgia,952
2022-03-26,13,Georgia,805
2022-04-02,13,Georgia,767
2022-04-09,13,Georgia,582
2022-04-16,13,Georgia,676
2022-04-23,13,Georgia,883
2022-04-30,13,Georgia,588
2022-05-07,13,Georgia,591
2022-05-14,13,Georgia,676
2022-05-21,13,Georgia,872
2022-05-28,13,Georgia,1046
2022-06-04,13,Georgia,1164
2022-06-11,13,Georgia,1251
2022-06-18,13,Georgia,1478
2022-06-25,13,Georgia,1642
2022-07-02,13,Georgia,1956
2022-07-09,13,Georgia,2193
2022-07-16,13,Georgia,2326
2022-07-23,13,Georgia,2737
2022-07-30,13,Georgia,2782
2022-08-06,13,Georgia,2764
2022-08-13,13,Georgia,2686
2022-08-20,13,Georgia,2551
2022-08-27,13,Georgia,2521
2022-09-03,13,Georgia,2265
2022-09-10,13,Georgia,1958
2022-09-17,13,Georgia,1675
2022-09-24,13,Georgia,1358
2022-10-01,13,Georgia,1196
2022-10-08,13,Georgia,1087
2022-10-15,13,Georgia,979
2022-10-22,13,Georgia,934
2022-10-29,13,Georgia,1077
2022-11-05,13,Georgia,1094
2022-11-12,13,Georgia,1198
2022-11-19,13,Georgia,989
2022-11-26,13,Georgia,981
2022-12-03,13,Georgia,1340
2022-12-10,13,Georgia,1514
2022-12-17,13,Georgia,1686
2022-12-24,13,Georgia,1560
2022-12-31,13,Georgia,1743
2023-01-07,13,Georgia,1944
2023-01-14,13,Georgia,1491
2023-01-21,13,Georgia,1201
2023-01-28,13,Georgia,1077
