reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.01,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.025,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.05,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.1,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.15,11.631900715796814
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.2,14.737834827245354
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.25,23.718825819365083
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.3,26.002079404381437
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.35,29.06724961782222
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.4,33.032736039098545
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.45,37.815720732722
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.5,40.90990930952381
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.55,41.79382069584945
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.6,46.5768053894729
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.65,50.54229181074923
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.7,53.60746202419001
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.75,55.89071560920637
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.8,64.8717066013261
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.85,67.97764071277463
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.9,128.11322978630102
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.95,146.9674765309524
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.975,146.9674765309524
2026-04-18,0,wk inc covid hosp,2026-04-18,01,quantile,0.99,146.9674765309524
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.01,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.025,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.05,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.1,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.15,1.2255878097694364
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.2,2.743858968871832
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.25,3.542021797648982
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.3,3.5747259763177177
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.35,3.6785165881041255
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.4,3.952232827857788
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.45,4.507153327758758
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.5,6.041068242857145
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.55,6.742032357955532
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.6,7.296952857856501
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.65,7.570669097610164
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.7,7.674459709396572
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.75,7.707163888065308
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.8,8.505326716842458
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.85,10.023597875944851
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.9,11.322609464921907
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.95,11.646326309752386
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.975,12.367562117857144
2026-04-18,0,wk inc covid hosp,2026-04-18,02,quantile,0.99,12.367562117857144
2026-04-18,0,wk inc covid hosp,2026-04-18,04,quantile,0.01,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,04,quantile,0.025,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,04,quantile,0.05,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,04,quantile,0.1,0.0
2026-04-18,0,wk inc covid hosp,2026-04-18,04,quantile,0.15,1.5507140921666167
2026-04-18,0,wk inc covid hosp,2026-04-18,04,quantile,0.2,1.7834741227316933
