location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
Alabama,AL,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,85,105,118,133,162,85,105,118,133,162,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Alabama,AL,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,71,104,130,159,228,71,104,130,159,228,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Alabama,AL,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,59,103,142,192,321,59,103,142,192,321,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Alaska,AK,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,8,11,12,14,19,8,11,12,14,19,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Alaska,AK,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,6,10,13,17,28,6,10,13,17,28,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Alaska,AK,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,5,9,14,21,39,5,9,14,21,39,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Arizona,AZ,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,652,734,784,838,936,652,734,784,838,936,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Arizona,AZ,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,544,673,759,854,1042,544,673,759,854,1042,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Arizona,AZ,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,448,606,717,849,1121,448,606,717,849,1121,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Arkansas,AR,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,29,40,48,57,77,29,40,48,57,77,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Arkansas,AR,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,18,33,46,63,105,18,33,46,63,105,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Arkansas,AR,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,11,27,44,67,139,11,27,44,67,139,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
California,CA,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,582,680,741,808,936,582,680,741,808,936,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
California,CA,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,479,636,745,865,1129,479,636,745,865,1129,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
California,CA,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,393,589,739,919,1345,393,589,739,919,1345,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Colorado,CO,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,143,166,180,195,225,143,166,180,195,225,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Colorado,CO,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,117,154,180,208,268,117,154,180,208,268,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Colorado,CO,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,97,143,177,219,313,97,143,177,219,313,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Connecticut,CT,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,80,96,107,118,141,80,96,107,118,141,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Connecticut,CT,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,68,96,116,139,190,68,96,116,139,190,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Connecticut,CT,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,58,95,125,162,253,58,95,125,162,253,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Delaware,DE,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,19,23,25,28,33,19,23,25,28,33,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Delaware,DE,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,15,21,25,30,40,15,21,25,30,40,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Delaware,DE,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,12,19,25,32,49,12,19,25,32,49,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
District of Columbia,DC,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,15,19,21,24,29,15,19,21,24,29,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
District of Columbia,DC,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,13,19,24,29,42,13,19,24,29,42,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
District of Columbia,DC,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,11,19,26,36,61,11,19,26,36,61,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Florida,FL,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,209,286,340,401,533,209,286,340,401,533,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Florida,FL,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,156,280,381,513,846,156,280,381,513,846,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Florida,FL,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,117,270,422,644,1313,117,270,422,644,1313,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Georgia,GA,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,97,133,157,185,245,97,133,157,185,245,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Georgia,GA,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,76,135,182,244,398,76,135,182,244,398,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Georgia,GA,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,59,133,206,310,616,59,133,206,310,616,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Hawaii,HI,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,8,12,15,19,27,8,12,15,19,27,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Hawaii,HI,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,6,12,18,27,51,6,12,18,27,51,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Hawaii,HI,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,4,12,21,38,94,4,12,21,38,94,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Idaho,ID,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,25,33,38,45,58,25,33,38,45,58,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Idaho,ID,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,21,35,47,62,98,21,35,47,62,98,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Idaho,ID,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,17,37,56,83,157,17,37,56,83,157,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Illinois,IL,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,340,395,429,465,534,340,395,429,465,534,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Illinois,IL,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,310,406,471,545,699,310,406,471,545,699,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Illinois,IL,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,277,410,507,622,890,277,410,507,622,890,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Indiana,IN,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,271,309,332,357,405,271,309,332,357,405,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Indiana,IN,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,262,333,380,433,540,262,333,380,433,540,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Indiana,IN,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,249,351,424,511,697,249,351,424,511,697,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Iowa,IA,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,69,81,89,97,113,69,81,89,97,113,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Iowa,IA,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,61,81,96,112,147,61,81,96,112,147,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Iowa,IA,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,53,81,102,128,188,53,81,102,128,188,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Kansas,KS,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,66,82,93,105,130,66,82,93,105,130,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Kansas,KS,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,55,82,103,127,184,55,82,103,127,184,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Kansas,KS,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,45,80,111,150,252,45,80,111,150,252,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Kentucky,KY,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,133,154,167,181,209,133,154,167,181,209,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Kentucky,KY,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,129,170,197,228,292,129,170,197,228,292,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Kentucky,KY,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,124,183,227,280,399,124,183,227,280,399,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Louisiana,LA,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,75,95,109,123,154,75,95,109,123,154,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Louisiana,LA,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,64,98,123,153,225,64,98,123,153,225,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Louisiana,LA,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,52,96,133,181,301,52,96,133,181,301,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Maine,ME,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,25,31,35,39,47,25,31,35,39,47,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Maine,ME,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,23,34,42,52,74,23,34,42,52,74,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Maine,ME,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,21,37,50,68,112,21,37,50,68,112,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Maryland,MD,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,58,76,88,102,131,58,76,88,102,131,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Maryland,MD,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,44,72,95,123,192,44,72,95,123,192,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Maryland,MD,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,33,68,100,146,275,33,68,100,146,275,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Massachusetts,MA,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,312,382,427,478,578,312,382,427,478,578,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Massachusetts,MA,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,231,334,413,501,706,231,334,413,501,706,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Massachusetts,MA,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,171,291,391,519,846,171,291,391,519,846,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Michigan,MI,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,648,749,812,879,1004,648,749,812,879,1004,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Michigan,MI,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,647,837,965,1110,1409,647,837,965,1110,1409,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Michigan,MI,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,631,907,1105,1343,1867,631,907,1105,1343,1867,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Minnesota,MN,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,311,351,374,400,447,311,351,374,400,447,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Minnesota,MN,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,317,392,442,496,608,317,392,442,496,608,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Minnesota,MN,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,318,430,511,602,802,318,430,511,602,802,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Mississippi,MS,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,33,44,52,61,79,33,44,52,61,79,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Mississippi,MS,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,24,41,54,72,115,24,41,54,72,115,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Mississippi,MS,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,17,37,56,83,164,17,37,56,83,164,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Missouri,MO,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,136,165,184,204,244,136,165,184,204,244,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Missouri,MO,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,115,163,198,239,329,115,163,198,239,329,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Missouri,MO,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,96,158,210,274,433,96,158,210,274,433,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Montana,MT,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,23,31,36,41,53,23,31,36,41,53,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Montana,MT,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,18,29,38,49,73,18,29,38,49,73,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Montana,MT,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,14,26,37,52,86,14,26,37,52,86,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Nebraska,NE,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,44,57,65,74,92,44,57,65,74,92,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Nebraska,NE,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,35,54,69,87,130,35,54,69,87,130,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Nebraska,NE,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,27,51,72,100,176,27,51,72,100,176,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Nevada,NV,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,27,37,44,51,67,27,37,44,51,67,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Nevada,NV,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,18,31,42,55,88,18,31,42,55,88,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Nevada,NV,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,12,26,40,59,115,12,26,40,59,115,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New Hampshire,NH,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,58,69,77,85,100,58,69,77,85,100,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New Hampshire,NH,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,51,71,85,101,136,51,71,85,101,136,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New Hampshire,NH,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,44,70,90,115,171,44,70,90,115,171,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New Jersey,NJ,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,160,211,245,282,365,160,211,245,282,365,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New Jersey,NJ,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,126,207,270,350,542,126,207,270,350,542,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New Jersey,NJ,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,97,200,294,424,787,97,200,294,424,787,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New Mexico,NM,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,96,113,122,133,154,96,113,122,133,154,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New Mexico,NM,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,77,102,118,137,177,77,102,118,137,177,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New Mexico,NM,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,60,90,111,137,196,60,90,111,137,196,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New York,NY,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,416,490,535,585,684,416,490,535,585,684,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New York,NY,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,380,509,601,705,923,380,509,601,705,923,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
New York,NY,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,341,524,661,830,1222,341,524,661,830,1222,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
North Carolina,NC,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,145,191,221,256,328,145,191,221,256,328,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
North Carolina,NC,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,115,189,246,319,499,115,189,246,319,499,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
North Carolina,NC,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,91,187,272,398,754,91,187,272,398,754,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
North Dakota,ND,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,6,10,12,15,21,6,10,12,15,21,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
North Dakota,ND,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,4,8,11,17,31,4,8,11,17,31,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
North Dakota,ND,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,2,6,11,18,44,2,6,11,18,44,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Ohio,OH,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,452,523,566,613,704,452,523,566,613,704,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Ohio,OH,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,462,597,691,795,1016,462,597,691,795,1016,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Ohio,OH,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,463,670,822,1004,1419,463,670,822,1004,1419,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Oklahoma,OK,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,127,152,167,185,218,127,152,167,185,218,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Oklahoma,OK,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,113,155,186,221,296,113,155,186,221,296,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Oklahoma,OK,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,98,156,201,257,389,98,156,201,257,389,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Oregon,OR,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,48,63,73,83,105,48,63,73,83,105,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Oregon,OR,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,41,66,85,109,167,41,66,85,109,167,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Oregon,OR,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,34,68,98,141,258,34,68,98,141,258,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Pennsylvania,PA,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,588,755,861,980,1230,588,755,861,980,1230,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Pennsylvania,PA,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,475,739,940,1183,1765,475,739,940,1183,1765,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Pennsylvania,PA,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,370,712,996,1375,2382,370,712,996,1375,2382,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Rhode Island,RI,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,34,40,45,50,59,34,40,45,50,59,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Rhode Island,RI,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,30,42,50,60,82,30,42,50,60,82,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Rhode Island,RI,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,26,42,55,71,109,26,42,55,71,109,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
South Carolina,SC,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,42,56,65,74,95,42,56,65,74,95,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
South Carolina,SC,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,29,48,63,81,126,29,48,63,81,126,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
South Carolina,SC,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,20,41,60,87,164,20,41,60,87,164,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
South Dakota,SD,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,30,38,43,49,61,30,38,43,49,61,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
South Dakota,SD,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,29,44,55,68,100,29,44,55,68,100,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
South Dakota,SD,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,27,48,68,92,156,27,48,68,92,156,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Tennessee,TN,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,132,163,183,204,248,132,163,183,204,248,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Tennessee,TN,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,111,161,198,242,339,111,161,198,242,339,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Tennessee,TN,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,91,156,210,280,457,91,156,210,280,457,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Texas,TX,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,257,339,396,459,591,257,339,396,459,591,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Texas,TX,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,193,321,420,549,867,193,321,420,549,867,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Texas,TX,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,145,300,442,650,1237,145,300,442,650,1237,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Utah,UT,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,44,52,56,62,71,44,52,56,62,71,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Utah,UT,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,35,47,55,64,83,35,47,55,64,83,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Utah,UT,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,27,42,52,66,96,27,42,52,66,96,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Vermont,VT,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,11,15,18,21,27,11,15,18,21,27,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Vermont,VT,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,8,14,18,24,38,8,14,18,24,38,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Vermont,VT,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,6,12,18,27,50,6,12,18,27,50,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Virginia,VA,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,104,136,156,179,227,104,136,156,179,227,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Virginia,VA,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,82,132,169,216,327,82,132,169,216,327,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Virginia,VA,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,64,125,179,253,447,64,125,179,253,447,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Washington,WA,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,42,54,62,71,89,42,54,62,71,89,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Washington,WA,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,28,44,56,71,106,28,44,56,71,106,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Washington,WA,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,18,35,48,68,118,18,35,48,68,118,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
West Virginia,WV,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,112,135,149,165,197,112,135,149,165,197,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
West Virginia,WV,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,95,134,161,193,262,95,134,161,193,262,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
West Virginia,WV,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,80,130,170,219,337,80,130,170,219,337,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Wisconsin,WI,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,178,206,223,242,277,178,206,223,242,277,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Wisconsin,WI,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,161,210,243,282,360,161,210,243,282,360,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Wisconsin,WI,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,144,212,261,322,458,144,212,261,322,458,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Wyoming,WY,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,44,50,54,58,65,44,50,54,58,65,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Wyoming,WY,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,40,51,57,65,80,40,51,57,65,80,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Wyoming,WY,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,36,50,60,71,96,36,50,60,71,96,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Puerto Rico,PR,0,2024-12-21,2024-12-21,CEPH-Rtrend_covid,84,101,111,122,144,84,101,111,122,144,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Puerto Rico,PR,1,2024-12-21,2024-12-28,CEPH-Rtrend_covid,73,100,119,141,187,73,100,119,141,187,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
Puerto Rico,PR,2,2024-12-21,2025-01-04,CEPH-Rtrend_covid,62,96,123,155,229,62,96,123,155,229,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
