target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-05-09,29.891959,0.01,-1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-16,21.678557,0.01,0,quantile,2026-05-16,01,wk inc covid hosp
2026-05-23,16.365344,0.01,1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-30,10.516041,0.01,2,quantile,2026-05-16,01,wk inc covid hosp
2026-06-06,6.8538051,0.01,3,quantile,2026-05-16,01,wk inc covid hosp
2026-05-09,33.115412,0.025,-1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-16,26.026694,0.025,0,quantile,2026-05-16,01,wk inc covid hosp
2026-05-23,19.863614,0.025,1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-30,14.906808,0.025,2,quantile,2026-05-16,01,wk inc covid hosp
2026-06-06,11.629704,0.025,3,quantile,2026-05-16,01,wk inc covid hosp
2026-05-09,35.701,0.05,-1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-16,29.986505,0.05,0,quantile,2026-05-16,01,wk inc covid hosp
2026-05-23,24.38726,0.05,1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-30,19.713092,0.05,2,quantile,2026-05-16,01,wk inc covid hosp
2026-06-06,16.418957,0.05,3,quantile,2026-05-16,01,wk inc covid hosp
2026-05-09,38.891947,0.1,-1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-16,34.413527,0.1,0,quantile,2026-05-16,01,wk inc covid hosp
2026-05-23,29.860661,0.1,1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-30,26.141293,0.1,2,quantile,2026-05-16,01,wk inc covid hosp
2026-06-06,24.539318,0.1,3,quantile,2026-05-16,01,wk inc covid hosp
2026-05-09,41.077047,0.15,-1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-16,37.325298,0.15,0,quantile,2026-05-16,01,wk inc covid hosp
2026-05-23,33.536005,0.15,1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-30,30.634405,0.15,2,quantile,2026-05-16,01,wk inc covid hosp
2026-06-06,31.224538,0.15,3,quantile,2026-05-16,01,wk inc covid hosp
2026-05-09,42.788753,0.2,-1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-16,39.816357,0.2,0,quantile,2026-05-16,01,wk inc covid hosp
2026-05-23,36.94691,0.2,1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-30,35.634317,0.2,2,quantile,2026-05-16,01,wk inc covid hosp
2026-06-06,36.778122,0.2,3,quantile,2026-05-16,01,wk inc covid hosp
2026-05-09,44.182788,0.25,-1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-16,42.157668,0.25,0,quantile,2026-05-16,01,wk inc covid hosp
2026-05-23,40.125667,0.25,1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-30,40.409466,0.25,2,quantile,2026-05-16,01,wk inc covid hosp
2026-06-06,41.055703,0.25,3,quantile,2026-05-16,01,wk inc covid hosp
2026-05-09,45.448214,0.3,-1,quantile,2026-05-16,01,wk inc covid hosp
2026-05-16,44.303576,0.3,0,quantile,2026-05-16,01,wk inc covid hosp
