target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-03-07,74.486431,0.01,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,57.117894,0.01,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,42.596144,0.01,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,28.759503,0.01,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,24.398023,0.01,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,78.463314,0.025,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,64.341002,0.025,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,51.05785,0.025,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,38.469458,0.025,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,33.194857,0.025,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,82.498983,0.05,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,70.579223,0.05,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,57.827254,0.05,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,48.773667,0.05,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,42.149748,0.05,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,87.861196,0.1,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,76.994746,0.1,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,68.740185,0.1,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,61.320936,0.1,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,54.732936,0.1,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,91.261966,0.15,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,83.260108,0.15,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,77.165134,0.15,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,69.83327,0.15,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,65.592513,0.15,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,93.703789,0.2,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,87.310208,0.2,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,81.817786,0.2,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,77.022377,0.2,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,74.035177,0.2,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,95.823233,0.25,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,90.854178,0.25,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,87.321594,0.25,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,83.542596,0.25,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,81.507436,0.25,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,98.15315,0.3,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,94.079941,0.3,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,92.45505,0.3,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,89.130379,0.3,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,87.721711,0.3,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,100.18057,0.35,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,96.895205,0.35,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,96.670197,0.35,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,93.961342,0.35,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,93.822873,0.35,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,102.02682,0.4,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,99.840216,0.4,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,99.738322,0.4,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,100.1359,0.4,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,100.59474,0.4,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,103.72477,0.45,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,102.69726,0.45,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,103.75341,0.45,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,104.97971,0.45,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,106.33353,0.45,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,105.68283,0.5,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,105.40987,0.5,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,106.87116,0.5,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,109.54661,0.5,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,112.02678,0.5,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,107.95882,0.55,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,108.05144,0.55,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,111.69924,0.55,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,114.44667,0.55,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,118.01504,0.55,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,109.95199,0.6,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,111.63032,0.6,0,quantile,2026-03-14,01,wk inc covid hosp
2026-03-21,115.29354,0.6,1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-28,119.26619,0.6,2,quantile,2026-03-14,01,wk inc covid hosp
2026-04-04,124.99983,0.6,3,quantile,2026-03-14,01,wk inc covid hosp
2026-03-07,111.85195,0.65,-1,quantile,2026-03-14,01,wk inc covid hosp
2026-03-14,115.15419,0.65,0,quantile,2026-03-14,01,wk inc covid hosp
