target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-04-04,34.688775,0.01,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,24.576974,0.01,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,13.153531,0.01,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,7.3043029,0.01,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,2.7426257,0.01,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,38.141541,0.025,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,28.199979,0.025,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,16.872321,0.025,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,11.973731,0.025,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,7.2195951,0.025,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,40.411385,0.05,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,31.515302,0.05,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,21.865084,0.05,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,16.038431,0.05,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,10.953255,0.05,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,43.302097,0.1,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,35.330975,0.1,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,27.999868,0.1,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,22.2302,0.1,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,17.956203,0.1,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,45.280033,0.15,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,38.149859,0.15,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,31.470502,0.15,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,27.154036,0.15,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,24.041994,0.15,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,47.225621,0.2,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,40.559319,0.2,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,35.138699,0.2,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,30.911379,0.2,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,28.758495,0.2,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,48.910857,0.25,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,42.637427,0.25,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,37.96655,0.25,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,34.519215,0.25,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,33.086345,0.25,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,50.33628,0.3,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,44.751679,0.3,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,40.87569,0.3,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,37.859162,0.3,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,36.397571,0.3,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,51.452378,0.35,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,46.857361,0.35,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,43.191696,0.35,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,41.447222,0.35,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,40.358522,0.35,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,52.582514,0.4,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,48.809127,0.4,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,45.899061,0.4,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,44.996168,0.4,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,44.150492,0.4,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,53.754267,0.45,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,50.64704,0.45,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,48.182499,0.45,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,47.910314,0.45,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,49.196524,0.45,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,54.985953,0.5,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,52.394454,0.5,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,50.76353,0.5,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,51.209264,0.5,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,53.44868,0.5,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,56.244112,0.55,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,54.127109,0.55,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,53.849292,0.55,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,54.712723,0.55,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,57.231737,0.55,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,57.438081,0.6,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,56.09921,0.6,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,56.594817,0.6,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,58.284021,0.6,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,61.497617,0.6,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,58.795181,0.65,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,58.575619,0.65,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,59.344064,0.65,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,62.692843,0.65,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,66.943753,0.65,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,60.123107,0.7,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,60.710394,0.7,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,62.432516,0.7,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,66.956734,0.7,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,72.479091,0.7,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,61.27756,0.75,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,63.003939,0.75,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,66.227713,0.75,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,71.946478,0.75,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,80.091251,0.75,3,quantile,2026-04-11,01,wk inc covid hosp
2026-04-04,62.966982,0.8,-1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-11,66.029726,0.8,0,quantile,2026-04-11,01,wk inc covid hosp
2026-04-18,69.705442,0.8,1,quantile,2026-04-11,01,wk inc covid hosp
2026-04-25,77.291848,0.8,2,quantile,2026-04-11,01,wk inc covid hosp
2026-05-02,87.369737,0.8,3,quantile,2026-04-11,01,wk inc covid hosp
