target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-03-14,54.217873,0.01,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,36.777024,0.01,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,22.139535,0.01,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,14.092766,0.01,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,7.4235152,0.01,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,56.563641,0.025,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,41.160649,0.025,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,29.271443,0.025,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,21.416288,0.025,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,13.133366,0.025,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,59.06974,0.05,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,45.26493,0.05,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,33.785613,0.05,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,27.733887,0.05,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,20.532979,0.05,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,63.691837,0.1,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,51.14545,0.1,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,42.781423,0.1,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,35.288868,0.1,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,29.262233,0.1,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,66.169007,0.15,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,55.308416,0.15,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,47.92337,0.15,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,40.222183,0.15,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,36.116758,0.15,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,68.384762,0.2,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,59.041979,0.2,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,51.872746,0.2,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,45.360635,0.2,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,41.797403,0.2,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,70.463368,0.25,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,61.927141,0.25,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,55.417769,0.25,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,50.645343,0.25,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,47.368858,0.25,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,72.567425,0.3,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,64.269878,0.3,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,59.606958,0.3,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,54.703283,0.3,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,52.718215,0.3,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,74.206018,0.35,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,66.830011,0.35,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,62.843825,0.35,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,59.545107,0.35,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,56.947775,0.35,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,76.071124,0.4,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,69.086676,0.4,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,66.185717,0.4,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,63.920041,0.4,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,62.645984,0.4,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,77.856495,0.45,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,71.333579,0.45,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,69.405745,0.45,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,68.221793,0.45,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,67.88553,0.45,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,79.256827,0.5,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,73.880391,0.5,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,72.843447,0.5,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,72.656461,0.5,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,72.809501,0.5,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,80.682971,0.55,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,76.355215,0.55,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,75.72799,0.55,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,76.259051,0.55,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,78.571949,0.55,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,82.337407,0.6,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,78.976951,0.6,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,78.876484,0.6,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,80.125208,0.6,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,84.324531,0.6,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,84.128406,0.65,-1,quantile,2026-03-21,01,wk inc covid hosp
2026-03-21,81.539305,0.65,0,quantile,2026-03-21,01,wk inc covid hosp
2026-03-28,83.02994,0.65,1,quantile,2026-03-21,01,wk inc covid hosp
2026-04-04,85.610668,0.65,2,quantile,2026-03-21,01,wk inc covid hosp
2026-04-11,90.4867,0.65,3,quantile,2026-03-21,01,wk inc covid hosp
2026-03-14,85.930538,0.7,-1,quantile,2026-03-21,01,wk inc covid hosp
