target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-05-23,22.170725,0.01,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,16.254207,0.01,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,10.984251,0.01,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,7.0727925,0.01,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,4.9260891,0.01,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,24.51391,0.025,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,20.067862,0.025,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,15.863608,0.025,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,11.379927,0.025,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,8.809981,0.025,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,27.111996,0.05,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,23.114412,0.05,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,19.314291,0.05,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,15.415201,0.05,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,12.822289,0.05,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,30.294668,0.1,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,26.837506,0.1,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,23.778868,0.1,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,21.554662,0.1,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,19.062321,0.1,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,32.347482,0.15,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,29.363903,0.15,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,27.892609,0.15,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,26.370922,0.15,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,23.749451,0.15,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,33.775716,0.2,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,31.780603,0.2,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,30.869722,0.2,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,29.802108,0.2,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,28.678034,0.2,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,35.211069,0.25,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,34.22247,0.25,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,34.078763,0.25,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,33.718781,0.25,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,33.061861,0.25,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,36.606711,0.3,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,36.129207,0.3,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,36.377773,0.3,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,37.108837,0.3,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,37.572686,0.3,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,37.685204,0.35,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,37.768501,0.35,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,38.707439,0.35,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,40.563243,0.35,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,41.675856,0.35,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,38.986395,0.4,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,39.446465,0.4,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,41.244871,0.4,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,43.116151,0.4,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,45.970158,0.4,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,39.995184,0.45,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,41.117881,0.45,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,43.9619,0.45,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,46.562252,0.45,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,50.727926,0.45,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,41.253272,0.5,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,43.162476,0.5,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,46.443465,0.5,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,49.40124,0.5,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,55.41473,0.5,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,42.592903,0.55,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,45.228254,0.55,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,49.064487,0.55,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,52.953633,0.55,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,59.980652,0.55,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,43.905982,0.6,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,47.181333,0.6,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,51.759501,0.6,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,56.79018,0.6,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,64.612829,0.6,3,quantile,2026-05-30,01,wk inc covid hosp
2026-05-23,45.367027,0.65,-1,quantile,2026-05-30,01,wk inc covid hosp
2026-05-30,49.252207,0.65,0,quantile,2026-05-30,01,wk inc covid hosp
2026-06-06,54.538563,0.65,1,quantile,2026-05-30,01,wk inc covid hosp
2026-06-13,61.153982,0.65,2,quantile,2026-05-30,01,wk inc covid hosp
2026-06-20,69.56893,0.65,3,quantile,2026-05-30,01,wk inc covid hosp
