target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-05-30,19.894363,0.01,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,11.93016,0.01,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,7.0970073,0.01,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,3.4017782,0.01,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,0.99615367,0.01,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,22.046871,0.025,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,14.498923,0.025,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,9.5650709,0.025,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,5.828204,0.025,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,3.0822485,0.025,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,23.738429,0.05,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,17.681903,0.05,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,12.723873,0.05,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,9.6982316,0.05,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,6.3077322,0.05,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,26.172258,0.1,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,21.526815,0.1,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,16.885522,0.1,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,14.397322,0.1,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,11.376503,0.1,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,27.993355,0.15,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,23.548262,0.15,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,20.003923,0.15,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,17.881648,0.15,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,16.504918,0.15,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,29.094784,0.2,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,25.244802,0.2,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,22.760215,0.2,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,21.106338,0.2,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,20.034651,0.2,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,30.404166,0.25,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,27.009499,0.25,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,24.762464,0.25,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,24.038736,0.25,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,23.667263,0.25,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,31.289173,0.3,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,28.565493,0.3,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,27.130176,0.3,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,27.124552,0.3,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,27.310665,0.3,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,32.166783,0.35,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,30.082883,0.35,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,29.103487,0.35,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,29.761057,0.35,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,30.363664,0.35,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,33.157223,0.4,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,31.542859,0.4,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,31.521428,0.4,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,32.07268,0.4,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,33.420018,0.4,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,34.046623,0.45,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,33.194352,0.45,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,33.617876,0.45,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,34.809568,0.45,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,36.66483,0.45,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,34.977748,0.5,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,35.088473,0.5,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,35.748168,0.5,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,37.70351,0.5,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,39.991406,0.5,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,35.927015,0.55,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,36.644097,0.55,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,37.959019,0.55,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,40.935779,0.55,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,44.463375,0.55,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,36.963229,0.6,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,38.148631,0.6,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,40.497788,0.6,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,44.214494,0.6,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,48.845354,0.6,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,37.881746,0.65,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,39.839214,0.65,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,42.90025,0.65,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,47.832966,0.65,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,52.762513,0.65,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,39.142983,0.7,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,41.533623,0.7,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,45.590896,0.7,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,51.172254,0.7,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,58.419349,0.7,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,40.291874,0.75,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,43.290124,0.75,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,48.045516,0.75,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,56.030784,0.75,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,64.212573,0.75,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,41.985517,0.8,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,45.615329,0.8,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,52.090081,0.8,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,60.884125,0.8,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,70.632231,0.8,3,quantile,2026-06-06,01,wk inc covid hosp
2026-05-30,43.659666,0.85,-1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-06,48.222409,0.85,0,quantile,2026-06-06,01,wk inc covid hosp
2026-06-13,56.67187,0.85,1,quantile,2026-06-06,01,wk inc covid hosp
2026-06-20,67.059724,0.85,2,quantile,2026-06-06,01,wk inc covid hosp
2026-06-27,78.901211,0.85,3,quantile,2026-06-06,01,wk inc covid hosp
