target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-03-21,44.382955,0.01,-1,quantile,2026-03-28,01,wk inc covid hosp
2026-03-28,26.708936,0.01,0,quantile,2026-03-28,01,wk inc covid hosp
2026-04-04,15.537436,0.01,1,quantile,2026-03-28,01,wk inc covid hosp
2026-04-11,8.5016997,0.01,2,quantile,2026-03-28,01,wk inc covid hosp
2026-04-18,2.9640116,0.01,3,quantile,2026-03-28,01,wk inc covid hosp
2026-03-21,46.760851,0.025,-1,quantile,2026-03-28,01,wk inc covid hosp
2026-03-28,31.748446,0.025,0,quantile,2026-03-28,01,wk inc covid hosp
2026-04-04,18.463048,0.025,1,quantile,2026-03-28,01,wk inc covid hosp
2026-04-11,12.024726,0.025,2,quantile,2026-03-28,01,wk inc covid hosp
2026-04-18,5.4393332,0.025,3,quantile,2026-03-28,01,wk inc covid hosp
2026-03-21,50.107795,0.05,-1,quantile,2026-03-28,01,wk inc covid hosp
2026-03-28,35.173966,0.05,0,quantile,2026-03-28,01,wk inc covid hosp
2026-04-04,24.275509,0.05,1,quantile,2026-03-28,01,wk inc covid hosp
2026-04-11,15.595639,0.05,2,quantile,2026-03-28,01,wk inc covid hosp
2026-04-18,9.645427,0.05,3,quantile,2026-03-28,01,wk inc covid hosp
2026-03-21,53.229187,0.1,-1,quantile,2026-03-28,01,wk inc covid hosp
2026-03-28,40.408857,0.1,0,quantile,2026-03-28,01,wk inc covid hosp
2026-04-04,29.955295,0.1,1,quantile,2026-03-28,01,wk inc covid hosp
2026-04-11,22.490366,0.1,2,quantile,2026-03-28,01,wk inc covid hosp
2026-04-18,15.805601,0.1,3,quantile,2026-03-28,01,wk inc covid hosp
2026-03-21,55.402382,0.15,-1,quantile,2026-03-28,01,wk inc covid hosp
2026-03-28,43.652729,0.15,0,quantile,2026-03-28,01,wk inc covid hosp
2026-04-04,34.275515,0.15,1,quantile,2026-03-28,01,wk inc covid hosp
2026-04-11,26.815163,0.15,2,quantile,2026-03-28,01,wk inc covid hosp
2026-04-18,21.799018,0.15,3,quantile,2026-03-28,01,wk inc covid hosp
2026-03-21,57.321109,0.2,-1,quantile,2026-03-28,01,wk inc covid hosp
2026-03-28,46.295427,0.2,0,quantile,2026-03-28,01,wk inc covid hosp
2026-04-04,38.261339,0.2,1,quantile,2026-03-28,01,wk inc covid hosp
2026-04-11,31.146758,0.2,2,quantile,2026-03-28,01,wk inc covid hosp
2026-04-18,26.011338,0.2,3,quantile,2026-03-28,01,wk inc covid hosp
2026-03-21,58.866487,0.25,-1,quantile,2026-03-28,01,wk inc covid hosp
2026-03-28,48.794674,0.25,0,quantile,2026-03-28,01,wk inc covid hosp
2026-04-04,41.101127,0.25,1,quantile,2026-03-28,01,wk inc covid hosp
2026-04-11,35.225331,0.25,2,quantile,2026-03-28,01,wk inc covid hosp
