target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-05-16,19.818977,0.01,-1,quantile,2026-05-23,01,wk inc covid hosp
2026-05-23,10.448823,0.01,0,quantile,2026-05-23,01,wk inc covid hosp
2026-05-30,5.5586607,0.01,1,quantile,2026-05-23,01,wk inc covid hosp
2026-06-06,1.2251541,0.01,2,quantile,2026-05-23,01,wk inc covid hosp
2026-06-13,0.27720347,0.01,3,quantile,2026-05-23,01,wk inc covid hosp
2026-05-16,21.290868,0.025,-1,quantile,2026-05-23,01,wk inc covid hosp
2026-05-23,13.538729,0.025,0,quantile,2026-05-23,01,wk inc covid hosp
2026-05-30,7.6383105,0.025,1,quantile,2026-05-23,01,wk inc covid hosp
2026-06-06,3.8075417,0.025,2,quantile,2026-05-23,01,wk inc covid hosp
2026-06-13,2.2093026,0.025,3,quantile,2026-05-23,01,wk inc covid hosp
2026-05-16,23.532796,0.05,-1,quantile,2026-05-23,01,wk inc covid hosp
2026-05-23,15.864598,0.05,0,quantile,2026-05-23,01,wk inc covid hosp
2026-05-30,10.614978,0.05,1,quantile,2026-05-23,01,wk inc covid hosp
2026-06-06,6.6368941,0.05,2,quantile,2026-05-23,01,wk inc covid hosp
2026-06-13,4.4546637,0.05,3,quantile,2026-05-23,01,wk inc covid hosp
2026-05-16,25.537859,0.1,-1,quantile,2026-05-23,01,wk inc covid hosp
2026-05-23,18.716177,0.1,0,quantile,2026-05-23,01,wk inc covid hosp
2026-05-30,14.636226,0.1,1,quantile,2026-05-23,01,wk inc covid hosp
2026-06-06,10.328857,0.1,2,quantile,2026-05-23,01,wk inc covid hosp
2026-06-13,8.3642893,0.1,3,quantile,2026-05-23,01,wk inc covid hosp
2026-05-16,26.925813,0.15,-1,quantile,2026-05-23,01,wk inc covid hosp
2026-05-23,21.024279,0.15,0,quantile,2026-05-23,01,wk inc covid hosp
2026-05-30,17.337121,0.15,1,quantile,2026-05-23,01,wk inc covid hosp
2026-06-06,13.950583,0.15,2,quantile,2026-05-23,01,wk inc covid hosp
2026-06-13,12.021355,0.15,3,quantile,2026-05-23,01,wk inc covid hosp
2026-05-16,28.387142,0.2,-1,quantile,2026-05-23,01,wk inc covid hosp
2026-05-23,22.95464,0.2,0,quantile,2026-05-23,01,wk inc covid hosp
2026-05-30,19.895654,0.2,1,quantile,2026-05-23,01,wk inc covid hosp
