target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-04-25,43.536962,0.01,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,37.054467,0.01,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,26.619054,0.01,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,16.951125,0.01,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,13.626923,0.01,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,47.895348,0.025,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,41.154443,0.025,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,30.923936,0.025,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,23.103735,0.025,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,19.606788,0.025,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,51.627051,0.05,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,46.238819,0.05,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,37.079767,0.05,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,31.351444,0.05,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,26.266701,0.05,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,55.424134,0.1,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,51.359671,0.1,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,45.952355,0.1,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,40.700246,0.1,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,36.474073,0.1,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,57.841191,0.15,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,56.063089,0.15,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,51.448461,0.15,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,47.557302,0.15,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,45.716312,0.15,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,59.552267,0.2,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,59.219307,0.2,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,57.025363,0.2,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,53.04816,0.2,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,53.188962,0.2,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,61.275273,0.25,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,62.168613,0.25,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,61.674626,0.25,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,59.400381,0.25,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,60.113331,0.25,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,63.076966,0.3,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,65.156543,0.3,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,65.491125,0.3,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,65.13233,0.3,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,65.446703,0.3,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,64.373324,0.35,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,68.102592,0.35,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,69.438842,0.35,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,70.973238,0.35,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,72.051759,0.35,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,65.944616,0.4,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,70.3346,0.4,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,72.829424,0.4,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,76.457958,0.4,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,77.969333,0.4,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,67.448421,0.45,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,72.912746,0.45,0,quantile,2026-05-02,01,wk inc covid hosp
2026-05-09,77.286605,0.45,1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-16,81.532687,0.45,2,quantile,2026-05-02,01,wk inc covid hosp
2026-05-23,84.602733,0.45,3,quantile,2026-05-02,01,wk inc covid hosp
2026-04-25,68.94991,0.5,-1,quantile,2026-05-02,01,wk inc covid hosp
2026-05-02,75.204327,0.5,0,quantile,2026-05-02,01,wk inc covid hosp
