reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.01,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.025,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.05,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.1,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.15,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.2,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.25,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.3,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.35,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.4,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.45,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.5,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.55,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.6,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.65,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.7,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.75,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.8,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.85,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.9,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.95,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.975,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,01,quantile,0.99,30
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.01,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.025,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.05,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.1,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.15,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.2,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.25,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.3,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.35,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.4,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.45,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.5,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.55,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.6,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.65,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.7,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.75,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.8,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.85,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.9,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.95,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.975,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,02,quantile,0.99,0
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.01,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.025,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.05,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.1,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.15,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.2,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.25,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.3,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.35,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.4,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.45,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.5,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.55,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.6,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.65,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.7,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.75,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.8,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.85,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.9,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.95,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.975,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,04,quantile,0.99,32
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.01,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.025,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.05,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.1,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.15,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.2,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.25,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.3,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.35,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.4,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.45,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.5,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.55,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.6,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.65,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.7,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.75,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.8,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.85,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.9,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.95,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.975,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,05,quantile,0.99,3
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.01,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.025,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.05,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.1,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.15,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.2,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.25,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.3,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.35,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.4,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.45,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.5,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.55,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.6,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.65,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.7,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.75,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.8,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.85,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.9,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.95,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.975,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,06,quantile,0.99,104
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.01,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.025,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.05,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.1,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.15,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.2,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.25,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.3,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.35,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.4,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.45,7
2026-06-06,-1,wk inc covid hosp,2026-05-30,08,quantile,0.5,7
