reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.01,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.025,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.05,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.1,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.15,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.2,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.25,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.3,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.35,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.4,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.45,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.5,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.55,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.6,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.65,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.7,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.75,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.8,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.85,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.9,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.95,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.975,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,01,quantile,0.99,47
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.01,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.025,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.05,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.1,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.15,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.2,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.25,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.3,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.35,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.4,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.45,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.5,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.55,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.6,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.65,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.7,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.75,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.8,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.85,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.9,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.95,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.975,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,02,quantile,0.99,2
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.01,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.025,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.05,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.1,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.15,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.2,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.25,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.3,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.35,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.4,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.45,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.5,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.55,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.6,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.65,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.7,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.75,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.8,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.85,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.9,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.95,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.975,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,04,quantile,0.99,24
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.01,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.025,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.05,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.1,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.15,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.2,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.25,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.3,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.35,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.4,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.45,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.5,4
2026-05-16,-1,wk inc covid hosp,2026-05-09,05,quantile,0.55,4
