location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,16.342617844299678,2026-04-04,2026-04-04,quantile,wk inc covid hosp
02,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
04,0,0.01,2.801397758947647,2026-04-04,2026-04-04,quantile,wk inc covid hosp
05,0,0.01,6.418695510815147,2026-04-04,2026-04-04,quantile,wk inc covid hosp
06,0,0.01,39.33722554124385,2026-04-04,2026-04-04,quantile,wk inc covid hosp
08,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
09,0,0.01,2.803445222405282,2026-04-04,2026-04-04,quantile,wk inc covid hosp
10,0,0.01,0.3590632234108345,2026-04-04,2026-04-04,quantile,wk inc covid hosp
11,0,0.01,3.7954054624817144,2026-04-04,2026-04-04,quantile,wk inc covid hosp
12,0,0.01,10.42783441784828,2026-04-04,2026-04-04,quantile,wk inc covid hosp
13,0,0.01,20.274344499468132,2026-04-04,2026-04-04,quantile,wk inc covid hosp
15,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
16,0,0.01,0.034649935194751236,2026-04-04,2026-04-04,quantile,wk inc covid hosp
17,0,0.01,18.45852374118029,2026-04-04,2026-04-04,quantile,wk inc covid hosp
18,0,0.01,24.659848974030435,2026-04-04,2026-04-04,quantile,wk inc covid hosp
19,0,0.01,1.0465358099402338,2026-04-04,2026-04-04,quantile,wk inc covid hosp
20,0,0.01,7.843698780031253,2026-04-04,2026-04-04,quantile,wk inc covid hosp
21,0,0.01,2.554223024975929,2026-04-04,2026-04-04,quantile,wk inc covid hosp
22,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
23,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
24,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
25,0,0.01,13.310226200410538,2026-04-04,2026-04-04,quantile,wk inc covid hosp
26,0,0.01,20.930381859122758,2026-04-04,2026-04-04,quantile,wk inc covid hosp
27,0,0.01,3.6898356494322138,2026-04-04,2026-04-04,quantile,wk inc covid hosp
28,0,0.01,5.473331609763126,2026-04-04,2026-04-04,quantile,wk inc covid hosp
29,0,0.01,11.230998364232029,2026-04-04,2026-04-04,quantile,wk inc covid hosp
30,0,0.01,3.9587226359846746,2026-04-04,2026-04-04,quantile,wk inc covid hosp
31,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
32,0,0.01,0.0036069478761795257,2026-04-04,2026-04-04,quantile,wk inc covid hosp
33,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
34,0,0.01,24.520506727213036,2026-04-04,2026-04-04,quantile,wk inc covid hosp
35,0,0.01,1.5629036384439352,2026-04-04,2026-04-04,quantile,wk inc covid hosp
36,0,0.01,80.27428233648303,2026-04-04,2026-04-04,quantile,wk inc covid hosp
37,0,0.01,39.792705397880475,2026-04-04,2026-04-04,quantile,wk inc covid hosp
38,0,0.01,2.022689306258236,2026-04-04,2026-04-04,quantile,wk inc covid hosp
39,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
40,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
41,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
42,0,0.01,81.41620142273726,2026-04-04,2026-04-04,quantile,wk inc covid hosp
44,0,0.01,1.407065817803985,2026-04-04,2026-04-04,quantile,wk inc covid hosp
45,0,0.01,0.4914458610288024,2026-04-04,2026-04-04,quantile,wk inc covid hosp
46,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
47,0,0.01,16.205714395993546,2026-04-04,2026-04-04,quantile,wk inc covid hosp
48,0,0.01,10.508963822907534,2026-04-04,2026-04-04,quantile,wk inc covid hosp
49,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
50,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
51,0,0.01,7.763559358036502,2026-04-04,2026-04-04,quantile,wk inc covid hosp
53,0,0.01,5.464499242576229,2026-04-04,2026-04-04,quantile,wk inc covid hosp
54,0,0.01,6.713121921815517,2026-04-04,2026-04-04,quantile,wk inc covid hosp
55,0,0.01,7.212888907040378,2026-04-04,2026-04-04,quantile,wk inc covid hosp
56,0,0.01,2.788912375215614,2026-04-04,2026-04-04,quantile,wk inc covid hosp
72,0,0.01,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
US,0,0.01,951.7255919117727,2026-04-04,2026-04-04,quantile,wk inc covid hosp
01,0,0.025,20.08062164371123,2026-04-04,2026-04-04,quantile,wk inc covid hosp
02,0,0.025,0.3226453285609389,2026-04-04,2026-04-04,quantile,wk inc covid hosp
04,0,0.025,5.78391392005736,2026-04-04,2026-04-04,quantile,wk inc covid hosp
05,0,0.025,8.580337413170689,2026-04-04,2026-04-04,quantile,wk inc covid hosp
06,0,0.025,50.54105221708194,2026-04-04,2026-04-04,quantile,wk inc covid hosp
08,0,0.025,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
09,0,0.025,5.947262065664662,2026-04-04,2026-04-04,quantile,wk inc covid hosp
10,0,0.025,1.2255004957410895,2026-04-04,2026-04-04,quantile,wk inc covid hosp
11,0,0.025,5.026913117823245,2026-04-04,2026-04-04,quantile,wk inc covid hosp
12,0,0.025,22.303703003841395,2026-04-04,2026-04-04,quantile,wk inc covid hosp
13,0,0.025,23.78818599379998,2026-04-04,2026-04-04,quantile,wk inc covid hosp
15,0,0.025,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
16,0,0.025,0.9794152013147719,2026-04-04,2026-04-04,quantile,wk inc covid hosp
17,0,0.025,24.48988112758807,2026-04-04,2026-04-04,quantile,wk inc covid hosp
18,0,0.025,28.483923353716772,2026-04-04,2026-04-04,quantile,wk inc covid hosp
19,0,0.025,2.9269024414829152,2026-04-04,2026-04-04,quantile,wk inc covid hosp
20,0,0.025,10.3018360411994,2026-04-04,2026-04-04,quantile,wk inc covid hosp
21,0,0.025,5.265330083416143,2026-04-04,2026-04-04,quantile,wk inc covid hosp
22,0,0.025,1.6487594551516496,2026-04-04,2026-04-04,quantile,wk inc covid hosp
23,0,0.025,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
24,0,0.025,1.0880634475209445,2026-04-04,2026-04-04,quantile,wk inc covid hosp
25,0,0.025,15.84573416534446,2026-04-04,2026-04-04,quantile,wk inc covid hosp
26,0,0.025,27.87598654102588,2026-04-04,2026-04-04,quantile,wk inc covid hosp
27,0,0.025,6.304260971099842,2026-04-04,2026-04-04,quantile,wk inc covid hosp
28,0,0.025,8.29760727514099,2026-04-04,2026-04-04,quantile,wk inc covid hosp
29,0,0.025,15.609897798497467,2026-04-04,2026-04-04,quantile,wk inc covid hosp
30,0,0.025,5.581598109744304,2026-04-04,2026-04-04,quantile,wk inc covid hosp
31,0,0.025,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
32,0,0.025,1.3516956943513878,2026-04-04,2026-04-04,quantile,wk inc covid hosp
33,0,0.025,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
34,0,0.025,30.31702577387246,2026-04-04,2026-04-04,quantile,wk inc covid hosp
35,0,0.025,2.7941542473809333,2026-04-04,2026-04-04,quantile,wk inc covid hosp
36,0,0.025,91.11592005532661,2026-04-04,2026-04-04,quantile,wk inc covid hosp
37,0,0.025,46.64221103892073,2026-04-04,2026-04-04,quantile,wk inc covid hosp
38,0,0.025,2.8052593672624413,2026-04-04,2026-04-04,quantile,wk inc covid hosp
39,0,0.025,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
40,0,0.025,0.870414057948949,2026-04-04,2026-04-04,quantile,wk inc covid hosp
41,0,0.025,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
42,0,0.025,97.86925541074507,2026-04-04,2026-04-04,quantile,wk inc covid hosp
44,0,0.025,2.6224654174666577,2026-04-04,2026-04-04,quantile,wk inc covid hosp
45,0,0.025,3.4686807965088775,2026-04-04,2026-04-04,quantile,wk inc covid hosp
46,0,0.025,0.48093000088995586,2026-04-04,2026-04-04,quantile,wk inc covid hosp
47,0,0.025,20.530936834874186,2026-04-04,2026-04-04,quantile,wk inc covid hosp
48,0,0.025,20.75322434530413,2026-04-04,2026-04-04,quantile,wk inc covid hosp
49,0,0.025,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
50,0,0.025,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
51,0,0.025,11.094460680199122,2026-04-04,2026-04-04,quantile,wk inc covid hosp
53,0,0.025,8.257469530470285,2026-04-04,2026-04-04,quantile,wk inc covid hosp
54,0,0.025,8.749753087769713,2026-04-04,2026-04-04,quantile,wk inc covid hosp
55,0,0.025,10.283060503429125,2026-04-04,2026-04-04,quantile,wk inc covid hosp
56,0,0.025,3.783051971801125,2026-04-04,2026-04-04,quantile,wk inc covid hosp
72,0,0.025,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
US,0,0.025,1093.860840229549,2026-04-04,2026-04-04,quantile,wk inc covid hosp
01,0,0.05,23.366280599316937,2026-04-04,2026-04-04,quantile,wk inc covid hosp
02,0,0.05,0.9764684541549373,2026-04-04,2026-04-04,quantile,wk inc covid hosp
04,0,0.05,8.37259032424367,2026-04-04,2026-04-04,quantile,wk inc covid hosp
05,0,0.05,10.860503667605022,2026-04-04,2026-04-04,quantile,wk inc covid hosp
06,0,0.05,61.382709010672016,2026-04-04,2026-04-04,quantile,wk inc covid hosp
08,0,0.05,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
09,0,0.05,9.098603466651527,2026-04-04,2026-04-04,quantile,wk inc covid hosp
10,0,0.05,1.8581323014908733,2026-04-04,2026-04-04,quantile,wk inc covid hosp
11,0,0.05,6.177810108692554,2026-04-04,2026-04-04,quantile,wk inc covid hosp
12,0,0.05,34.206956169926436,2026-04-04,2026-04-04,quantile,wk inc covid hosp
13,0,0.05,27.60673362065467,2026-04-04,2026-04-04,quantile,wk inc covid hosp
15,0,0.05,0.0,2026-04-04,2026-04-04,quantile,wk inc covid hosp
16,0,0.05,1.8587063802206336,2026-04-04,2026-04-04,quantile,wk inc covid hosp
17,0,0.05,29.393893744475335,2026-04-04,2026-04-04,quantile,wk inc covid hosp
18,0,0.05,32.78768945023248,2026-04-04,2026-04-04,quantile,wk inc covid hosp
19,0,0.05,4.38469433951273,2026-04-04,2026-04-04,quantile,wk inc covid hosp
20,0,0.05,12.495149199563894,2026-04-04,2026-04-04,quantile,wk inc covid hosp
