location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,10.441560608206466,2026-07-11,2026-07-11,quantile,wk inc covid hosp
02,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
04,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
05,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
06,0,0.01,71.78821609184895,2026-07-11,2026-07-11,quantile,wk inc covid hosp
08,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
09,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
10,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
11,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
12,0,0.01,41.391891107490395,2026-07-11,2026-07-11,quantile,wk inc covid hosp
13,0,0.01,1.258566227338343,2026-07-11,2026-07-11,quantile,wk inc covid hosp
15,0,0.01,0.4408991417158256,2026-07-11,2026-07-11,quantile,wk inc covid hosp
16,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
17,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
18,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
19,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
20,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
21,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
22,0,0.01,12.251379196391131,2026-07-11,2026-07-11,quantile,wk inc covid hosp
23,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
24,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
25,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
26,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
27,0,0.01,0.0,2026-07-11,2026-07-11,quantile,wk inc covid hosp
