location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,8.930527875091283,2026-06-06,2026-06-06,quantile,wk inc covid hosp
02,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
04,0,0.01,5.969705288890916,2026-06-06,2026-06-06,quantile,wk inc covid hosp
05,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
06,0,0.01,36.12514792140732,2026-06-06,2026-06-06,quantile,wk inc covid hosp
08,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
09,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
10,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
11,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
12,0,0.01,2.783983844501644,2026-06-06,2026-06-06,quantile,wk inc covid hosp
13,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
15,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
16,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
17,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
18,0,0.01,0.2717587182830393,2026-06-06,2026-06-06,quantile,wk inc covid hosp
19,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
20,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
21,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
22,0,0.01,8.260060100156599,2026-06-06,2026-06-06,quantile,wk inc covid hosp
23,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
24,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
25,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
26,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
27,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
28,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
29,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
30,0,0.01,2.517920334006827,2026-06-06,2026-06-06,quantile,wk inc covid hosp
31,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
32,0,0.01,0.330613876406408,2026-06-06,2026-06-06,quantile,wk inc covid hosp
33,0,0.01,1.248156193852945,2026-06-06,2026-06-06,quantile,wk inc covid hosp
34,0,0.01,7.529672038238107,2026-06-06,2026-06-06,quantile,wk inc covid hosp
35,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
36,0,0.01,18.4831506180064,2026-06-06,2026-06-06,quantile,wk inc covid hosp
37,0,0.01,10.680301427281014,2026-06-06,2026-06-06,quantile,wk inc covid hosp
38,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
39,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
40,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
41,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
42,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
44,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
45,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
46,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
47,0,0.01,8.873765332121051,2026-06-06,2026-06-06,quantile,wk inc covid hosp
48,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
49,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
50,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
51,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
53,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
54,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
55,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
56,0,0.01,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
72,0,0.01,11.688625921573701,2026-06-06,2026-06-06,quantile,wk inc covid hosp
US,0,0.01,323.8047501803929,2026-06-06,2026-06-06,quantile,wk inc covid hosp
01,0,0.025,11.867082988559849,2026-06-06,2026-06-06,quantile,wk inc covid hosp
02,0,0.025,0.0,2026-06-06,2026-06-06,quantile,wk inc covid hosp
