location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,15.085120889579905,2026-05-30,2026-05-30,quantile,wk inc covid hosp
02,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
04,0,0.01,4.53245358049976,2026-05-30,2026-05-30,quantile,wk inc covid hosp
05,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
06,0,0.01,63.45880930924662,2026-05-30,2026-05-30,quantile,wk inc covid hosp
08,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
09,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
10,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
11,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
12,0,0.01,3.2682401997665678,2026-05-30,2026-05-30,quantile,wk inc covid hosp
13,0,0.01,12.052070920602192,2026-05-30,2026-05-30,quantile,wk inc covid hosp
15,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
16,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
17,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
18,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
19,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
20,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
21,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
22,0,0.01,10.314047777639386,2026-05-30,2026-05-30,quantile,wk inc covid hosp
23,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
24,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
25,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
26,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
27,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
28,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
29,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
30,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
31,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
32,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
33,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
34,0,0.01,8.345468626257777,2026-05-30,2026-05-30,quantile,wk inc covid hosp
35,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
36,0,0.01,23.11437186860282,2026-05-30,2026-05-30,quantile,wk inc covid hosp
37,0,0.01,31.36410143176428,2026-05-30,2026-05-30,quantile,wk inc covid hosp
38,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
39,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
40,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
41,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
42,0,0.01,5.030304365590833,2026-05-30,2026-05-30,quantile,wk inc covid hosp
44,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
45,0,0.01,8.615312886230669,2026-05-30,2026-05-30,quantile,wk inc covid hosp
46,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
47,0,0.01,1.1894164123945123,2026-05-30,2026-05-30,quantile,wk inc covid hosp
48,0,0.01,2.8888344279675455,2026-05-30,2026-05-30,quantile,wk inc covid hosp
49,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
50,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
51,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
53,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
54,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
55,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
56,0,0.01,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
72,0,0.01,7.870427981194858,2026-05-30,2026-05-30,quantile,wk inc covid hosp
US,0,0.01,433.55797579746536,2026-05-30,2026-05-30,quantile,wk inc covid hosp
01,0,0.025,18.567728173885374,2026-05-30,2026-05-30,quantile,wk inc covid hosp
02,0,0.025,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
04,0,0.025,7.544040591713373,2026-05-30,2026-05-30,quantile,wk inc covid hosp
05,0,0.025,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
06,0,0.025,76.24929419786953,2026-05-30,2026-05-30,quantile,wk inc covid hosp
08,0,0.025,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
09,0,0.025,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
10,0,0.025,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
11,0,0.025,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
12,0,0.025,13.704935510524097,2026-05-30,2026-05-30,quantile,wk inc covid hosp
13,0,0.025,15.289211089849575,2026-05-30,2026-05-30,quantile,wk inc covid hosp
15,0,0.025,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
16,0,0.025,0.4290117638694823,2026-05-30,2026-05-30,quantile,wk inc covid hosp
17,0,0.025,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
18,0,0.025,0.0,2026-05-30,2026-05-30,quantile,wk inc covid hosp
