location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,9.484439844397265,2026-06-13,2026-06-13,quantile,wk inc covid hosp
02,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
04,0,0.01,2.5403393634587697,2026-06-13,2026-06-13,quantile,wk inc covid hosp
05,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
06,0,0.01,57.95786939958234,2026-06-13,2026-06-13,quantile,wk inc covid hosp
08,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
09,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
10,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
11,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
12,0,0.01,9.291702426379086,2026-06-13,2026-06-13,quantile,wk inc covid hosp
13,0,0.01,0.816608663291017,2026-06-13,2026-06-13,quantile,wk inc covid hosp
15,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
16,0,0.01,0.5059095015838779,2026-06-13,2026-06-13,quantile,wk inc covid hosp
17,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
18,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
19,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
20,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
21,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
22,0,0.01,7.782166840363083,2026-06-13,2026-06-13,quantile,wk inc covid hosp
23,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
24,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
25,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
26,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
27,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
28,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
29,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
30,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
31,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
32,0,0.01,1.3474043581582458,2026-06-13,2026-06-13,quantile,wk inc covid hosp
33,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
34,0,0.01,6.784252620708097,2026-06-13,2026-06-13,quantile,wk inc covid hosp
35,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
36,0,0.01,2.2377285572973635,2026-06-13,2026-06-13,quantile,wk inc covid hosp
37,0,0.01,9.161323691018632,2026-06-13,2026-06-13,quantile,wk inc covid hosp
38,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
39,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
40,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
41,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
42,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
44,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
45,0,0.01,0.9087259561636161,2026-06-13,2026-06-13,quantile,wk inc covid hosp
46,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
47,0,0.01,2.9018452815037574,2026-06-13,2026-06-13,quantile,wk inc covid hosp
48,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
49,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
50,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
51,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
53,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
54,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
55,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
56,0,0.01,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
72,0,0.01,3.0848179266517888,2026-06-13,2026-06-13,quantile,wk inc covid hosp
US,0,0.01,266.1566536027463,2026-06-13,2026-06-13,quantile,wk inc covid hosp
01,0,0.025,12.465209706375873,2026-06-13,2026-06-13,quantile,wk inc covid hosp
02,0,0.025,0.0,2026-06-13,2026-06-13,quantile,wk inc covid hosp
04,0,0.025,5.568554157691842,2026-06-13,2026-06-13,quantile,wk inc covid hosp
