location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,25.67555669174372,2026-03-28,2026-03-28,quantile,wk inc covid hosp
02,0,0.01,1.1190078344267396,2026-03-28,2026-03-28,quantile,wk inc covid hosp
04,0,0.01,3.038659398379445,2026-03-28,2026-03-28,quantile,wk inc covid hosp
05,0,0.01,7.113436405595269,2026-03-28,2026-03-28,quantile,wk inc covid hosp
06,0,0.01,98.4529425411933,2026-03-28,2026-03-28,quantile,wk inc covid hosp
08,0,0.01,11.38141239592333,2026-03-28,2026-03-28,quantile,wk inc covid hosp
09,0,0.01,4.278090472149764,2026-03-28,2026-03-28,quantile,wk inc covid hosp
10,0,0.01,5.4203394983123,2026-03-28,2026-03-28,quantile,wk inc covid hosp
11,0,0.01,3.024085617259326,2026-03-28,2026-03-28,quantile,wk inc covid hosp
12,0,0.01,37.9536389552304,2026-03-28,2026-03-28,quantile,wk inc covid hosp
13,0,0.01,36.48345799585175,2026-03-28,2026-03-28,quantile,wk inc covid hosp
15,0,0.01,0.0,2026-03-28,2026-03-28,quantile,wk inc covid hosp
16,0,0.01,3.3365344738930953,2026-03-28,2026-03-28,quantile,wk inc covid hosp
17,0,0.01,80.62255604419927,2026-03-28,2026-03-28,quantile,wk inc covid hosp
18,0,0.01,47.91420798010139,2026-03-28,2026-03-28,quantile,wk inc covid hosp
19,0,0.01,9.036878901673646,2026-03-28,2026-03-28,quantile,wk inc covid hosp
20,0,0.01,10.190697408069314,2026-03-28,2026-03-28,quantile,wk inc covid hosp
21,0,0.01,15.184333273952893,2026-03-28,2026-03-28,quantile,wk inc covid hosp
22,0,0.01,15.721799113237243,2026-03-28,2026-03-28,quantile,wk inc covid hosp
23,0,0.01,0.0,2026-03-28,2026-03-28,quantile,wk inc covid hosp
24,0,0.01,47.3128365981189,2026-03-28,2026-03-28,quantile,wk inc covid hosp
25,0,0.01,31.585864883964625,2026-03-28,2026-03-28,quantile,wk inc covid hosp
26,0,0.01,67.81593284438006,2026-03-28,2026-03-28,quantile,wk inc covid hosp
27,0,0.01,48.684021232305724,2026-03-28,2026-03-28,quantile,wk inc covid hosp
28,0,0.01,4.389615872932645,2026-03-28,2026-03-28,quantile,wk inc covid hosp
29,0,0.01,21.674914468993336,2026-03-28,2026-03-28,quantile,wk inc covid hosp
30,0,0.01,2.7156127301467965,2026-03-28,2026-03-28,quantile,wk inc covid hosp
31,0,0.01,3.734836999492408,2026-03-28,2026-03-28,quantile,wk inc covid hosp
32,0,0.01,0.060379944584593725,2026-03-28,2026-03-28,quantile,wk inc covid hosp
33,0,0.01,8.908879375930216,2026-03-28,2026-03-28,quantile,wk inc covid hosp
34,0,0.01,75.72805159135652,2026-03-28,2026-03-28,quantile,wk inc covid hosp
35,0,0.01,1.7998733318307836,2026-03-28,2026-03-28,quantile,wk inc covid hosp
36,0,0.01,181.7293751912049,2026-03-28,2026-03-28,quantile,wk inc covid hosp
37,0,0.01,116.48779549846238,2026-03-28,2026-03-28,quantile,wk inc covid hosp
38,0,0.01,9.503074046643938,2026-03-28,2026-03-28,quantile,wk inc covid hosp
39,0,0.01,55.77589659396908,2026-03-28,2026-03-28,quantile,wk inc covid hosp
40,0,0.01,29.406524922351828,2026-03-28,2026-03-28,quantile,wk inc covid hosp
41,0,0.01,0.0,2026-03-28,2026-03-28,quantile,wk inc covid hosp
42,0,0.01,219.67915852245824,2026-03-28,2026-03-28,quantile,wk inc covid hosp
44,0,0.01,2.9574441085087484,2026-03-28,2026-03-28,quantile,wk inc covid hosp
45,0,0.01,35.99259549924667,2026-03-28,2026-03-28,quantile,wk inc covid hosp
46,0,0.01,0.0,2026-03-28,2026-03-28,quantile,wk inc covid hosp
47,0,0.01,34.38406145705355,2026-03-28,2026-03-28,quantile,wk inc covid hosp
48,0,0.01,50.5663392427189,2026-03-28,2026-03-28,quantile,wk inc covid hosp
