location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,33.067017151794616,2026-03-21,2026-03-21,quantile,wk inc covid hosp
02,0,0.01,0.0,2026-03-21,2026-03-21,quantile,wk inc covid hosp
04,0,0.01,18.075403493360582,2026-03-21,2026-03-21,quantile,wk inc covid hosp
05,0,0.01,14.274172052272933,2026-03-21,2026-03-21,quantile,wk inc covid hosp
06,0,0.01,88.10499662522341,2026-03-21,2026-03-21,quantile,wk inc covid hosp
08,0,0.01,26.685645033749992,2026-03-21,2026-03-21,quantile,wk inc covid hosp
09,0,0.01,7.324969618370022,2026-03-21,2026-03-21,quantile,wk inc covid hosp
10,0,0.01,2.3578967502106774,2026-03-21,2026-03-21,quantile,wk inc covid hosp
11,0,0.01,0.0,2026-03-21,2026-03-21,quantile,wk inc covid hosp
12,0,0.01,53.150428946105706,2026-03-21,2026-03-21,quantile,wk inc covid hosp
13,0,0.01,28.658827219554265,2026-03-21,2026-03-21,quantile,wk inc covid hosp
15,0,0.01,0.0,2026-03-21,2026-03-21,quantile,wk inc covid hosp
16,0,0.01,0.0,2026-03-21,2026-03-21,quantile,wk inc covid hosp
17,0,0.01,109.24150568802118,2026-03-21,2026-03-21,quantile,wk inc covid hosp
18,0,0.01,74.02273141214765,2026-03-21,2026-03-21,quantile,wk inc covid hosp
19,0,0.01,15.224216510519572,2026-03-21,2026-03-21,quantile,wk inc covid hosp
20,0,0.01,12.1993585044838,2026-03-21,2026-03-21,quantile,wk inc covid hosp
21,0,0.01,31.579186983331862,2026-03-21,2026-03-21,quantile,wk inc covid hosp
22,0,0.01,19.384738911896356,2026-03-21,2026-03-21,quantile,wk inc covid hosp
23,0,0.01,1.8112762485502325,2026-03-21,2026-03-21,quantile,wk inc covid hosp
24,0,0.01,41.28356245158814,2026-03-21,2026-03-21,quantile,wk inc covid hosp
25,0,0.01,37.85638093906161,2026-03-21,2026-03-21,quantile,wk inc covid hosp
26,0,0.01,75.84965834372852,2026-03-21,2026-03-21,quantile,wk inc covid hosp
27,0,0.01,53.21235302538975,2026-03-21,2026-03-21,quantile,wk inc covid hosp
28,0,0.01,7.8473241864699785,2026-03-21,2026-03-21,quantile,wk inc covid hosp
29,0,0.01,26.776254340393642,2026-03-21,2026-03-21,quantile,wk inc covid hosp
30,0,0.01,0.0,2026-03-21,2026-03-21,quantile,wk inc covid hosp
31,0,0.01,6.168173425514442,2026-03-21,2026-03-21,quantile,wk inc covid hosp
32,0,0.01,3.1816777122167985,2026-03-21,2026-03-21,quantile,wk inc covid hosp
33,0,0.01,3.687436045105725,2026-03-21,2026-03-21,quantile,wk inc covid hosp
34,0,0.01,83.32334089343352,2026-03-21,2026-03-21,quantile,wk inc covid hosp
35,0,0.01,5.33757831374558,2026-03-21,2026-03-21,quantile,wk inc covid hosp
36,0,0.01,165.13180725209742,2026-03-21,2026-03-21,quantile,wk inc covid hosp
37,0,0.01,115.61254243016175,2026-03-21,2026-03-21,quantile,wk inc covid hosp
38,0,0.01,5.837184818583131,2026-03-21,2026-03-21,quantile,wk inc covid hosp
39,0,0.01,107.48519722504301,2026-03-21,2026-03-21,quantile,wk inc covid hosp
40,0,0.01,24.530882005061233,2026-03-21,2026-03-21,quantile,wk inc covid hosp
41,0,0.01,0.0,2026-03-21,2026-03-21,quantile,wk inc covid hosp
42,0,0.01,145.50006377255272,2026-03-21,2026-03-21,quantile,wk inc covid hosp
44,0,0.01,2.3421819503934183,2026-03-21,2026-03-21,quantile,wk inc covid hosp
45,0,0.01,31.781710488644755,2026-03-21,2026-03-21,quantile,wk inc covid hosp
46,0,0.01,2.569068383802685,2026-03-21,2026-03-21,quantile,wk inc covid hosp
47,0,0.01,30.571112485372588,2026-03-21,2026-03-21,quantile,wk inc covid hosp
48,0,0.01,74.02341806456427,2026-03-21,2026-03-21,quantile,wk inc covid hosp
49,0,0.01,0.0,2026-03-21,2026-03-21,quantile,wk inc covid hosp
50,0,0.01,1.7617831977580594,2026-03-21,2026-03-21,quantile,wk inc covid hosp
51,0,0.01,88.0535612600685,2026-03-21,2026-03-21,quantile,wk inc covid hosp
