location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,33.065423296354794,2026-05-02,2026-05-02,quantile,wk inc covid hosp
02,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
04,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
05,0,0.01,0.8618781095946053,2026-05-02,2026-05-02,quantile,wk inc covid hosp
06,0,0.01,61.60379398758969,2026-05-02,2026-05-02,quantile,wk inc covid hosp
08,0,0.01,0.8161565327446277,2026-05-02,2026-05-02,quantile,wk inc covid hosp
09,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
10,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
11,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
12,0,0.01,9.489219649917715,2026-05-02,2026-05-02,quantile,wk inc covid hosp
13,0,0.01,26.826609768305495,2026-05-02,2026-05-02,quantile,wk inc covid hosp
15,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
16,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
17,0,0.01,22.32911534069189,2026-05-02,2026-05-02,quantile,wk inc covid hosp
18,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
19,0,0.01,0.1703597886166563,2026-05-02,2026-05-02,quantile,wk inc covid hosp
20,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
21,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
22,0,0.01,11.378090414825254,2026-05-02,2026-05-02,quantile,wk inc covid hosp
23,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
24,0,0.01,1.945382853017684,2026-05-02,2026-05-02,quantile,wk inc covid hosp
25,0,0.01,6.15016043818808,2026-05-02,2026-05-02,quantile,wk inc covid hosp
26,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
27,0,0.01,9.679182941694133,2026-05-02,2026-05-02,quantile,wk inc covid hosp
28,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
29,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
30,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc covid hosp
