location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,41.947317823933055
02,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
04,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,39.69594283979306
05,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
06,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,387.29858750762156
08,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,5.336558525183198
09,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
10,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
11,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
12,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,196.20973852225592
13,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,78.44984917532554
15,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,13.488562250970784
16,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,4.88810139664987
17,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,7.366581762851054
18,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
19,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
20,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
21,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.17811328444551952
22,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,37.93996909735983
23,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
24,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
25,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,9.975601915420171
26,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
27,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,2.8944822605264617
28,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,8.972051984958792
29,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,11.838636002033283
30,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
31,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0731818947133771
32,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,1.8665731863312314
33,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
34,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,48.35914710581969
35,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,3.449376185901698
36,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,131.28039028616104
37,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,80.05819658020076
38,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,0.0
39,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,11.77956706815442
40,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,3.259129585988041
41,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,5.207508708277629
42,2026-09-05,0,2026-09-05,wk inc covid hosp,quantile,0.01,16.20182676408718
