location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,55.628035776692165
02,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.43766488226915296
04,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,46.49384761917192
05,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,1.7089592083977574
06,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,694.4658150904675
08,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,6.651718063516265
09,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
10,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,4.486008716968407
11,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.37220135037529306
12,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,295.6075702017151
13,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,40.64105389203194
15,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,14.448300556679708
16,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,2.6980869000948093
17,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,14.352282508545011
18,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,13.081385727619255
19,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,2.067595837736572
20,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
21,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,4.854666090105947
22,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,29.929221016638884
23,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
24,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,4.587371021690616
25,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,4.632154906487255
26,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
27,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,2.990560589882228
28,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,16.032081987874285
29,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,25.8121002858986
30,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.36996905021717225
31,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
32,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,21.25997107190326
33,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
34,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,48.90338302038499
35,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,5.198518429906696
36,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,130.98123614179676
37,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,117.70817631676842
38,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
39,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,31.192282814242454
40,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,10.446096660811625
41,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,6.201815337432967
42,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,53.731682390839474
44,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.42398989931296
45,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,45.36641468504936
46,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
47,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,41.83048075961572
48,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,311.1485448897353
49,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.9336885369439809
50,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
51,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,11.650852464995381
53,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,59.0102366223297
54,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.905735798207695
55,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
56,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,0.0
72,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,42.88543415953104
US,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.01,2941.3670786384755
01,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,47.52318570716567
02,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
04,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,36.783067540598815
05,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
06,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,642.1030749158872
08,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,1.9956859279944352
09,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
10,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,2.5983216929326933
11,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
12,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,212.31864418430686
13,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,24.088066502592756
15,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,11.058756372302765
16,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.2830459092866588
17,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,6.039119971243387
18,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,6.344713632539842
19,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.43530393130792866
20,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
21,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.498693368619891
22,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,19.339027455880075
23,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
24,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
25,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
26,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
27,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
28,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,10.040841279774748
29,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,18.59306212183936
30,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
31,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
32,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,18.09672020714818
33,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
34,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,34.83423282283636
35,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,2.70586458415493
36,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,112.61672239127734
37,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,101.20883458363838
38,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
39,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,18.94454928221951
40,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,5.342566895567222
41,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,1.5049906945847915
42,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,39.43330098530342
44,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
45,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,37.44519838601166
46,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
47,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,29.38015095834882
48,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,224.79628958022482
49,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
50,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
51,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,5.068008156587406
53,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,50.64313663239277
54,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
55,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
56,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,0.0
72,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,27.8444938224459
US,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.01,2695.3245574043854
01,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,37.17984634443936
02,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
04,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,24.304473407837268
05,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
06,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,592.3609513527331
08,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.09521248804989488
09,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
10,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,1.8188516684923108
11,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
12,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,130.16458451698884
13,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,13.55188423747891
15,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,6.408282678481421
16,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
17,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
18,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,1.772153741752067
19,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
20,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
21,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
22,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,13.204831891112867
23,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
24,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
25,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
26,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
27,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
28,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,5.41455320243039
29,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,17.355953278210002
30,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
31,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
32,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,13.372289165863224
33,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
34,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,16.953860045566
35,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
36,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,94.43763129395954
37,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,82.8234929217061
38,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
39,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,15.30134782352281
40,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,2.4174236893371175
41,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.39444061151948034
42,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,27.85129285806003
44,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
45,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,31.475213557067324
46,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
47,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,20.422256346519987
48,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,159.92292299037152
49,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
50,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
51,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,1.5050482126943083
53,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,44.26221551532824
54,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
55,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
56,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,0.0
72,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,17.13628462881512
US,2026-09-19,2,2026-10-03,wk inc covid hosp,quantile,0.01,2544.456971821984
01,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,30.049474460696903
02,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
04,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,18.280255967626033
05,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
06,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,531.7647169878882
08,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
09,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
10,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,1.0248195044435615
11,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
12,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,108.11054636141017
13,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,5.436213280833122
15,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,4.482744974675311
16,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
17,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
18,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.189306615890521
19,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
20,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
21,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
22,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,7.921283149820595
23,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
24,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
25,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
26,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
27,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
28,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,1.628247318028045
29,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,12.402106393142901
30,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
31,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
32,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,11.867853601245296
33,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
34,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,11.12565409575257
35,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
36,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,82.23481277054917
37,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,68.42841132967706
38,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
39,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,10.499103750411422
40,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.5206614513106113
41,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
42,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,13.971957578755571
44,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
45,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,23.111616020809315
46,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
47,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,13.910562396452818
48,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,119.82817951104488
49,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
50,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
51,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
53,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,37.34478154467198
54,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
55,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
56,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,0.0
72,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,7.987645243958533
US,2026-09-19,3,2026-10-10,wk inc covid hosp,quantile,0.01,2390.3630999903085
01,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,62.51090916372542
02,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.9979686533610798
04,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,51.88312575108726
05,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,3.7677629162439197
06,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,732.4566132824691
08,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,9.658839738156717
09,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.6182476129612421
10,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,5.720653556667478
11,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,1.259746974234602
12,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,328.69390987031255
13,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,45.91468006346603
15,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,16.78539929827613
16,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,3.908129698538123
17,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,19.881711099230504
18,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,15.759504686858026
19,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,4.208638694678842
20,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.7370512043386122
21,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,8.63999632101748
22,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,35.60890254231321
23,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.0
24,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,6.721079706087925
25,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,7.506708740585897
26,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.0
27,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,4.878267874107053
28,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,19.354195474527625
29,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,29.520125958807505
30,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,1.4322085611172404
31,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.0
32,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,24.989559983258257
33,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.0
34,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,55.706195217330375
35,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,6.946509085784685
36,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,141.48061735949528
37,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,128.17606497110168
38,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.0
39,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,35.795792348501436
40,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,12.924735933671116
41,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,8.742458319086975
42,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,65.87075721796145
44,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,1.450467511166307
45,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,52.87763190615707
46,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.20015826937011774
47,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,47.906316898088946
48,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,338.8775109574797
49,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,2.9202424169932177
50,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.03636930736548284
51,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,16.0696781191323
53,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,64.45018726237394
54,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,2.120520792051905
55,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,2.2688151895559376
56,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,0.0
72,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,52.037037275341426
US,2026-09-19,0,2026-09-19,wk inc covid hosp,quantile,0.025,3165.9472333323697
01,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,55.26261066638949
02,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,0.0
04,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,44.26522142114548
05,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,0.7420400113473655
06,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,699.5096932986006
08,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,5.744126261020899
09,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,0.0
10,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,4.235808407751297
11,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,0.20146073658686478
12,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,249.19210351182062
13,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,32.99315465367461
15,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,13.481738678106568
16,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,1.960118000079091
17,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,12.046181305758891
18,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,11.538449182975071
19,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,2.406651143795628
20,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,0.0
21,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,4.3863077666881445
22,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,24.8314558249402
23,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,0.0
24,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,2.6520144459876813
25,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,2.999029884274213
26,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,0.0
27,2026-09-19,1,2026-09-26,wk inc covid hosp,quantile,0.025,2.0464165404169123
