location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,20.36176518851228,2026-04-18,2026-04-18,quantile,wk inc covid hosp
02,0,0.01,0.010397210340944232,2026-04-18,2026-04-18,quantile,wk inc covid hosp
04,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
05,0,0.01,0.5176031596366456,2026-04-18,2026-04-18,quantile,wk inc covid hosp
06,0,0.01,32.73108154760332,2026-04-18,2026-04-18,quantile,wk inc covid hosp
08,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
09,0,0.01,3.3511439408114505,2026-04-18,2026-04-18,quantile,wk inc covid hosp
10,0,0.01,0.6775964438844077,2026-04-18,2026-04-18,quantile,wk inc covid hosp
11,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
12,0,0.01,2.4233229610867766,2026-04-18,2026-04-18,quantile,wk inc covid hosp
13,0,0.01,24.063030678038718,2026-04-18,2026-04-18,quantile,wk inc covid hosp
15,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
16,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
17,0,0.01,9.89579007706077,2026-04-18,2026-04-18,quantile,wk inc covid hosp
18,0,0.01,5.000518251666186,2026-04-18,2026-04-18,quantile,wk inc covid hosp
19,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
20,0,0.01,10.637280590967444,2026-04-18,2026-04-18,quantile,wk inc covid hosp
21,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
22,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
23,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
24,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
25,0,0.01,2.2204080878641146,2026-04-18,2026-04-18,quantile,wk inc covid hosp
26,0,0.01,12.203417049582743,2026-04-18,2026-04-18,quantile,wk inc covid hosp
27,0,0.01,5.680515105568868,2026-04-18,2026-04-18,quantile,wk inc covid hosp
28,0,0.01,5.637745902829493,2026-04-18,2026-04-18,quantile,wk inc covid hosp
29,0,0.01,5.274260979613407,2026-04-18,2026-04-18,quantile,wk inc covid hosp
30,0,0.01,0.0,2026-04-18,2026-04-18,quantile,wk inc covid hosp
