location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,19.80728253802665,2026-05-16,2026-05-16,quantile,wk inc covid hosp
02,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
04,0,0.01,1.044984472143146,2026-05-16,2026-05-16,quantile,wk inc covid hosp
05,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
06,0,0.01,74.89812710058703,2026-05-16,2026-05-16,quantile,wk inc covid hosp
08,0,0.01,2.786925277215377,2026-05-16,2026-05-16,quantile,wk inc covid hosp
09,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
10,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
11,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
12,0,0.01,2.0493336173831627,2026-05-16,2026-05-16,quantile,wk inc covid hosp
13,0,0.01,4.128375701355207,2026-05-16,2026-05-16,quantile,wk inc covid hosp
15,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
16,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
17,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
18,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
19,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
20,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
21,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
22,0,0.01,7.6093905359519844,2026-05-16,2026-05-16,quantile,wk inc covid hosp
23,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
24,0,0.01,7.103271586430441,2026-05-16,2026-05-16,quantile,wk inc covid hosp
25,0,0.01,14.472291982410205,2026-05-16,2026-05-16,quantile,wk inc covid hosp
26,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
27,0,0.01,4.602898702098925,2026-05-16,2026-05-16,quantile,wk inc covid hosp
28,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
29,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
30,0,0.01,1.6189848552824109,2026-05-16,2026-05-16,quantile,wk inc covid hosp
31,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
32,0,0.01,0.9726445523914296,2026-05-16,2026-05-16,quantile,wk inc covid hosp
33,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
34,0,0.01,26.422403079835092,2026-05-16,2026-05-16,quantile,wk inc covid hosp
35,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
36,0,0.01,32.69653869549515,2026-05-16,2026-05-16,quantile,wk inc covid hosp
37,0,0.01,46.40033944628735,2026-05-16,2026-05-16,quantile,wk inc covid hosp
38,0,0.01,0.30365193959630465,2026-05-16,2026-05-16,quantile,wk inc covid hosp
39,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
40,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
41,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
42,0,0.01,34.9401667692645,2026-05-16,2026-05-16,quantile,wk inc covid hosp
44,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
45,0,0.01,6.129384873966792,2026-05-16,2026-05-16,quantile,wk inc covid hosp
46,0,0.01,0.0,2026-05-16,2026-05-16,quantile,wk inc covid hosp
