location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,11.358820340289203
02,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
04,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
05,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
06,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,90.46871106435563
08,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
09,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
10,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
11,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
12,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,60.43630061366022
13,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,1.3242296867284757
15,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.16469984343876248
16,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
17,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
18,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
19,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
20,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
21,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
22,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,13.336860385587535
23,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
24,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
25,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
26,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
27,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
28,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
29,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
30,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
31,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
32,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
33,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
34,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
35,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
36,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,12.686351897046862
37,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,6.4654935528669375
38,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
39,2026-07-18,0,2026-07-18,wk inc covid hosp,quantile,0.01,0.0
