location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,18.528008798326972
02,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
04,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,2.3877570109546395
05,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
06,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,128.22834829227074
08,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
09,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
10,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
11,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
12,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,55.28129495652941
13,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,12.823186337162484
15,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
16,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.9062280200692004
17,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,2.863049403253917
18,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
19,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
20,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
21,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
22,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,12.68965324156237
23,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
24,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
25,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
26,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
27,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
28,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,1.5004770005563561
29,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
30,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
31,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
32,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,3.0698057611955027
33,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
34,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,1.2188371821801716
35,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
36,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,20.42358097569643
37,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,17.427717628330527
38,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
39,2026-07-25,0,2026-07-25,wk inc covid hosp,quantile,0.01,0.0
