target_end_date,value,output_type_id,horizon,output_type,reference_date,location,target
2026-05-02,30.874174,0.01,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,19.21591,0.01,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,10.585863,0.01,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,4.7994773,0.01,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,2.2877541,0.01,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,34.033418,0.025,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,21.537319,0.025,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,13.776447,0.025,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,7.8638616,0.025,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,5.6760086,0.025,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,36.655942,0.05,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,25.046967,0.05,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,18.022561,0.05,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,12.6009,0.05,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,9.5222278,0.05,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,39.22895,0.1,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,29.693841,0.1,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,23.509227,0.1,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,18.609487,0.1,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,14.905828,0.1,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,41.443611,0.15,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,32.921876,0.15,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,27.070081,0.15,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,23.265397,0.15,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,20.033799,0.15,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,43.21004,0.2,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,35.572556,0.2,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,30.830876,0.2,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,27.961445,0.2,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,25.00979,0.2,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,44.578842,0.25,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,38.021213,0.25,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,33.96842,0.25,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,31.604399,0.25,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,29.048103,0.25,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,46.008517,0.3,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,40.25398,0.3,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,37.073924,0.3,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,35.028852,0.3,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,33.088732,0.3,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,47.274125,0.35,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,42.096991,0.35,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,39.526402,0.35,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,39.137028,0.35,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,38.273466,0.35,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,48.487728,0.4,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,43.842911,0.4,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,42.546765,0.4,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,42.57069,0.4,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,42.258392,0.4,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,49.957241,0.45,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,46.145865,0.45,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,45.433075,0.45,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,46.127847,0.45,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,47.144394,0.45,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,51.072509,0.5,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,47.901243,0.5,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,48.411846,0.5,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,49.419962,0.5,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,51.596837,0.5,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,52.275427,0.55,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,50.300537,0.55,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,51.812807,0.55,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,53.271795,0.55,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,56.808393,0.55,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,53.411433,0.6,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,52.75091,0.6,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,54.61594,0.6,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,57.71526,0.6,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,61.185222,0.6,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,54.752498,0.65,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,54.986994,0.65,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,58.442022,0.65,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,62.544518,0.65,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,66.025388,0.65,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,56.005823,0.7,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,57.470304,0.7,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,61.997965,0.7,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,66.640352,0.7,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,72.808588,0.7,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,57.563275,0.75,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,59.997685,0.75,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,66.5265,0.75,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,72.11994,0.75,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,79.847304,0.75,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,59.402838,0.8,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,63.025768,0.8,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,70.673059,0.8,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,78.966358,0.8,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,89.442233,0.8,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,61.778983,0.85,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,67.425593,0.85,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,76.064053,0.85,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,87.229473,0.85,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,97.865649,0.85,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,64.767001,0.9,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,72.302279,0.9,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,82.477019,0.9,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,96.746248,0.9,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,113.12725,0.9,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,69.77637,0.95,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,80.102339,0.95,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,95.141913,0.95,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,115.58331,0.95,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,132.47349,0.95,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,73.246445,0.975,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,87.38105,0.975,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,106.08826,0.975,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,129.15442,0.975,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,156.4759,0.975,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,80.365481,0.99,-1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-09,96.807431,0.99,0,quantile,2026-05-09,01,wk inc covid hosp
2026-05-16,118.00752,0.99,1,quantile,2026-05-09,01,wk inc covid hosp
2026-05-23,152.39336,0.99,2,quantile,2026-05-09,01,wk inc covid hosp
2026-05-30,177.05397,0.99,3,quantile,2026-05-09,01,wk inc covid hosp
2026-05-02,0.53988778,0.01,-1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-09,0.36606111,0.01,0,quantile,2026-05-09,02,wk inc covid hosp
2026-05-16,0.28588224,0.01,1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-23,0.18894695,0.01,2,quantile,2026-05-09,02,wk inc covid hosp
2026-05-30,0.19199562,0.01,3,quantile,2026-05-09,02,wk inc covid hosp
2026-05-02,0.78331282,0.025,-1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-09,0.5533205,0.025,0,quantile,2026-05-09,02,wk inc covid hosp
2026-05-16,0.41455599,0.025,1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-23,0.38012364,0.025,2,quantile,2026-05-09,02,wk inc covid hosp
2026-05-30,0.31094348,0.025,3,quantile,2026-05-09,02,wk inc covid hosp
2026-05-02,1.0387321,0.05,-1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-09,0.77210934,0.05,0,quantile,2026-05-09,02,wk inc covid hosp
2026-05-16,0.68032417,0.05,1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-23,0.62552129,0.05,2,quantile,2026-05-09,02,wk inc covid hosp
2026-05-30,0.51768511,0.05,3,quantile,2026-05-09,02,wk inc covid hosp
2026-05-02,1.3147504,0.1,-1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-09,1.122952,0.1,0,quantile,2026-05-09,02,wk inc covid hosp
2026-05-16,1.0713806,0.1,1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-23,0.99353259,0.1,2,quantile,2026-05-09,02,wk inc covid hosp
2026-05-30,0.98518952,0.1,3,quantile,2026-05-09,02,wk inc covid hosp
2026-05-02,1.5365487,0.15,-1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-09,1.3695581,0.15,0,quantile,2026-05-09,02,wk inc covid hosp
2026-05-16,1.3692012,0.15,1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-23,1.3318651,0.15,2,quantile,2026-05-09,02,wk inc covid hosp
2026-05-30,1.3266681,0.15,3,quantile,2026-05-09,02,wk inc covid hosp
2026-05-02,1.8078536,0.2,-1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-09,1.6352989,0.2,0,quantile,2026-05-09,02,wk inc covid hosp
2026-05-16,1.6307886,0.2,1,quantile,2026-05-09,02,wk inc covid hosp
2026-05-23,1.6386207,0.2,2,quantile,2026-05-09,02,wk inc covid hosp
