location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
Kansas,KS,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,28,40,47,56,75,28,40,47,56,75,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Kansas,KS,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,18,33,45,62,103,18,33,45,62,103,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Kansas,KS,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,11,27,43,66,136,11,27,43,66,136,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Kentucky,KY,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,63,78,88,98,120,63,78,88,98,120,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Kentucky,KY,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,46,69,85,105,149,46,69,85,105,149,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Kentucky,KY,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,34,60,82,110,182,34,60,82,110,182,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Louisiana,LA,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,43,56,64,73,91,43,56,64,73,91,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Louisiana,LA,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,30,48,61,77,117,30,48,61,77,117,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Louisiana,LA,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,21,41,58,82,146,21,41,58,82,146,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Maine,ME,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,16,22,26,30,39,16,22,26,30,39,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Maine,ME,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,12,21,27,35,56,12,21,27,35,56,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Maine,ME,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,9,19,28,42,79,9,19,28,42,79,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Maryland,MD,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,51,67,77,88,112,51,67,77,88,112,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Maryland,MD,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,36,58,75,96,147,36,58,75,96,147,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Maryland,MD,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,25,49,71,102,187,25,49,71,102,187,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Massachusetts,MA,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,282,359,409,467,584,282,359,409,467,584,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Massachusetts,MA,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,214,333,421,528,785,214,333,421,528,785,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Massachusetts,MA,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,159,303,422,581,1008,159,303,422,581,1008,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Michigan,MI,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,415,506,567,635,769,415,506,567,635,769,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Michigan,MI,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,349,504,616,749,1047,349,504,616,749,1047,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Michigan,MI,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,290,487,645,849,1339,290,487,645,849,1339,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Minnesota,MN,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,157,191,212,236,283,157,191,212,236,283,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Minnesota,MN,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,125,179,216,261,361,125,179,216,261,361,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Minnesota,MN,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,99,165,218,285,452,99,165,218,285,452,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Mississippi,MS,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,23,34,41,51,70,23,34,41,51,70,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Mississippi,MS,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,14,29,41,58,105,14,29,41,58,105,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Mississippi,MS,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,9,24,40,66,150,9,24,40,66,150,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Missouri,MO,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,135,161,178,196,232,135,161,178,196,232,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Missouri,MO,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,110,151,181,215,288,110,151,181,215,288,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Missouri,MO,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,88,140,181,230,348,88,140,181,230,348,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Montana,MT,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,10,17,22,28,42,10,17,22,28,42,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Montana,MT,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,6,14,22,34,68,6,14,22,34,68,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Montana,MT,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,3,12,22,39,95,3,12,22,39,95,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Nebraska,NE,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,24,34,41,49,67,24,34,41,49,67,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Nebraska,NE,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,16,30,43,59,100,16,30,43,59,100,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Nebraska,NE,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,10,27,43,68,145,10,27,43,68,145,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Nevada,NV,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,33,47,57,67,91,33,47,57,67,91,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Nevada,NV,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,24,44,61,84,144,24,44,61,84,144,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Nevada,NV,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,17,41,65,102,216,17,41,65,102,216,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New Hampshire,NH,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,33,44,52,61,79,33,44,52,61,79,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New Hampshire,NH,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,23,40,53,70,112,23,40,53,70,112,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New Hampshire,NH,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,16,36,53,79,155,16,36,53,79,155,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New Jersey,NJ,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,108,156,189,228,312,108,156,189,228,312,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New Jersey,NJ,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,65,124,176,248,435,65,124,176,248,435,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New Jersey,NJ,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,38,99,165,265,584,38,99,165,265,584,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New Mexico,NM,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,96,115,127,141,166,96,115,127,141,166,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New Mexico,NM,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,80,111,132,157,211,80,111,132,157,211,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New Mexico,NM,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,65,102,131,166,248,65,102,131,166,248,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New York,NY,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,271,330,367,409,493,271,330,367,409,493,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New York,NY,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,208,298,364,438,611,208,298,364,438,611,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
New York,NY,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,158,266,354,463,743,158,266,354,463,743,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
North Carolina,NC,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,84,123,149,180,248,84,123,149,180,248,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
North Carolina,NC,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,52,102,144,202,355,52,102,144,202,355,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
North Carolina,NC,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,32,84,139,227,517,32,84,139,227,517,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
North Dakota,ND,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,14,19,22,26,33,14,19,22,26,33,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
North Dakota,ND,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,11,19,24,32,49,11,19,24,32,49,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
North Dakota,ND,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,9,18,26,38,68,9,18,26,38,68,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Ohio,OH,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,273,331,368,409,492,273,331,368,409,492,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Ohio,OH,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,230,326,397,477,660,230,326,397,477,660,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Ohio,OH,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,193,317,420,545,858,193,317,420,545,858,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Oklahoma,OK,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,67,86,99,112,142,67,86,99,112,142,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Oklahoma,OK,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,53,84,107,136,204,53,84,107,136,204,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Oklahoma,OK,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,42,81,114,159,281,42,81,114,159,281,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Oregon,OR,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,27,38,45,54,72,27,38,45,54,72,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Oregon,OR,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,16,29,41,55,91,16,29,41,55,91,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Oregon,OR,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,9,22,36,56,116,9,22,36,56,116,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Pennsylvania,PA,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,604,805,933,1076,1383,604,805,933,1076,1383,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Pennsylvania,PA,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,410,673,871,1131,1731,410,673,871,1131,1731,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Pennsylvania,PA,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,267,553,798,1138,2031,267,553,798,1138,2031,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Rhode Island,RI,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,17,21,24,27,34,17,21,24,27,34,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Rhode Island,RI,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,12,19,24,29,42,12,19,24,29,42,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Rhode Island,RI,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,9,16,23,31,52,9,16,23,31,52,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
South Carolina,SC,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,46,59,67,77,97,46,59,67,77,97,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
South Carolina,SC,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,33,51,65,82,123,33,51,65,82,123,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
South Carolina,SC,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,23,44,62,86,152,23,44,62,86,152,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
South Dakota,SD,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,17,23,26,31,40,17,23,26,31,40,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
South Dakota,SD,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,11,20,26,35,56,11,20,26,35,56,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
South Dakota,SD,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,8,17,26,39,75,8,17,26,39,75,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Tennessee,TN,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,83,111,130,152,196,83,111,130,152,196,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Tennessee,TN,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,57,98,130,170,271,57,98,130,170,271,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Tennessee,TN,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,39,85,129,189,361,39,85,129,189,361,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Texas,TX,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,156,239,302,371,532,156,239,302,371,532,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Texas,TX,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,96,206,311,455,862,96,206,311,455,862,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Texas,TX,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,55,177,318,553,1377,55,177,318,553,1377,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Utah,UT,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,43,53,60,67,80,43,53,60,67,80,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Utah,UT,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,35,50,61,75,104,35,50,61,75,104,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Utah,UT,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,28,47,63,83,133,28,47,63,83,133,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Vermont,VT,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,9,14,17,20,28,9,14,17,20,28,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Vermont,VT,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,6,12,17,24,41,6,12,17,24,41,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Vermont,VT,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,4,10,17,27,56,4,10,17,27,56,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Virginia,VA,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,55,82,103,127,179,55,82,103,127,179,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Virginia,VA,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,32,67,100,144,266,32,67,100,144,266,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Virginia,VA,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,17,54,96,161,375,17,54,96,161,375,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Washington,WA,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,44,63,77,93,126,44,63,77,93,126,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Washington,WA,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,26,50,71,98,167,26,50,71,98,167,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Washington,WA,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,15,39,63,99,203,15,39,63,99,203,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
West Virginia,WV,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,116,139,154,170,201,116,139,154,170,201,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
West Virginia,WV,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,94,131,157,187,255,94,131,157,187,255,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
West Virginia,WV,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,75,121,158,203,315,75,121,158,203,315,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Wisconsin,WI,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,95,118,132,148,181,95,118,132,148,181,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Wisconsin,WI,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,68,101,125,153,219,68,101,125,153,219,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Wisconsin,WI,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,49,86,117,157,261,49,86,117,157,261,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Wyoming,WY,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,33,39,42,46,54,33,39,42,46,54,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Wyoming,WY,1,2024-12-07,2024-12-14,CEPH-Rtrend_covid,27,36,43,51,67,27,36,43,51,67,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Wyoming,WY,2,2024-12-07,2024-12-21,CEPH-Rtrend_covid,22,34,43,54,81,22,34,43,54,81,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
Puerto Rico,PR,0,2024-12-07,2024-12-07,CEPH-Rtrend_covid,43,68,86,107,157,43,68,86,107,157,CEPH Lab at Indiana University,2024-12-04,Rtrend COVID
