location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
Maryland,MD,1,2024-12-07,2024-12-14,CovidHub-baseline,22.20603206032061,54.198184481844805,74,93.83620586205862,125.69649571495711,22,54,74,94,126,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Massachusetts,MA,1,2024-12-07,2024-12-14,CovidHub-baseline,217.59004965049655,304.7289372893729,368,431.47273472734724,518.404975299753,218,305,368,431,518,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Michigan,MI,1,2024-12-07,2024-12-14,CovidHub-baseline,265.76178011780115,394.7597625976259,482,569.6566415664157,698.2952804528046,266,395,482,570,698,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Minnesota,MN,1,2024-12-07,2024-12-14,CovidHub-baseline,105.82547375473754,152.7631976319763,183,213.3651911519115,260.3031830318304,106,153,183,213,260,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Mississippi,MS,1,2024-12-07,2024-12-14,CovidHub-baseline,3.572045720457206,21.15307903079031,33,44.906559065590656,62.45858458584585,4,21,33,45,62,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Missouri,MO,1,2024-12-07,2024-12-14,CovidHub-baseline,116.82893728937286,144.27785027850277,161,177.90408404084036,204.96797217972176,117,144,161,178,205,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Montana,MT,1,2024-12-07,2024-12-14,CovidHub-baseline,3.443716937169372,11.084423344233443,16,20.923834238342383,28.58791837918379,3,11,16,21,29,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Nebraska,NE,1,2024-12-07,2024-12-14,CovidHub-baseline,31,36.909964099641,41,45.077965779657795,51,31,37,41,45,51,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Nevada,NV,1,2024-12-07,2024-12-14,CovidHub-baseline,16.75672381723817,46.828893288932896,64,81.2188821888219,111.03598160981609,17,47,64,81,111,CovidHub-hub-models,2024-12-04,CovidHub baseline model
New Hampshire,NH,1,2024-12-07,2024-12-14,CovidHub-baseline,0,21.163514135141348,44,66.96960719607195,104.46703892038919,0,21,44,67,104,CovidHub-hub-models,2024-12-04,CovidHub baseline model
New Jersey,NJ,1,2024-12-07,2024-12-14,CovidHub-baseline,147.80015850158503,171.56274562745625,187,202.33816838168383,226.31053310533105,148,172,187,202,226,CovidHub-hub-models,2024-12-04,CovidHub baseline model
New Mexico,NM,1,2024-12-07,2024-12-14,CovidHub-baseline,69.06671241712418,99.58044580445805,115,130.50383253832538,161.0781327813278,69,100,115,131,161,CovidHub-hub-models,2024-12-04,CovidHub baseline model
New York,NY,1,2024-12-07,2024-12-14,CovidHub-baseline,257.6119661196612,312.20691456914574,352,391.5962334623347,446.2916154161542,258,312,352,392,446,CovidHub-hub-models,2024-12-04,CovidHub baseline model
North Carolina,NC,1,2024-12-07,2024-12-14,CovidHub-baseline,110.48201532015321,130.7558675586756,145,159.24804998049981,179.40052475524757,110,131,145,159,179,CovidHub-hub-models,2024-12-04,CovidHub baseline model
North Dakota,ND,1,2024-12-07,2024-12-14,CovidHub-baseline,8.516425664256642,15.370723707237076,19,22.63444634446344,29.48020730207302,9,15,19,23,29,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Ohio,OH,1,2024-12-07,2024-12-14,CovidHub-baseline,260.63197506975064,308.4392243922439,328,347.6640241402414,395.47699926999263,261,308,328,348,395,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Oklahoma,OK,1,2024-12-07,2024-12-14,CovidHub-baseline,59.77052395523956,83.63126881268812,97,110.41852668526685,134.43048905489056,60,84,97,110,134,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Oregon,OR,1,2024-12-07,2024-12-14,CovidHub-baseline,15,31.8530285302853,43,54.0511155111551,71,15,32,43,54,71,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Pennsylvania,PA,1,2024-12-07,2024-12-14,CovidHub-baseline,158.9942624426244,474.79196291962916,638,800.622031220312,1122.3567285672846,159,475,638,801,1122,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Rhode Island,RI,1,2024-12-07,2024-12-14,CovidHub-baseline,2.110058600586006,12.636803868038681,21,29.401421514215144,39.85969109691097,2,13,21,29,40,CovidHub-hub-models,2024-12-04,CovidHub baseline model
South Carolina,SC,1,2024-12-07,2024-12-14,CovidHub-baseline,56.154682796827956,62.63240632406323,67,71.40345903459034,77.88256882568825,56,63,67,71,78,CovidHub-hub-models,2024-12-04,CovidHub baseline model
South Dakota,SD,1,2024-12-07,2024-12-14,CovidHub-baseline,2.609016340163404,12.528432784327846,19,25.483479834798352,35.405116801168006,3,13,19,25,35,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Tennessee,TN,1,2024-12-07,2024-12-14,CovidHub-baseline,48.92730552305525,101.77706527065273,141,180.30148301483018,233.2214497144972,49,102,141,180,233,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Texas,TX,1,2024-12-07,2024-12-14,CovidHub-baseline,142.05412554125536,229.1650816508165,278,326.9637346373463,414.06924969249684,142,229,278,327,414,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Utah,UT,1,2024-12-07,2024-12-14,CovidHub-baseline,37.594290942909424,48.06428814288142,55,61.93939689396894,72.38024880248801,38,48,55,62,72,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Vermont,VT,1,2024-12-07,2024-12-14,CovidHub-baseline,0,2.382826328263282,12,21.587618376183762,33.789178141781406,0,2,12,22,34,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Virginia,VA,1,2024-12-07,2024-12-14,CovidHub-baseline,56.75203702037021,80.90119901199012,98,115.24228242282423,139.28824038240384,57,81,98,115,139,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Washington,WA,1,2024-12-07,2024-12-14,CovidHub-baseline,42.51828643286432,59.73365233652336,71,82.13161631616316,99.29871173711734,43,60,71,82,99,CovidHub-hub-models,2024-12-04,CovidHub baseline model
West Virginia,WV,1,2024-12-07,2024-12-14,CovidHub-baseline,61.200459004590044,130.34048840488407,151,171.9423094230942,240.52760777607773,61,130,151,172,241,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Wisconsin,WI,1,2024-12-07,2024-12-14,CovidHub-baseline,99.33431859318594,117.36060110601106,127,136.70659956599565,154.63567360673605,99,117,127,137,155,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Wyoming,WY,1,2024-12-07,2024-12-14,CovidHub-baseline,14.163285132851328,33.10894358943589,47,60.924346743467424,79.87441499414996,14,33,47,61,80,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Puerto Rico,PR,1,2024-12-07,2024-12-14,CovidHub-baseline,17.814205142051428,60.559565595655954,78,95.50435754357545,137.83956889568893,18,61,78,96,138,CovidHub-hub-models,2024-12-04,CovidHub baseline model
United States,US,1,2024-12-07,2024-12-14,CovidHub-baseline,6709.030959559596,7115.036585365854,7368,7619.09907599076,8026.107677326773,6709,7115,7368,7619,8026,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Alabama,AL,2,2024-12-07,2024-12-21,CovidHub-baseline,26.92694926949269,67.53535535355353,91,114.56922819228191,155.60486479864795,27,68,91,115,156,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Alaska,AK,2,2024-12-07,2024-12-21,CovidHub-baseline,0,2.0100351003510033,5,8.010035100351004,13.468610936109357,0,2,5,8,13,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Arizona,AZ,2,2024-12-07,2024-12-21,CovidHub-baseline,408.5640606406065,620.3262932629327,743,865.2059620596208,1081.3448466984669,409,620,743,865,1081,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Arkansas,AR,2,2024-12-07,2024-12-21,CovidHub-baseline,14.15766007660076,36.507540075400755,49,61.63557135571356,83.82919204192041,14,37,49,62,84,CovidHub-hub-models,2024-12-04,CovidHub baseline model
California,CA,2,2024-12-07,2024-12-21,CovidHub-baseline,564.6122023720238,631.3133256332562,670,708.1666466664666,775.106104811048,565,631,670,708,775,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Colorado,CO,2,2024-12-07,2024-12-21,CovidHub-baseline,81.0731719817198,121.06437814378143,144,166.78268032680324,206.66465564655644,81,121,144,167,207,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Connecticut,CT,2,2024-12-07,2024-12-21,CovidHub-baseline,34.94774947749478,56.94774947749478,68,78.94774947749478,100.94774947749478,35,57,68,79,101,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Delaware,DE,2,2024-12-07,2024-12-21,CovidHub-baseline,16.49914674146741,22.652056520565203,26,29.375308753087527,35.44099365993659,16,23,26,29,35,CovidHub-hub-models,2024-12-04,CovidHub baseline model
District of Columbia,DC,2,2024-12-07,2024-12-21,CovidHub-baseline,0,0,10,20.881828818288184,40.058609586095855,0,0,10,21,40,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Florida,FL,2,2024-12-07,2024-12-21,CovidHub-baseline,23.893763937639406,148.51448514485145,218,287.8442934429345,411.84755147551465,24,149,218,288,412,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Georgia,GA,2,2024-12-07,2024-12-21,CovidHub-baseline,64.92125671256713,75.77865028650285,82,88.22718477184772,99.20428579285792,65,76,82,88,99,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Hawaii,HI,2,2024-12-07,2024-12-21,CovidHub-baseline,0,5.572655726557266,10,14.47077470774708,22.208665586655837,0,6,10,14,22,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Idaho,ID,2,2024-12-07,2024-12-21,CovidHub-baseline,0,4.545650456504567,13,21.37046120461205,35.61189861898618,0,5,13,21,36,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Illinois,IL,2,2024-12-07,2024-12-21,CovidHub-baseline,169.57196996969972,229.99459494594947,265,299.88820138201385,361.01021135211346,170,230,265,300,361,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Indiana,IN,2,2024-12-07,2024-12-21,CovidHub-baseline,74.63247882478825,123.5652106521065,152,179.93390683906838,229.08547535475353,75,124,152,180,229,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Iowa,IA,2,2024-12-07,2024-12-21,CovidHub-baseline,24.231228562285633,39.93550185501856,49,58.03706037060371,73.7112348623486,24,40,49,58,74,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Kansas,KS,2,2024-12-07,2024-12-21,CovidHub-baseline,5.058220582205823,30.2289772897729,44,57.58482084820848,82.76781642816428,5,30,44,58,83,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Kentucky,KY,2,2024-12-07,2024-12-21,CovidHub-baseline,36.28718887188872,67.33228332283323,84,100.68928939289393,131.69313568135684,36,67,84,101,132,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Louisiana,LA,2,2024-12-07,2024-12-21,CovidHub-baseline,45.68225107251072,57.32978079780797,64,70.71445714457143,82.45073325733253,46,57,64,71,82,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Maine,ME,2,2024-12-07,2024-12-21,CovidHub-baseline,7.211140111401111,18.59224592245922,25,31.40243402434024,42.599486994869935,7,19,25,31,43,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Maryland,MD,2,2024-12-07,2024-12-21,CovidHub-baseline,6.8207194571945715,49.28953039530395,74,98.23275982759827,141.01004385043848,7,49,74,98,141,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Massachusetts,MA,2,2024-12-07,2024-12-21,CovidHub-baseline,183.10113976139763,295.83374583745837,368,440.48481484814846,551.5261602616026,183,296,368,440,552,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Michigan,MI,2,2024-12-07,2024-12-21,CovidHub-baseline,212.20594505945064,385.37027370273705,482,579.8034580345804,752.3486454864548,212,385,482,580,752,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Minnesota,MN,2,2024-12-07,2024-12-21,CovidHub-baseline,82.07940079400795,146.00800758007583,183,219.69498444984453,283.4985712357123,82,146,183,220,283,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Mississippi,MS,2,2024-12-07,2024-12-21,CovidHub-baseline,0,19.486287362873632,33,46.51641516415164,68.12033995339945,0,19,33,47,68,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Missouri,MO,2,2024-12-07,2024-12-21,CovidHub-baseline,105.7831253312533,140.99646246462464,161,180.8189206892069,216.0923274232742,106,141,161,181,216,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Montana,MT,2,2024-12-07,2024-12-21,CovidHub-baseline,0.04047390473904935,10.195466954669548,16,21.871721217212176,32.102638276382756,0,10,16,22,32,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Nebraska,NE,2,2024-12-07,2024-12-21,CovidHub-baseline,28.167876678766795,36.158941589415896,41,45.849988499885,53.77795877958779,28,36,41,46,54,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Nevada,NV,2,2024-12-07,2024-12-21,CovidHub-baseline,6.014163391633909,43.2879253792538,64,84.62458624586245,121.56436514365143,6,43,64,85,122,CovidHub-hub-models,2024-12-04,CovidHub baseline model
New Hampshire,NH,2,2024-12-07,2024-12-21,CovidHub-baseline,0,16.923909239092396,44,71.00562755627557,117.47600851008505,0,17,44,71,117,CovidHub-hub-models,2024-12-04,CovidHub baseline model
New Jersey,NJ,2,2024-12-07,2024-12-21,CovidHub-baseline,135.3340388403884,168.2619326193262,187,205.76133761337613,238.82174071740712,135,168,187,206,239,CovidHub-hub-models,2024-12-04,CovidHub baseline model
New Mexico,NM,2,2024-12-07,2024-12-21,CovidHub-baseline,57.33979014790148,95.47444224442243,115,134.72602476024758,172.880309803098,57,95,115,135,173,CovidHub-hub-models,2024-12-04,CovidHub baseline model
New York,NY,2,2024-12-07,2024-12-21,CovidHub-baseline,221.01401514015146,305.50644756447565,352,398.5751782517826,483.1222612226121,221,306,352,399,483,CovidHub-hub-models,2024-12-04,CovidHub baseline model
North Carolina,NC,2,2024-12-07,2024-12-21,CovidHub-baseline,97.37054995549956,128.02067770677706,145,161.82979329793295,192.61617191171908,97,128,145,162,193,CovidHub-hub-models,2024-12-04,CovidHub baseline model
North Dakota,ND,2,2024-12-07,2024-12-21,CovidHub-baseline,6.179232292322923,14.544130441304414,19,23.462614626146262,31.815013150131502,6,15,19,23,32,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Ohio,OH,2,2024-12-07,2024-12-21,CovidHub-baseline,241.3657264072641,300.149761497615,328,355.8576535765358,414.519131191312,241,300,328,356,415,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Oklahoma,OK,2,2024-12-07,2024-12-21,CovidHub-baseline,51.32130246302463,80.97465474654744,97,113.24356243562434,142.64973724737243,51,81,97,113,143,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Oregon,OR,2,2024-12-07,2024-12-21,CovidHub-baseline,5.913089130891308,29.06228812288123,43,56.89238142381423,79.89306393063929,6,29,43,57,80,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Pennsylvania,PA,2,2024-12-07,2024-12-21,CovidHub-baseline,40.85911484114854,433.3535360353605,638,842.5613731137311,1236.2181959319591,41,433,638,843,1236,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Rhode Island,RI,2,2024-12-07,2024-12-21,CovidHub-baseline,0,11.510117601176011,21,30.26978019780198,48.14340768407684,0,12,21,30,48,CovidHub-hub-models,2024-12-04,CovidHub baseline model
South Carolina,SC,2,2024-12-07,2024-12-21,CovidHub-baseline,52.285279102791016,61.702384523845225,67,72.28365783657836,81.7421221712217,52,62,67,72,82,CovidHub-hub-models,2024-12-04,CovidHub baseline model
South Dakota,SD,2,2024-12-07,2024-12-21,CovidHub-baseline,0,11.348358483584835,19,26.640446404464043,40.01218037180371,0,11,19,27,40,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Tennessee,TN,2,2024-12-07,2024-12-21,CovidHub-baseline,10.476832268322667,95.28435034350343,141,186.2851778517785,271.2430351803518,10,95,141,186,271,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Texas,TX,2,2024-12-07,2024-12-21,CovidHub-baseline,108.05515305153047,218.04548545485446,278,337.3120531205311,447.4067715677155,108,218,278,337,447,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Utah,UT,2,2024-12-07,2024-12-21,CovidHub-baseline,32.900615506155056,46.980204802048014,55,62.97290972909729,76.96955969559696,33,47,55,63,77,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Vermont,VT,2,2024-12-07,2024-12-21,CovidHub-baseline,0,1.1612241122411229,12,22.87820378203782,43.19147691476914,0,1,12,23,43,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Virginia,VA,2,2024-12-07,2024-12-21,CovidHub-baseline,41.087112871128696,77.66814668146681,98,118.31162311623117,155.03656786567865,41,78,98,118,155,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Washington,WA,2,2024-12-07,2024-12-21,CovidHub-baseline,33.24176991769917,57.375058750587506,71,84.54492794927948,108.39827648276483,33,57,71,85,108,CovidHub-hub-models,2024-12-04,CovidHub baseline model
West Virginia,WV,2,2024-12-07,2024-12-21,CovidHub-baseline,33.27848278482787,115.84452844528447,151,186.30836308363087,268.9781272812727,33,116,151,186,269,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Wisconsin,WI,2,2024-12-07,2024-12-21,CovidHub-baseline,93.10982984829849,115.16093410934107,127,138.88633386333862,160.75856258562587,93,115,127,139,161,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Wyoming,WY,2,2024-12-07,2024-12-21,CovidHub-baseline,0.8661649116491213,30.661761617616182,47,63.26732267322674,93.02212772127719,1,31,47,63,93,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Puerto Rico,PR,2,2024-12-07,2024-12-21,CovidHub-baseline,1.1164851648516563,53.21576965769658,78,102.73852488524884,153.9357933579336,1,53,78,103,154,CovidHub-hub-models,2024-12-04,CovidHub baseline model
United States,US,2,2024-12-07,2024-12-21,CovidHub-baseline,6534.836378363783,7064.752615026149,7368,7674.15676406764,8202.410592855926,6535,7065,7368,7674,8202,CovidHub-hub-models,2024-12-04,CovidHub baseline model
Alabama,AL,0,2024-12-07,2024-12-07,CovidHub-ensemble,44.11,71,84.8923469162292,99.2274342819123,145.81336305286,44,71,85,99,146,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Alabama,AL,1,2024-12-07,2024-12-14,CovidHub-ensemble,36.7,72.6531219704372,82.8464151049114,108,183.35,37,73,83,108,183,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Alabama,AL,2,2024-12-07,2024-12-21,CovidHub-ensemble,30.57,70.6950197931968,81,121,225.364344936621,31,71,81,121,225,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Alaska,AK,0,2024-12-07,2024-12-07,CovidHub-ensemble,0.978682702999908,6.06787624899299,7,13.15,18,1,6,7,13,18,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Alaska,AK,1,2024-12-07,2024-12-14,CovidHub-ensemble,0.678938140244878,4.15536999617152,8.42802762530558,15.34,23,1,4,8,15,23,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Alaska,AK,2,2024-12-07,2024-12-21,CovidHub-ensemble,0.606244709787886,3.84157101751743,12.4988272420156,17.8,33.7510007095337,1,4,12,18,34,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Arizona,AZ,0,2024-12-07,2024-12-07,CovidHub-ensemble,436.364881583297,654.398129567967,740.740898213277,807.88,944.1,436,654,741,808,944,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Arizona,AZ,1,2024-12-07,2024-12-14,CovidHub-ensemble,408.734904140212,606.9,679.5,759.2,939.683333333333,409,607,680,759,940,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Arizona,AZ,2,2024-12-07,2024-12-21,CovidHub-ensemble,339.01852083582,574.269317967916,639.752020185303,721.81,967.033333333333,339,574,640,722,967,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Arkansas,AR,0,2024-12-07,2024-12-07,CovidHub-ensemble,24.7932567291993,39,49,60,108.85,25,39,49,60,109,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Arkansas,AR,1,2024-12-07,2024-12-14,CovidHub-ensemble,17.5648702946229,35.436875170793,48,74,153.72,18,35,48,74,154,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Arkansas,AR,2,2024-12-07,2024-12-21,CovidHub-ensemble,12.7091429398736,31.922589125951,58.2164147830879,94.4608950866566,189.57,13,32,58,94,190,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
California,CA,0,2024-12-07,2024-12-07,CovidHub-ensemble,477,621.547507542747,697.816064453125,832.154410695038,1240.7,477,622,698,832,1241,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
California,CA,1,2024-12-07,2024-12-14,CovidHub-ensemble,423.933333333333,639.135258930483,746.129923745652,929.132658658261,1333.84028808594,424,639,746,929,1334,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
California,CA,2,2024-12-07,2024-12-21,CovidHub-ensemble,419.047829322989,651.528041232184,797.58998866599,1030.85844458862,1540,419,652,798,1031,1540,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Colorado,CO,0,2024-12-07,2024-12-07,CovidHub-ensemble,90.3235417255399,126.498571209363,137.33,157.272226747828,193,90,126,137,157,193,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Colorado,CO,1,2024-12-07,2024-12-14,CovidHub-ensemble,78.2548914276229,117.07,134.58,157.681585919258,199.243050100941,78,117,135,158,199,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Colorado,CO,2,2024-12-07,2024-12-21,CovidHub-ensemble,62.0461187391058,110.69,130.35,158.567948973828,208.774374374276,62,111,130,159,209,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Connecticut,CT,0,2024-12-07,2024-12-07,CovidHub-ensemble,24.7768062059901,51.7820114730819,70.0880009707476,92.1782910653571,148.12411528738,25,52,70,92,148,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Connecticut,CT,1,2024-12-07,2024-12-14,CovidHub-ensemble,16.6824989592711,47.5998788261708,73.2112662427997,105.923343914829,199.138731343271,17,48,73,106,199,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Connecticut,CT,2,2024-12-07,2024-12-21,CovidHub-ensemble,15.2958904939241,45.6465932270986,76.4200512511527,122.781008700176,259.476691002442,15,46,76,123,259,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Delaware,DE,0,2024-12-07,2024-12-07,CovidHub-ensemble,12.2441803642108,23,27.7794004509684,34.7572310225223,52.2961365320362,12,23,28,35,52,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Delaware,DE,1,2024-12-07,2024-12-14,CovidHub-ensemble,11.6666666666667,21.667907075926,31.0585314564292,42.492052660794,73.2694948138248,12,22,31,42,73,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Delaware,DE,2,2024-12-07,2024-12-21,CovidHub-ensemble,11,24.6666666666667,33.4614976509366,49.3338135200144,93.5051489939422,11,25,33,49,94,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
District of Columbia,DC,0,2024-12-07,2024-12-07,CovidHub-ensemble,6.03877362045493,11.8869696330847,16.3114431742058,21.9606298062988,39.7360947990418,6,12,16,22,40,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
District of Columbia,DC,1,2024-12-07,2024-12-14,CovidHub-ensemble,4.05906109776066,10.9989923125195,16.4750607593432,25.9346310781836,55.4051089286804,4,11,16,26,55,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
District of Columbia,DC,2,2024-12-07,2024-12-21,CovidHub-ensemble,2.35610426352275,10.131655518327,16.9874658584595,34.2498275179863,76.1990466117859,2,10,17,34,76,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Florida,FL,0,2024-12-07,2024-12-07,CovidHub-ensemble,116,187.89311485886,253.848541259766,316.267531386509,574.034703380284,116,188,254,316,574,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Florida,FL,1,2024-12-07,2024-12-14,CovidHub-ensemble,65.4982745038853,184.57036269928,249.800091669114,399.044212834943,780.378179176737,65,185,250,399,780,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Florida,FL,2,2024-12-07,2024-12-21,CovidHub-ensemble,56.504421586305,181.466580142614,296.28524017334,461.010531743476,1087.5279742129,57,181,296,461,1088,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Georgia,GA,0,2024-12-07,2024-12-07,CovidHub-ensemble,42,68,92.912208557129,124.33,170.52,42,68,93,124,171,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Georgia,GA,1,2024-12-07,2024-12-14,CovidHub-ensemble,24,75.346922948131,125.666666666667,153.03,274,24,75,126,153,274,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Georgia,GA,2,2024-12-07,2024-12-21,CovidHub-ensemble,20.7328170797765,102.333333333333,150.02,184.16,334.35,21,102,150,184,334,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Hawaii,HI,0,2024-12-07,2024-12-07,CovidHub-ensemble,5.7745317931323,10,17.2483707809448,22.31,30.33,6,10,17,22,30,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Hawaii,HI,1,2024-12-07,2024-12-14,CovidHub-ensemble,3,10.3122248493777,20.7690553665161,26.38,45,3,10,21,26,45,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Hawaii,HI,2,2024-12-07,2024-12-21,CovidHub-ensemble,3.5,10.6186488259976,23.5,31.07,54.5,4,11,24,31,54,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Idaho,ID,0,2024-12-07,2024-12-07,CovidHub-ensemble,8,12,16,21,31,8,12,16,21,31,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Idaho,ID,1,2024-12-07,2024-12-14,CovidHub-ensemble,4,11.9711035844535,15,24,49.5926480293274,4,12,15,24,50,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Idaho,ID,2,2024-12-07,2024-12-21,CovidHub-ensemble,2.53863142933089,12.1401856819376,15.5805241748834,29.62,47.4849662780762,3,12,16,30,47,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Illinois,IL,0,2024-12-07,2024-12-07,CovidHub-ensemble,179.606496831812,249,275,305,421.630707649341,180,249,275,305,422,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Illinois,IL,1,2024-12-07,2024-12-14,CovidHub-ensemble,170,239,288.244564208984,381.571193580356,521.384253716675,170,239,288,382,521,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Illinois,IL,2,2024-12-07,2024-12-21,CovidHub-ensemble,139,225,343.171177133994,425.038133136421,617.301542576671,139,225,343,425,617,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Indiana,IN,0,2024-12-07,2024-12-07,CovidHub-ensemble,93.7860739111722,136.320772067529,157,175,251.666809166432,94,136,157,175,252,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Indiana,IN,1,2024-12-07,2024-12-14,CovidHub-ensemble,79.6845756168321,125.131981877208,153,185,264.447005004883,80,125,153,185,264,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Indiana,IN,2,2024-12-07,2024-12-21,CovidHub-ensemble,60.7982645996511,120.357349669379,147,192,315.114389038086,61,120,147,192,315,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
Iowa,IA,0,2024-12-07,2024-12-07,CovidHub-ensemble,24.2076005281085,40.1839599721682,51,59,95.5828295015938,24,40,51,59,96,CovidHub,2024-12-04,Ensemble model using CovidHub submissions
