location_name,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
Arkansas,5.534819358712494,5.534819358712494,5.534819358712494,167.03,167.03,167.03,5.53,5.53,5.53,167,167,167,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,0.3212657122428047,0.3212657122428047,0.3212657122428047,9.69516951469185,9.69516951469185,9.69516951469185,0.32,0.32,0.32,10,10,10,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,0.421138779717755,0.421138779717755,0.421138779717755,12.7091429398736,12.7091429398736,12.7091429398736,0.42,0.42,0.42,13,13,13,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,0.559386089697207,0.559386089697207,0.559386089697207,16.8811757903259,16.8811757903259,16.8811757903259,0.56,0.56,0.56,17,17,17,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,0.8002618551155907,0.8002618551155907,0.8002618551155907,24.1503342741525,24.1503342741525,24.1503342741525,0.8,0.8,0.8,24,24,24,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,0.9651748295137523,0.9651748295137523,0.9651748295137523,29.1270846120592,29.1270846120592,29.1270846120592,0.97,0.97,0.97,29,29,29,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,1.0449824141129576,1.0449824141129576,1.0449824141129576,31.5355210923974,31.5355210923974,31.5355210923974,1.04,1.04,1.04,32,32,32,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,1.057808562979935,1.057808562979935,1.057808562979935,31.922589125951,31.922589125951,31.922589125951,1.06,1.06,1.06,32,32,32,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,1.0720003126389088,1.0720003126389088,1.0720003126389088,32.3508683148295,32.3508683148295,32.3508683148295,1.07,1.07,1.07,32,32,32,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,1.3453909092761955,1.3453909092761955,1.3453909092761955,40.6012606757734,40.6012606757734,40.6012606757734,1.35,1.35,1.35,41,41,41,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,1.3528330017978505,1.3528330017978505,1.3528330017978505,40.8258484415756,40.8258484415756,40.8258484415756,1.35,1.35,1.35,41,41,41,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,1.4024812000353732,1.4024812000353732,1.4024812000353732,42.3241337539155,42.3241337539155,42.3241337539155,1.4,1.4,1.4,42,42,42,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,1.9290986022646897,1.9290986022646897,1.9290986022646897,58.2164147830879,58.2164147830879,58.2164147830879,1.93,1.93,1.93,58,58,58,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,2.08680054331844,2.08680054331844,2.08680054331844,62.9755502682856,62.9755502682856,62.9755502682856,2.09,2.09,2.09,63,63,63,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,2.255930110538448,2.255930110538448,2.255930110538448,68.0795491130337,68.0795491130337,68.0795491130337,2.26,2.26,2.26,68,68,68,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,2.5739152703276327,2.5739152703276327,2.5739152703276327,77.6757179845581,77.6757179845581,77.6757179845581,2.57,2.57,2.57,78,78,78,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,2.6812363490517575,2.6812363490517575,2.6812363490517575,80.9144577911379,80.9144577911379,80.9144577911379,2.68,2.68,2.68,81,81,81,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,3.13012028238602,3.13012028238602,3.13012028238602,94.4608950866566,94.4608950866566,94.4608950866566,3.13,3.13,3.13,94,94,94,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,3.85328890763088,3.85328890763088,3.85328890763088,116.284706786041,116.284706786041,116.284706786041,3.85,3.85,3.85,116,116,116,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,4.370906996521543,4.370906996521543,4.370906996521543,131.905406177307,131.905406177307,131.905406177307,4.37,4.37,4.37,132,132,132,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,5.30253124457387,5.30253124457387,5.30253124457387,160.02,160.02,160.02,5.3,5.3,5.3,160,160,160,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,5.8098537877211385,5.8098537877211385,5.8098537877211385,175.33,175.33,175.33,5.81,5.81,5.81,175,175,175,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,6.281720085201027,6.281720085201027,6.281720085201027,189.57,189.57,189.57,6.28,6.28,6.28,190,190,190,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Arkansas,6.89242906431299,6.89242906431299,6.89242906431299,208,208,208,6.89,6.89,6.89,208,208,208,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.1375281343538555,1.1375281343538555,1.1375281343538555,449.462653133635,449.462653133635,449.462653133635,1.14,1.14,1.14,449,449,449,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.2072213704604775,1.2072213704604775,1.2072213704604775,477,477,477,1.21,1.21,1.21,477,477,477,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.2755546555808819,1.2755546555808819,1.2755546555808819,504,504,504,1.28,1.28,1.28,504,504,504,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.3517569671293286,1.3517569671293286,1.3517569671293286,534.109227270177,534.109227270177,534.109227270177,1.35,1.35,1.35,534,534,534,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.4182230712132395,1.4182230712132395,1.4182230712132395,560.371462535224,560.371462535224,560.371462535224,1.42,1.42,1.42,560,560,560,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.5267720322415599,1.5267720322415599,1.5267720322415599,603.261570080917,603.261570080917,603.261570080917,1.53,1.53,1.53,603,603,603,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.5730512240294527,1.5730512240294527,1.5730512240294527,621.547507542747,621.547507542747,621.547507542747,1.57,1.57,1.57,622,622,622,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.6139062038926866,1.6139062038926866,1.6139062038926866,637.690218292913,637.690218292913,637.690218292913,1.61,1.61,1.61,638,638,638,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.6576436164676789,1.6576436164676789,1.6576436164676789,654.971842283974,654.971842283974,654.971842283974,1.66,1.66,1.66,655,655,655,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.6998955600506636,1.6998955600506636,1.6998955600506636,671.666524454317,671.666524454317,671.666524454317,1.7,1.7,1.7,672,672,672,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.7302621958538957,1.7302621958538957,1.7302621958538957,683.665057310488,683.665057310488,683.665057310488,1.73,1.73,1.73,684,684,684,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.7660764479212545,1.7660764479212545,1.7660764479212545,697.816064453125,697.816064453125,697.816064453125,1.77,1.77,1.77,698,698,698,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.7970560714951829,1.7970560714951829,1.7970560714951829,710.056802404216,710.056802404216,710.056802404216,1.8,1.8,1.8,710,710,710,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.8374055207489084,1.8374055207489084,1.8374055207489084,725.99976677262,725.99976677262,725.99976677262,1.84,1.84,1.84,726,726,726,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.8856091971983127,1.8856091971983127,1.8856091971983127,745.046110905507,745.046110905507,745.046110905507,1.89,1.89,1.89,745,745,745,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.9434393682920268,1.9434393682920268,1.9434393682920268,767.896097069337,767.896097069337,767.896097069337,1.94,1.94,1.94,768,768,768,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.1060683188972638,2.1060683188972638,2.1060683188972638,832.154410695038,832.154410695038,832.154410695038,2.11,2.11,2.11,832,832,832,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.160663091962216,2.160663091962216,2.160663091962216,853.726019174806,853.726019174806,853.726019174806,2.16,2.16,2.16,854,854,854,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.3868664605963756,2.3868664605963756,2.3868664605963756,943.103998623047,943.103998623047,943.103998623047,2.39,2.39,2.39,943,943,943,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.4000381368463857,2.4000381368463857,2.4000381368463857,948.308420715789,948.308420715789,948.308420715789,2.4,2.4,2.4,948,948,948,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.991563732906979,2.991563732906979,2.991563732906979,1182.03333333333,1182.03333333333,1182.03333333333,2.99,2.99,2.99,1182,1182,1182,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,3.140040994403175,3.140040994403175,3.140040994403175,1240.7,1240.7,1240.7,3.14,3.14,3.14,1241,1241,1241,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,3.3627906314796054,3.3627906314796054,3.3627906314796054,1328.71333333333,1328.71333333333,1328.71333333333,3.36,3.36,3.36,1329,1329,1329,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,0.8503697703872546,0.8503697703872546,0.8503697703872546,336,336,336,0.85,0.85,0.85,336,336,336,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.0729169384707435,1.0729169384707435,1.0729169384707435,423.933333333333,423.933333333333,423.933333333333,1.07,1.07,1.07,424,424,424,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.248953904280645,1.248953904280645,1.248953904280645,493.489451826575,493.489451826575,493.489451826575,1.25,1.25,1.25,493,493,493,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.382758745639796,1.382758745639796,1.382758745639796,546.358719129199,546.358719129199,546.358719129199,1.38,1.38,1.38,546,546,546,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.4670944549330924,1.4670944549330924,1.4670944549330924,579.681632653798,579.681632653798,579.681632653798,1.47,1.47,1.47,580,580,580,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.5430643127621622,1.5430643127621622,1.5430643127621622,609.699012292003,609.699012292003,609.699012292003,1.54,1.54,1.54,610,610,610,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.6175634029259325,1.6175634029259325,1.6175634029259325,639.135258930483,639.135258930483,639.135258930483,1.62,1.62,1.62,639,639,639,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.6754037872175074,1.6754037872175074,1.6754037872175074,661.989280555827,661.989280555827,661.989280555827,1.68,1.68,1.68,662,662,662,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.7333473854536177,1.7333473854536177,1.7333473854536177,684.884084305103,684.884084305103,684.884084305103,1.73,1.73,1.73,685,685,685,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.7893118862501765,1.7893118862501765,1.7893118862501765,706.996902660676,706.996902660676,706.996902660676,1.79,1.79,1.79,707,707,707,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.8444227380986966,1.8444227380986966,1.8444227380986966,728.772425340263,728.772425340263,728.772425340263,1.84,1.84,1.84,729,729,729,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.8883521783769341,1.8883521783769341,1.8883521783769341,746.129923745652,746.129923745652,746.129923745652,1.89,1.89,1.89,746,746,746,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.9462421647933854,1.9462421647933854,1.9462421647933854,769.00354427319,769.00354427319,769.00354427319,1.95,1.95,1.95,769,769,769,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.0535057086188924,2.0535057086188924,2.0535057086188924,811.385754907227,811.385754907227,811.385754907227,2.05,2.05,2.05,811,811,811,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.1584791721141277,2.1584791721141277,2.1584791721141277,852.863103894288,852.863103894288,852.863103894288,2.16,2.16,2.16,853,853,853,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.1735157343346163,2.1735157343346163,2.1735157343346163,858.804383890381,858.804383890381,858.804383890381,2.17,2.17,2.17,859,859,859,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.3515069214360858,2.3515069214360858,2.3515069214360858,929.132658658261,929.132658658261,929.132658658261,2.35,2.35,2.35,929,929,929,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.6557392572039795,2.6557392572039795,2.6557392572039795,1049.34161760498,1049.34161760498,1049.34161760498,2.66,2.66,2.66,1049,1049,1049,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.694746960503007,2.694746960503007,2.694746960503007,1064.75442831967,1064.75442831967,1064.75442831967,2.69,2.69,2.69,1065,1065,1065,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,3.1832812824602907,3.1832812824602907,3.1832812824602907,1257.78519904297,1257.78519904297,1257.78519904297,3.18,3.18,3.18,1258,1258,1258,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,3.34743219106971,3.34743219106971,3.34743219106971,1322.64487210925,1322.64487210925,1322.64487210925,3.35,3.35,3.35,1323,1323,1323,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,3.375766248550329,3.375766248550329,3.375766248550329,1333.84028808594,1333.84028808594,1333.84028808594,3.38,3.38,3.38,1334,1334,1334,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,3.375766248550329,3.375766248550329,3.375766248550329,1333.84028808594,1333.84028808594,1333.84028808594,3.38,3.38,3.38,1334,1334,1334,wk inc covid hosp,2024-12-14,2024-12-07,2024-12-04,"December 14, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,0.898018480718235,0.898018480718235,0.898018480718235,354.827064682601,354.827064682601,354.827064682601,0.9,0.9,0.9,355,355,355,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.0605524000079394,1.0605524000079394,1.0605524000079394,419.047829322989,419.047829322989,419.047829322989,1.06,1.06,1.06,419,419,419,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.190139493045995,1.190139493045995,1.190139493045995,470.250570503403,470.250570503403,470.250570503403,1.19,1.19,1.19,470,470,470,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.3316374786814171,1.3316374786814171,1.3316374786814171,526.159570128179,526.159570128179,526.159570128179,1.33,1.33,1.33,526,526,526,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.477764348749416,1.477764348749416,1.477764348749416,583.897544892367,583.897544892367,583.897544892367,1.48,1.48,1.48,584,584,584,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.5799374646228308,1.5799374646228308,1.5799374646228308,624.268414282319,624.268414282319,624.268414282319,1.58,1.58,1.58,624,624,624,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.6489278298317562,1.6489278298317562,1.6489278298317562,651.528041232184,651.528041232184,651.528041232184,1.65,1.65,1.65,652,652,652,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.7283201109443247,1.7283201109443247,1.7283201109443247,682.897696390169,682.897696390169,682.897696390169,1.73,1.73,1.73,683,683,683,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.7965723249387637,1.7965723249387637,1.7965723249387637,709.865663386089,709.865663386089,709.865663386089,1.8,1.8,1.8,710,710,710,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.8634000724123572,1.8634000724123572,1.8634000724123572,736.270791993732,736.270791993732,736.270791993732,1.86,1.86,1.86,736,736,736,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,1.9413350951475752,1.9413350951475752,1.9413350951475752,767.064651971972,767.064651971972,767.064651971972,1.94,1.94,1.94,767,767,767,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.0185905223960443,2.0185905223960443,2.0185905223960443,797.58998866599,797.58998866599,797.58998866599,2.02,2.02,2.02,798,798,798,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.099696630513345,2.099696630513345,2.099696630513345,829.636814971919,829.636814971919,829.636814971919,2.1,2.1,2.1,830,830,830,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.1789639603142272,2.1789639603142272,2.1789639603142272,860.957099088989,860.957099088989,860.957099088989,2.18,2.18,2.18,861,861,861,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.266784466174571,2.266784466174571,2.266784466174571,895.656933204256,895.656933204256,895.656933204256,2.27,2.27,2.27,896,896,896,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.349896862640396,2.349896862640396,2.349896862640396,928.496488636477,928.496488636477,928.496488636477,2.35,2.35,2.35,928,928,928,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.608960889364843,2.608960889364843,2.608960889364843,1030.85844458862,1030.85844458862,1030.85844458862,2.61,2.61,2.61,1031,1031,1031,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.8608359321933876,2.8608359321933876,2.8608359321933876,1130.37987319238,1130.37987319238,1130.37987319238,2.86,2.86,2.86,1130,1130,1130,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,2.9839027251300188,2.9839027251300188,2.9839027251300188,1179.00629885645,1179.00629885645,1179.00629885645,2.98,2.98,2.98,1179,1179,1179,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,3.132928839078783,3.132928839078783,3.132928839078783,1237.88982932812,1237.88982932812,1237.88982932812,3.13,3.13,3.13,1238,1238,1238,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,3.62610498587837,3.62610498587837,3.62610498587837,1432.75468823438,1432.75468823438,1432.75468823438,3.63,3.63,3.63,1433,1433,1433,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,3.897528114274917,3.897528114274917,3.897528114274917,1540,1540,1540,3.9,3.9,3.9,1540,1540,1540,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
California,4.332836449116011,4.332836449116011,4.332836449116011,1712,1712,1712,4.33,4.33,4.33,1712,1712,1712,wk inc covid hosp,2024-12-21,2024-12-07,2024-12-04,"December 21, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Colorado,1.39985263761349,1.39985263761349,1.39985263761349,80.6138177891976,80.6138177891976,80.6138177891976,1.4,1.4,1.4,81,81,81,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Colorado,1.5684612339502957,1.5684612339502957,1.5684612339502957,90.3235417255399,90.3235417255399,90.3235417255399,1.57,1.57,1.57,90,90,90,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Colorado,1.7171947931584972,1.7171947931584972,1.7171947931584972,98.8887147437439,98.8887147437439,98.8887147437439,1.72,1.72,1.72,99,99,99,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Colorado,1.9361887747589053,1.9361887747589053,1.9361887747589053,111.5,111.5,111.5,1.94,1.94,1.94,112,112,112,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Colorado,2.02400463470621,2.02400463470621,2.02400463470621,116.557083540495,116.557083540495,116.557083540495,2.02,2.02,2.02,117,117,117,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Colorado,2.109929017956614,2.109929017956614,2.109929017956614,121.50524193151401,121.50524193151401,121.50524193151401,2.11,2.11,2.11,122,122,122,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Colorado,2.1966377901220513,2.1966377901220513,2.1966377901220513,126.498571209363,126.498571209363,126.498571209363,2.2,2.2,2.2,126,126,126,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
Colorado,2.234953041752652,2.234953041752652,2.234953041752652,128.705045398505,128.705045398505,128.705045398505,2.23,2.23,2.23,129,129,129,wk inc covid hosp,2024-12-07,2024-12-07,2024-12-04,"December 07, 2024","December 04, 2024","December 07, 2024",CovidHub-ensemble
