location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
West Virginia,WV,0,2024-11-30,2024-11-30,CovidHub-baseline,65.75,126.5,150,173.50000000000003,234.25,66,126,150,174,234,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Wisconsin,WI,0,2024-11-30,2024-11-30,CovidHub-baseline,132.075,132.75,140,147.25,147.925,132,133,140,147,148,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Wyoming,WY,0,2024-11-30,2024-11-30,CovidHub-baseline,12.525000000000002,17.25,30,42.75,47.475,13,17,30,43,47,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Puerto Rico,PR,0,2024-11-30,2024-11-30,CovidHub-baseline,15.225000000000001,17.25,24,30.75,32.775000000000006,15,17,24,31,33,CovidHub-hub-models,2024-11-27,CovidHub baseline model
United States,US,0,2024-11-30,2024-11-30,CovidHub-baseline,7000.675,7141.75,7290,7438.25,7579.325,7001,7142,7290,7438,7579,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Alabama,AL,1,2024-11-30,2024-12-07,CovidHub-baseline,21.227267272672734,51.642726427264286,70,88.26610266102662,118.6020310203102,21,52,70,88,119,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Alaska,AK,1,2024-11-30,2024-12-07,CovidHub-baseline,1,4.310188101881019,7,9.708352083520836,13,1,4,7,10,13,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Arizona,AZ,1,2024-11-30,2024-12-07,CovidHub-baseline,464.67181846818465,633.5875483754838,734,835.1550790507905,1002.370445204452,465,634,734,835,1002,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Arkansas,AR,1,2024-11-30,2024-12-07,CovidHub-baseline,20.32276122761228,38.710797107971075,51,63.350463504635044,81.64654246542464,20,39,51,63,82,CovidHub-hub-models,2024-11-27,CovidHub baseline model
California,CA,1,2024-11-30,2024-12-07,CovidHub-baseline,517.3080918309183,568.3563360633607,608,647.4627171271713,698.5979772297725,517,568,608,647,699,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Colorado,CO,1,2024-11-30,2024-12-07,CovidHub-baseline,79.07415174151738,109.80001800017999,131,151.94131941319412,182.87874178741782,79,110,131,152,183,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Connecticut,CT,1,2024-11-30,2024-12-07,CovidHub-baseline,57,69.0070050700507,79,88.95784957849577,101,57,69,79,89,101,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Delaware,DE,1,2024-11-30,2024-12-07,CovidHub-baseline,16.68470059700597,18.700207002070023,20,21.304188041880415,23.323091230912308,17,19,20,21,23,CovidHub-hub-models,2024-11-27,CovidHub baseline model
District of Columbia,DC,1,2024-11-30,2024-12-07,CovidHub-baseline,7.344551945519457,16.826208262082623,24,31.133036330363307,40.67250172501725,7,17,24,31,41,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Florida,FL,1,2024-11-30,2024-12-07,CovidHub-baseline,97.16448339483397,185.41542165421657,252,318.46623466234666,406.5253952539525,97,185,252,318,407,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Georgia,GA,1,2024-11-30,2024-12-07,CovidHub-baseline,52.674328743287425,61.30868058680586,68,74.67363423634235,83.33757912579125,53,61,68,75,83,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Hawaii,HI,1,2024-11-30,2024-12-07,CovidHub-baseline,0.13041130411303925,7.582125821258209,12,16.45342453424534,23.901102511025105,0,8,12,16,24,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Idaho,ID,1,2024-11-30,2024-12-07,CovidHub-baseline,0,9.96320463204632,17,23.971094710947114,34.99946449464495,0,10,17,24,35,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Illinois,IL,1,2024-11-30,2024-12-07,CovidHub-baseline,165.21597515975165,211.2416074160742,243,274.6871118711187,320.88443884438846,165,211,243,275,321,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Indiana,IN,1,2024-11-30,2024-12-07,CovidHub-baseline,99.14144091440913,137.59021090210902,163,188.25179251792517,226.96174061740612,99,138,163,188,227,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Iowa,IA,1,2024-11-30,2024-12-07,CovidHub-baseline,31.350442504425047,41.9839498394984,50,58.068565685656864,68.66297962979631,31,42,50,58,69,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Kansas,KS,1,2024-11-30,2024-12-07,CovidHub-baseline,26.25544055440555,42.42561425614256,53,63.49116491164912,79.64140041400414,26,42,53,63,80,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Kentucky,KY,1,2024-11-30,2024-12-07,CovidHub-baseline,50.62248222482225,77.3159631596316,92,106.77649776497765,133.32638226382258,51,77,92,107,133,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Louisiana,LA,1,2024-11-30,2024-12-07,CovidHub-baseline,53.02015345153451,62.040177901779025,67,72.02278522785228,80.98940689406894,53,62,67,72,81,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Maine,ME,1,2024-11-30,2024-12-07,CovidHub-baseline,5.017995679956801,14.885158851588518,21,27.104521045210447,36.95432454324543,5,15,21,27,37,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Maryland,MD,1,2024-11-30,2024-12-07,CovidHub-baseline,25.91015960159601,57.591845918459164,77,96.30700807008067,128.30957309573094,26,58,77,96,128,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Massachusetts,MA,1,2024-11-30,2024-12-07,CovidHub-baseline,211.75381153811543,295.4262742627426,357,418.62658626586267,502.0481264812649,212,295,357,419,502,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Michigan,MI,1,2024-11-30,2024-12-07,CovidHub-baseline,158.70875708757083,324.92079920799205,426,526.6655566555667,693.3842138421383,159,325,426,527,693,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Minnesota,MN,1,2024-11-30,2024-12-07,CovidHub-baseline,168.08365283652836,204.1968769687697,226,247.6990219902199,283.710239102391,168,204,226,248,284,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Mississippi,MS,1,2024-11-30,2024-12-07,CovidHub-baseline,35,36.10141601416014,37,37.895343953439536,39,35,36,37,38,39,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Missouri,MO,1,2024-11-30,2024-12-07,CovidHub-baseline,129.07067620676207,155.50657006570063,171,186.4961599615996,212.9523610236102,129,156,171,186,213,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Montana,MT,1,2024-11-30,2024-12-07,CovidHub-baseline,15.364049140491405,18.244127441274415,20,21.752362523625237,24.64555245552455,15,18,20,22,25,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Nebraska,NE,1,2024-11-30,2024-12-07,CovidHub-baseline,0,14.098325983259834,25,35.9559670596706,52.31737842378424,0,14,25,36,52,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Nevada,NV,1,2024-11-30,2024-12-07,CovidHub-baseline,2.5646251462514633,19.13038130381304,29,38.771757717577174,55.42395223952235,3,19,29,39,55,CovidHub-hub-models,2024-11-27,CovidHub baseline model
New Hampshire,NH,1,2024-11-30,2024-12-07,CovidHub-baseline,0,2.2167071670716707,20,38.16569915699157,72.09132841328409,0,2,20,38,72,CovidHub-hub-models,2024-11-27,CovidHub baseline model
New Jersey,NJ,1,2024-11-30,2024-12-07,CovidHub-baseline,0,0,31,116.1225362253623,256.98118831188293,0,0,31,116,257,CovidHub-hub-models,2024-11-27,CovidHub baseline model
New Mexico,NM,1,2024-11-30,2024-12-07,CovidHub-baseline,56.23464134641346,93.64971649716497,116,138.42374673746738,176.14485194851946,56,94,116,138,176,CovidHub-hub-models,2024-11-27,CovidHub baseline model
New York,NY,1,2024-11-30,2024-12-07,CovidHub-baseline,304.8945339453395,355.10124351243513,386,416.7766477664777,467.1492529925299,305,355,386,417,467,CovidHub-hub-models,2024-11-27,CovidHub baseline model
North Carolina,NC,1,2024-11-30,2024-12-07,CovidHub-baseline,66.63932439324391,108.66882668826686,134,159.50469504695045,201.1985539855398,67,109,134,160,201,CovidHub-hub-models,2024-11-27,CovidHub baseline model
North Dakota,ND,1,2024-11-30,2024-12-07,CovidHub-baseline,6.704158041580418,13.647631476314766,18,22.39463894638947,29.357297572975725,7,14,18,22,29,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Ohio,OH,1,2024-11-30,2024-12-07,CovidHub-baseline,119.95339753397535,199.52644526445266,259,318.36621366213666,398.26448864488646,120,200,259,318,398,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Oklahoma,OK,1,2024-11-30,2024-12-07,CovidHub-baseline,35,48.14571145711457,59,69.88182881828818,83,35,48,59,70,83,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Oregon,OR,1,2024-11-30,2024-12-07,CovidHub-baseline,35.42742027420274,48.41972669726697,56,63.56084060840608,76.60050400504004,35,48,56,64,77,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Pennsylvania,PA,1,2024-11-30,2024-12-07,CovidHub-baseline,841.1517535175352,940.328728287283,996,1051.808988089881,1152.3113611136112,841,940,996,1052,1152,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Rhode Island,RI,1,2024-11-30,2024-12-07,CovidHub-baseline,11.325465754657547,21.96740467404674,30,38.05436054360543,48.67717127171272,11,22,30,38,49,CovidHub-hub-models,2024-11-27,CovidHub baseline model
South Carolina,SC,1,2024-11-30,2024-12-07,CovidHub-baseline,56.02375123751237,62.061560615606155,66,69.95364953649536,76.02106471064711,56,62,66,70,76,CovidHub-hub-models,2024-11-27,CovidHub baseline model
South Dakota,SD,1,2024-11-30,2024-12-07,CovidHub-baseline,21.668461434614343,27.017467674676748,31,34.982862328623284,40.327584525845246,22,27,31,35,40,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Tennessee,TN,1,2024-11-30,2024-12-07,CovidHub-baseline,5.516833168331684,59.30553805538055,97,134.46111961119615,188.09526295262953,6,59,97,134,188,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Texas,TX,1,2024-11-30,2024-12-07,CovidHub-baseline,85.46091860918608,189.12441124411242,249,309.3456184561845,413.9805268052679,85,189,249,309,414,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Utah,UT,1,2024-11-30,2024-12-07,CovidHub-baseline,39.070619206192056,50.08082080820808,57,63.966054660546604,74.98839888398884,39,50,57,64,75,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Vermont,VT,1,2024-11-30,2024-12-07,CovidHub-baseline,0,11.135271352713525,21,30.81971319713198,43.684246842468426,0,11,21,31,44,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Virginia,VA,1,2024-11-30,2024-12-07,CovidHub-baseline,70.06397263972639,90.8420484204842,102,113.10359103591037,133.73791737917378,70,91,102,113,134,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Washington,WA,1,2024-11-30,2024-12-07,CovidHub-baseline,67.36940869408696,79.65708907089072,88,96.380066300663,108.69918324183243,67,80,88,96,109,CovidHub-hub-models,2024-11-27,CovidHub baseline model
West Virginia,WV,1,2024-11-30,2024-12-07,CovidHub-baseline,28.484242342423418,107.33076830768304,150,192.4612996129961,272.3416809168091,28,107,150,192,272,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Wisconsin,WI,1,2024-11-30,2024-12-07,CovidHub-baseline,124.66270362703625,133.24138241382414,140,146.7192346923469,155.3290732907329,125,133,140,147,155,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Wyoming,WY,1,2024-11-30,2024-12-07,CovidHub-baseline,0,17.325728257282567,30,42.80985059850598,61.41555440554406,0,17,30,43,61,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Puerto Rico,PR,1,2024-11-30,2024-12-07,CovidHub-baseline,8.017993429934297,17.359936099360993,24,30.641188911889117,40.0109913599136,8,17,24,31,40,CovidHub-hub-models,2024-11-27,CovidHub baseline model
United States,US,1,2024-11-30,2024-12-07,CovidHub-baseline,6817.746537215373,7112.881438814388,7290,7466.112321123212,7759.062784627846,6818,7113,7290,7466,7759,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Alabama,AL,2,2024-11-30,2024-12-14,CovidHub-baseline,9.178411784117843,47.78723787237873,70,92.31534815348152,131.11498364983652,9,48,70,92,131,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Alaska,AK,2,2024-11-30,2024-12-14,CovidHub-baseline,0,3.989019890198902,7,9.989019890198902,15.989019890198902,0,4,7,10,16,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Arizona,AZ,2,2024-11-30,2024-12-14,CovidHub-baseline,400.3348363483635,612.9079740797408,734,855.0989709897099,1064.896963219632,400,613,734,855,1065,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Arkansas,AR,2,2024-11-30,2024-12-14,CovidHub-baseline,10.136087360873605,36.19533195331953,51,65.69339693396934,91.77882578825786,10,36,51,66,92,CovidHub-hub-models,2024-11-27,CovidHub baseline model
California,CA,2,2024-11-30,2024-12-14,CovidHub-baseline,475.2348663486634,562.331090810908,608,653.1032460324602,739.9741584915848,475,562,608,653,740,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Colorado,CO,2,2024-11-30,2024-12-14,CovidHub-baseline,60.97460174601746,105.7517775177752,131,155.98676986769868,200.82785527855273,61,106,131,156,201,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Connecticut,CT,2,2024-11-30,2024-12-14,CovidHub-baseline,46.03036030360303,68.03036030360303,79,90.03036030360303,112.03036030360303,46,68,79,90,112,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Delaware,DE,2,2024-11-30,2024-12-14,CovidHub-baseline,15.657141571415716,18.413659136591367,20,21.577415774157743,24.34592745927459,16,18,20,22,24,CovidHub-hub-models,2024-11-27,CovidHub baseline model
District of Columbia,DC,2,2024-11-30,2024-12-14,CovidHub-baseline,0.3744322443224464,15.703207032070324,24,32.29634296342964,47.56520565205653,0,16,24,32,48,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Florida,FL,2,2024-11-30,2024-12-14,CovidHub-baseline,31.374434494344975,174.7178621786218,252,329.15611406114067,471.7852083520835,31,175,252,329,472,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Georgia,GA,2,2024-11-30,2024-12-14,CovidHub-baseline,45.71355563555634,60.33688836888369,68,75.65533405334054,90.26955644556443,46,60,68,76,90,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Hawaii,HI,2,2024-11-30,2024-12-14,CovidHub-baseline,0,6.697581975819759,12,17.326808268082683,26.65968109681096,0,7,12,17,27,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Idaho,ID,2,2024-11-30,2024-12-14,CovidHub-baseline,0,8.514625146251465,17,25.477184771847725,40.27858878588786,0,9,17,25,40,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Illinois,IL,2,2024-11-30,2024-12-14,CovidHub-baseline,138.22059220592206,205.40806408064083,243,280.9780397803978,347.69059040590395,138,205,243,281,348,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Indiana,IN,2,2024-11-30,2024-12-14,CovidHub-baseline,78.32684726847266,132.2782227822278,163,193.6282512825128,247.450511505115,78,132,163,194,247,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Iowa,IA,2,2024-11-30,2024-12-14,CovidHub-baseline,23.295472954729547,40.67476674766747,50,59.23772237722377,76.48765787657875,23,41,50,59,76,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Kansas,KS,2,2024-11-30,2024-12-14,CovidHub-baseline,17.91461914619147,40.25719257192573,53,65.53610536105363,87.93176731767318,18,40,53,66,88,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Kentucky,KY,2,2024-11-30,2024-12-14,CovidHub-baseline,42.31176011760117,74.540095400954,92,109.87717877178771,141.8131671316713,42,75,92,110,142,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Louisiana,LA,2,2024-11-30,2024-12-14,CovidHub-baseline,50.172406474064736,61.029475294752935,67,72.98268982689825,83.86536165361652,50,61,67,73,84,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Maine,ME,2,2024-11-30,2024-12-14,CovidHub-baseline,0.7789832898328996,13.632541325413252,21,28.448369483694837,41.28422134221342,1,14,21,28,41,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Maryland,MD,2,2024-11-30,2024-12-14,CovidHub-baseline,12.76475864758649,53.70110701107011,77,100.44623946239462,141.1713857138571,13,54,77,100,141,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Massachusetts,MA,2,2024-11-30,2024-12-14,CovidHub-baseline,149.9485614856149,284.52623526235266,357,428.6755467554675,563.360231602316,150,285,357,429,563,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Michigan,MI,2,2024-11-30,2024-12-14,CovidHub-baseline,93.05283952839524,304.8242282422824,426,545.8886688866888,759.3161731617315,93,305,426,546,759,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Minnesota,MN,2,2024-11-30,2024-12-14,CovidHub-baseline,153.5390198901989,199.6070260702607,226,252.2820328203282,298.3009510095101,154,200,226,252,298,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Mississippi,MS,2,2024-11-30,2024-12-14,CovidHub-baseline,34.00105001050011,36.00105001050011,37,38.00105001050011,40.00105001050011,34,36,37,38,40,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Missouri,MO,2,2024-11-30,2024-12-14,CovidHub-baseline,119.79715147151472,152.44479194791947,171,189.4796072960729,222.5777442774427,120,152,171,189,223,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Montana,MT,2,2024-11-30,2024-12-14,CovidHub-baseline,14.196765967659672,17.878168781687815,20,22.10614106141061,25.823064230642295,14,18,20,22,26,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Nebraska,NE,2,2024-11-30,2024-12-14,CovidHub-baseline,0,11.832950829508295,25,38.24308493084932,61.30460954609546,0,12,25,38,61,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Nevada,NV,2,2024-11-30,2024-12-14,CovidHub-baseline,0,17.258077580775808,29,40.65913659136592,61.106363063630646,0,17,29,41,61,CovidHub-hub-models,2024-11-27,CovidHub baseline model
New Hampshire,NH,2,2024-11-30,2024-12-14,CovidHub-baseline,0,0,20,41.72469474694748,82.26204962049619,0,0,20,42,82,CovidHub-hub-models,2024-11-27,CovidHub baseline model
New Jersey,NJ,2,2024-11-30,2024-12-14,CovidHub-baseline,0,0,31,126.90866408664081,298.6756450064501,0,0,31,127,299,CovidHub-hub-models,2024-11-27,CovidHub baseline model
New Mexico,NM,2,2024-11-30,2024-12-14,CovidHub-baseline,41.72445324453245,88.909841598416,116,143.0427279272793,189.71338088380878,42,89,116,143,190,CovidHub-hub-models,2024-11-27,CovidHub baseline model
New York,NY,2,2024-11-30,2024-12-14,CovidHub-baseline,283.0707894578946,348.61035610356106,386,423.2856253562536,488.325250502505,283,349,386,423,488,CovidHub-hub-models,2024-11-27,CovidHub baseline model
North Carolina,NC,2,2024-11-30,2024-12-14,CovidHub-baseline,49.51705517055169,103.2520925209252,134,164.7642876428764,218.27736927369273,50,103,134,165,218,CovidHub-hub-models,2024-11-27,CovidHub baseline model
North Dakota,ND,2,2024-11-30,2024-12-14,CovidHub-baseline,3.4633786337863364,12.66920169201692,18,23.281372813728137,32.49467944679447,3,13,18,23,32,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Ohio,OH,2,2024-11-30,2024-12-14,CovidHub-baseline,61.20921609216092,190.06738067380675,259,328.4662646626466,457.110443104431,61,190,259,328,457,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Oklahoma,OK,2,2024-11-30,2024-12-14,CovidHub-baseline,23.061920619206184,47.061920619206184,59,71.06192061920618,95.06192061920618,23,47,59,71,95,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Oregon,OR,2,2024-11-30,2024-12-14,CovidHub-baseline,30.933497584975857,46.93902439024391,56,64.98680736807368,80.96578390783905,31,47,56,65,81,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Pennsylvania,PA,2,2024-11-30,2024-12-14,CovidHub-baseline,808.84947199472,928.7782527825277,996,1062.860258602586,1183.189036390364,809,929,996,1063,1183,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Rhode Island,RI,2,2024-11-30,2024-12-14,CovidHub-baseline,3.3478144781447825,20.730837308373086,30,39.261137611376114,56.57872228722286,3,21,30,39,57,CovidHub-hub-models,2024-11-27,CovidHub baseline model
South Carolina,SC,2,2024-11-30,2024-12-14,CovidHub-baseline,52.890466654666554,61.26233012330124,66,70.74023490234903,79.06471514715146,53,61,66,71,79,CovidHub-hub-models,2024-11-27,CovidHub baseline model
South Dakota,SD,2,2024-11-30,2024-12-14,CovidHub-baseline,17.715830408304083,26.373151231512313,31,35.658979089790904,44.292536675366755,18,26,31,36,44,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Tennessee,TN,2,2024-11-30,2024-12-14,CovidHub-baseline,0,52.0459604596046,97,142.04950049500496,222.96979119791192,0,52,97,142,223,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Texas,TX,2,2024-11-30,2024-12-14,CovidHub-baseline,50.55025650256499,176.5681156811568,249,320.620526205262,447.9130921309212,51,177,249,321,448,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Utah,UT,2,2024-11-30,2024-12-14,CovidHub-baseline,33.85593555935559,48.617931179311796,57,65.47779977799777,80.2856208562085,34,49,57,65,80,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Vermont,VT,2,2024-11-30,2024-12-14,CovidHub-baseline,0,9.759982599826001,21,32.42036420364204,53.66511865118649,0,10,21,32,54,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Virginia,VA,2,2024-11-30,2024-12-14,CovidHub-baseline,63.477436774367746,88.41544415444154,102,115.59805598055982,140.2663486634866,63,88,102,116,140,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Washington,WA,2,2024-11-30,2024-12-14,CovidHub-baseline,60.395391203912034,77.96781717817177,88,98.0371103711037,115.70124576245759,60,78,88,98,116,CovidHub-hub-models,2024-11-27,CovidHub baseline model
West Virginia,WV,2,2024-11-30,2024-12-14,CovidHub-baseline,2.822746227462286,98.22329223292232,150,201.7691776917769,296.66082710827095,3,98,150,202,297,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Wisconsin,WI,2,2024-11-30,2024-12-14,CovidHub-baseline,117.72875228752287,132.36108361083612,140,147.69374193741936,162.32478924789248,118,132,140,148,162,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Wyoming,WY,2,2024-11-30,2024-12-14,CovidHub-baseline,0,14.852271022710237,30,45.35189601896019,72.47602676026762,0,15,30,45,72,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Puerto Rico,PR,2,2024-11-30,2024-12-14,CovidHub-baseline,2.0970524705246976,16.18816938169381,24,31.812865628656283,45.97251822518225,2,16,24,32,46,CovidHub-hub-models,2024-11-27,CovidHub baseline model
United States,US,2,2024-11-30,2024-12-14,CovidHub-baseline,6704.491073410733,7077.061253112532,7290,7501.5312003120025,7869.803434284343,6704,7077,7290,7502,7870,CovidHub-hub-models,2024-11-27,CovidHub baseline model
Alabama,AL,0,2024-11-30,2024-11-30,CovidHub-ensemble,44.302168053616,71.995,84.5150791796247,99.2273946608954,127.764599185046,44,72,85,99,128,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Alabama,AL,1,2024-11-30,2024-12-07,CovidHub-ensemble,42.7829756622145,65.96,84.5450108044399,109.646746646893,163.689,43,66,85,110,164,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Alabama,AL,2,2024-11-30,2024-12-14,CovidHub-ensemble,38.1886706408103,63.8322615673304,88.4682252663083,126.584696779251,230.7345,38,64,88,127,231,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Alaska,AK,0,2024-11-30,2024-11-30,CovidHub-ensemble,4.08883648407919,7.21449789637435,9.145,12.8,18.313152937148,4,7,9,13,18,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Alaska,AK,1,2024-11-30,2024-12-07,CovidHub-ensemble,2.94925883661322,6.60512572414073,10.81516456604,14.0585,22.3960514068604,3,7,11,14,22,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Alaska,AK,2,2024-11-30,2024-12-14,CovidHub-ensemble,2.3466943200379,6.11744210296266,12.001,16.9895,27.945,2,6,12,17,28,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Arizona,AZ,0,2024-11-30,2024-11-30,CovidHub-ensemble,492.431698443013,667.919842165022,748.653916739226,866.26441720649,1037.98281227056,492,668,749,866,1038,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Arizona,AZ,1,2024-11-30,2024-12-07,CovidHub-ensemble,432.578364496283,639.875253025938,756.048352398044,883.583595028549,1174.25,433,640,756,884,1174,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Arizona,AZ,2,2024-11-30,2024-12-14,CovidHub-ensemble,386.083331290896,578.761054132338,721.199302844036,870.127727059676,1226.51351675536,386,579,721,870,1227,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Arkansas,AR,0,2024-11-30,2024-11-30,CovidHub-ensemble,28,51.4666099839282,60.9525994746806,72.342004030118,100.222480730326,28,51,61,72,100,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Arkansas,AR,1,2024-11-30,2024-12-07,CovidHub-ensemble,26.8651413388391,57.1891655255949,69.6509004945204,88.1171944245779,132.876360446452,27,57,70,88,133,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Arkansas,AR,2,2024-11-30,2024-12-14,CovidHub-ensemble,24.3242041800646,63.6844337785861,81.3797000722583,107.681597320676,179.067077534455,24,64,81,108,179,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
California,CA,0,2024-11-30,2024-11-30,CovidHub-ensemble,452.060332926197,634.4835,777.942725830078,878.335304677734,1173.26905615234,452,634,778,878,1173,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
California,CA,1,2024-11-30,2024-12-07,CovidHub-ensemble,429.178418284384,748.504146410526,915.446828613281,1083.61820690948,1545.13133333333,429,749,915,1084,1545,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
California,CA,2,2024-11-30,2024-12-14,CovidHub-ensemble,421.622941833137,834.927581051636,1110.50904947917,1376.62310351868,1977.60711669922,422,835,1111,1377,1978,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Colorado,CO,0,2024-11-30,2024-11-30,CovidHub-ensemble,79.6649158574701,135.490413612076,154.494712090424,174.103218704431,218.302887892755,80,135,154,174,218,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Colorado,CO,1,2024-11-30,2024-12-07,CovidHub-ensemble,71.370475665485,133.414734283038,162.150214746561,197.405143479515,262.391734006635,71,133,162,197,262,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Colorado,CO,2,2024-11-30,2024-12-14,CovidHub-ensemble,65.7474053253841,129.55141793199,169.431159714771,211.120642268638,299.766323933017,66,130,169,211,300,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Connecticut,CT,0,2024-11-30,2024-11-30,CovidHub-ensemble,40.4990040997348,73.3333333333333,89.6608358902987,115.669467504501,158.767548539071,40,73,90,116,159,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
Connecticut,CT,1,2024-11-30,2024-12-07,CovidHub-ensemble,35.9083333333333,79.0932564161289,111.200134277344,140.018470870514,208.752507440752,36,79,111,140,209,CovidHub,2024-11-27,Ensemble model using CovidHub submissions
